SweepID,SweepDate,SweepLocation,SweepType,SweepYear,SweepMonth,SweepWeek
A1014,2016-11-15,Poplar Place South/South Dean Street,Encampment,2016,11,17119
A905,2016-11-21,14th Ave NW & NW Ballard Way,Camping,2016,11,17126
A2987,2016-11-21,15th Ave NW and Leary Way NW - under Ballard Bridge,Camping,2016,11,17126
A1812,2016-11-28,Woodland Park,Encampment,2016,11,17133
A2646,2016-11-28,Western & Bell under Viaduct,Encampment,2016,11,17133
A789,2016-11-30,I-5 NB On-Ramp under Edgar Martinez overpass,Encampment,2016,11,17133
A934,2016-11-30,5th Ave NE & NE 42nd St,Encampment,2016,11,17133
A443,2016-12-05,6th Ave &  James St,Encampment,2016,12,17140
A3038,2016-12-05,James St between 6th Ave and 7th Ave,Camping,2016,12,17140
A2599,2016-12-06,N 121st St & Stone Way N,Encampment,2016,12,17140
A3104,2016-12-06,Behind Home Depot & Putz Golf Course,Encampment,2016,12,17140
A1015,2016-12-07,Poplar Place South/South Dean Street,Encampment,2016,12,17140
A153,2016-12-07,1400 S Dearborn St,Encampment,2016,12,17140
A1280,2016-12-07,S Dearborn St & Corwin Pl S,Encampment,2016,12,17140
A1622,2016-12-08,I-5 Off-Ramp & Dearborn,Camping,2016,12,17140
A3193,2016-12-13,Ravenna Park Ravine-Nursery Area,Encampment,2016,12,17147
A669,2016-12-13,Ravenna Park,Encampment,2016,12,17147
A1311,2016-12-13,Ravenna Park south entrance,Encampment,2016,12,17147
A1619,2016-12-15,9200 block Myers Way S,Camping,2016,12,17147
A1540,2016-12-19,I-5 SB James St off ramp,Encampment,2016,12,17154
A2951,2016-12-20,Spokane St Viaduct west of 4th Ave S,Camping,2016,12,17154
A3311,2016-12-27,600 block of S Spokane St,Camping,2016,12,17161
A475,2017-01-03,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,2017,1,17168
A2356,2017-01-04,I-90 on ramp @ Rainier Ave So & Atlantic,Camping,2017,1,17168
A1378,2017-01-04,Colman Playground,Camping,2017,1,17168
A570,2017-01-04,Daejeon Park,Camping,2017,1,17168
A1266,2017-01-04,1415 NW 49th St (Planting Strip),Camping,2017,1,17168
A1011,2017-01-05,Rainier Ave South  Off Ramp,Camping,2017,1,17168
A3322,2017-01-06,Western Ave & Bell St,Encampment,2017,1,17168
A1477,2017-01-09,Airport Way S & S Royal Brougham Way,Camping,2017,1,17175
A1267,2017-01-10,1415 NW 49th St (Planting Strip),Camping,2017,1,17175
A1562,2017-01-11,1900 Alaskan Way,Encampment,2017,1,17175
A2647,2017-01-27,Western & Bell under Viaduct,Camping,2017,1,17189
A2270,2017-01-27,Under I-5 Off-Ramp @ Pasadena & NE 42nd,Encampment,2017,1,17189
A177,2017-02-01,66 Bell St,Encampment,2017,2,17196
A198,2017-02-01,Under SR 99 & Blanchard St,Encampment,2017,2,17196
A3226,2017-02-02,Columbia St between Western and Alaskan Way,Encampment,2017,2,17196
A1387,2017-02-07,Aurora Ave N & N 93th St,Camping,2017,2,17203
A2053,2017-02-10,3200 block NW 54th Street,Encampment,2017,2,17203
A793,2017-02-13,Ballard Locks Park Hillside,Encampment,2017,2,17210
A1390,2017-02-28,Mercer Corridor,Encampment,2017,2,17224
A3067,2017-03-16,7th Ave NE along I-5 (between NE 45th & NE 47th),Camping,2017,3,17238
A1053,2017-03-23,Under West Seattle Bridge at SW Marginal Pl,Camping,2017,3,17245
A1198,2017-05-01,SW Admiral Way & SW Stevens St ( Duwamish Greenbelt),Camping,2017,5,17287
B4513,2015-01-05,Gasworks Park,Camping,2015,1,16440
B4565,2015-02-26,Burke Gilman Trail @ Pasadena PL NE (Greenbelt),Camping,2015,2,16489
B4577,2015-04-05,14th Ave NW & NW Ballard Way,Camping,2015,4,16524
B4664,2015-04-05,NW Ballard Way and 11th Ave NW,Camping,2015,4,16524
B4769,2015-05-17,Under Ballard Bridge 15th Ave NW and  Leary Way NW,Camping,2015,5,16566
B4511,2015-11-19,6th Ave &  James St,Encampment,2015,11,16755
B4464,2015-11-23,6th Ave &  James St,Encampment,2015,11,16762
B4486,2015-11-26,14th Ave NW and NW 46th St,Encampment,2015,11,16762
B4715,2015-12-09,Rainier Ave South  Off Ramp,Encampment,2015,12,16776
B4442,2015-12-14,I-5 On/Off Ramps at 10th Ave S & S Dearborn St,Camping,2015,12,16783
B4485,2015-12-14,NE Queen Anne greenbelt - billboard site,Encampment,2015,12,16783
B4716,2015-12-16,I-5 NB offramp at NE 65th St and Ravenna Blvd,Camping,2015,12,16783
B4884,2015-12-17,Thornton Creek King Fisher Natural Area 2,Camping,2015,12,16783
B4489,2016-01-05,Woodland Park south of Off Leash area,Camping,2016,1,16804
B4445,2016-01-07,I-5 on-ramp NB at NE 50th Street,Encampment,2016,1,16804
B4436,2016-01-12,Seaview Ave NW & 37th Pl NW,Camping,2016,1,16811
B4717,2016-01-13,WB I-90 to SB I5,Encampment,2016,1,16811
B5290,2016-01-14,I-5 Off-Ramp & Dearborn,Camping,2016,1,16811
B4446,2016-01-19,Harvard Ave E & E Roy St,Camping,2016,1,16818
B4558,2016-01-19,14th Ave NW and NW 46th St,Camping,2016,1,16818
B4441,2016-01-20,Green Lake,Camping,2016,1,16818
B4718,2016-01-20,Rainier Ave South  Off Ramp,Encampment,2016,1,16818
B4719,2016-01-21,Poplar Place South/South Dean Street,Encampment,2016,1,16818
B4462,2016-01-25,Longfellow Creek,Camping,2016,1,16825
B4456,2016-01-28,Airport Way S & S Royal Brougham Way,Camping,2016,1,16825
B4477,2016-01-28,Carkeek Park off Pipers Creek Trail,Camping,2016,1,16825
B4447,2016-01-29,Gasworks Park,Camping,2016,1,16825
B4449,2016-02-01,Gilman Ave W & W Fort St (Near Railroad tracks),Camping,2016,2,16832
B4472,2016-02-01,5th Ave NE & NE 55th St (at sound barrier wall),Encampment,2016,2,16832
B4475,2016-02-01,Wallingford Playfield,Camping,2016,2,16832
B4483,2016-02-01,Parking lot at 10th Ave E & E Garfield St,Camping,2016,2,16832
B4484,2016-02-01,5th Ave NE & NE 54th St,Encampment,2016,2,16832
B4584,2016-02-01,8th Ave S & S Jackson St (sidewalks),Encampment,2016,2,16832
B4444,2016-02-02,1525 11th Ave (old Value Village store),Camping,2016,2,16832
B4556,2016-02-02,15th Ave NW at NW 46th St (under Ballard Bridge),Camping,2016,2,16832
B4591,2016-02-02,Ballard Bridge south end,Camping,2016,2,16832
B4490,2016-02-03,I-5 Colonnade Park,Camping,2016,2,16832
B4597,2016-02-03,NE 50th St & 5th Ave NE,Camping,2016,2,16832
B4482,2016-02-04,Green Lake - N 70th & Aurora Ave N,Camping,2016,2,16832
B4471,2016-02-05,4th Ave & S  Royal Brougham Way,Encampment,2016,2,16832
B4473,2016-02-05,1300 Madison St,Camping,2016,2,16832
B4433,2016-02-09,Arboretum,Encampment,2016,2,16839
B4497,2016-02-09,Green Lake,Camping,2016,2,16839
B4501,2016-02-09,Carkeek Park,Encampment,2016,2,16839
B4509,2016-02-09,Japanese Garden,Camping,2016,2,16839
B4517,2016-02-13,Green Lake - N 70th & Aurora Ave N,Camping,2016,2,16839
B4470,2016-02-16,Magnolia Bridge (under) at 1401 W Garfield St,Encampment,2016,2,16846
B4487,2016-02-16,Magnolia Bridge (under bridge),Encampment,2016,2,16846
B4546,2016-02-21,Under Ballard Bridge 15th Ave NW and  Leary Way NW,Camping,2016,2,16846
B4502,2016-02-22,Emerson Street Overpass (on Nickerson),Camping,2016,2,16853
B4523,2016-02-22,Greenwood Park,Camping,2016,2,16853
B4532,2016-02-22,5th Ave NE & NE 55th St (at sound barrier wall),Camping,2016,2,16853
B4538,2016-02-22,Franklin Pl E & E Howe St,Camping,2016,2,16853
B4543,2016-02-22,SOUTH SHIP CANAL TRAIL,Encampment,2016,2,16853
B4544,2016-02-22,Carkeek Park off Pipers Creek Trail,Camping,2016,2,16853
B4545,2016-02-22,Gilman Playfield,Encampment,2016,2,16853
B4550,2016-02-23,Thornton Creek (Lake City Way & Fischer Pl NE),Camping,2016,2,16853
B4555,2016-02-24,Victory Creek Park,Camping,2016,2,16853
B4500,2016-02-25,5th Ave NE & NE 57th St (at sound barrier wall),Camping,2016,2,16853
B4507,2016-02-25,Aurora 99 & Winslow Pl N,Camping,2016,2,16853
B4535,2016-02-25,Burke Gilman Trail along the Canal Park,Camping,2016,2,16853
B4553,2016-02-25,Burke-Gilman Trail 126 NW Canal St,Camping,2016,2,16853
B4560,2016-02-25,Metro Bus stop Bench @ NW 85th St,Camping,2016,2,16853
B4453,2016-02-27,8331 Dallas Ave S,Camping,2016,2,16853
B4542,2016-02-29,Cascade Park,Camping,2016,2,16860
B4503,2016-03-01,NW Leary Way Triangle,Camping,2016,3,16860
B4570,2016-03-01,Discovery Park - NE corner cliff,Camping,2016,3,16860
B4572,2016-03-01,Thornton Creek North green space,Camping,2016,3,16860
B4526,2016-03-02,Ingraham High School field,Camping,2016,3,16860
B4530,2016-03-02,E Union & Broadway,Camping,2016,3,16860
B4539,2016-03-05,4th Ave S and S Royal Brougham Way sidewalk,Encampment,2016,3,16860
B4585,2016-03-07,Llandover Woods Greenspace,Encampment,2016,3,16867
B4587,2016-03-08,NE side of Green Lake,Camping,2016,3,16867
B4525,2016-03-09,Interurban Trail and N 122nd,Camping,2016,3,16867
B4528,2016-03-09,9th Ave NW & NW 48th Street,Camping,2016,3,16867
B4590,2016-03-09,7502 E Green Lake Dr N,Camping,2016,3,16867
B4568,2016-03-10,4040 Delridge Way SW,Camping,2016,3,16867
B4583,2016-03-10,7745 1st Ave S,Camping,2016,3,16867
B4592,2016-03-10,Smith Cove Park,Camping,2016,3,16867
B4598,2016-03-14,Salmon Bay Park,Encampment,2016,3,16874
B4504,2016-03-15,Ballard Library sidewalk on NW 57th St,Camping,2016,3,16874
B4537,2016-03-18,I-5 Colonnade Park,Encampment,2016,3,16874
B4554,2016-03-18,Jackson Golf,Encampment,2016,3,16874
B4586,2016-03-20,Under BNSF Railroad Bridge @ NW 57th St,Camping,2016,3,16874
B4614,2016-03-22,Green Lake - N 70th & Aurora Ave N,Camping,2016,3,16881
B4731,2016-03-22,3rd Ave S & S Royal Brougham Way,Encampment,2016,3,16881
B4551,2016-03-23,"6th Ave & Yesler Way, East Side",Camping,2016,3,16881
B4561,2016-03-23,6th Ave & Yesler Way,Camping,2016,3,16881
B4579,2016-03-23,15th Ave NW at NW 46th St (under Ballard Bridge),Encampment,2016,3,16881
B4617,2016-03-24,1st Ave So (Under on ramp to W. Seattle Bridge @ Spokane ),Camping,2016,3,16881
B4623,2016-03-24,Franklin Ave E street end under I-5,Camping,2016,3,16881
B4630,2016-03-24,1st Ave So (Under on ramp to W. Seattle Bridge @ Spokane ),Camping,2016,3,16881
B4605,2016-03-28,1401 NW Leary Way,Camping,2016,3,16888
B4618,2016-03-28,Centennial Park,Camping,2016,3,16888
B4733,2016-03-28,3rd Ave S & S Royal Brougham Way,Camping,2016,3,16888
B4434,2016-03-29,9th Ave S & S Jackson St - Stairs,Camping,2016,3,16888
B4479,2016-03-29,66 Bell St,Camping,2016,3,16888
B4498,2016-03-29,109 Yesler Way,Camping,2016,3,16888
B4552,2016-03-29,2211 Elliott Ave - Hwy 99 ramp,Camping,2016,3,16888
B4557,2016-03-29,Ballard Locks Across from 3244 NW 54th St,Camping,2016,3,16888
B4563,2016-03-29,Alaskan Way Viaduct & S Washington St,Camping,2016,3,16888
B4600,2016-03-29,Fairview Ave N & Denny Way (Behind Super Supplements),Camping,2016,3,16888
B4610,2016-03-29,Broad St & Elliott Ave,Camping,2016,3,16888
B4619,2016-03-29,Alaskan Way Viaduct & Western Ave off ramp,Camping,2016,3,16888
B4629,2016-03-29,Licton Springs Park (North End),Camping,2016,3,16888
B4633,2016-03-29,3612 LEARY WAY NW,Camping,2016,3,16888
B4640,2016-03-29,2314 E Spring St,Camping,2016,3,16888
B4734,2016-03-29,3rd Ave S & S Royal Brougham Way,Camping,2016,3,16888
B4439,2016-03-31,15th Ave NW and Leary Way NW - under Ballard Bridge,Camping,2016,3,16888
B4589,2016-03-31,Ballard Bridge north end,Camping,2016,3,16888
B4594,2016-03-31,NW 45th St & 14th Ave NW,Camping,2016,3,16888
B4641,2016-03-31,6349 W GREEN LAKE WAY N,Camping,2016,3,16888
B4531,2016-04-01,12725 33rd Ave NE,Camping,2016,4,16888
B4644,2016-04-01,Woodland Park,Camping,2016,4,16888
B4650,2016-04-01,Golden Gardens - Northern Tip,Encampment,2016,4,16888
B4657,2016-04-02,Green Lake - N 70th & Aurora Ave N,Camping,2016,4,16888
B4461,2016-04-04,Cheasty Greenbelt 24th Ave S & S McClellan,Encampment,2016,4,16895
B4573,2016-04-04,SW Admiral Way & SW City View St (Greenspace),Camping,2016,4,16895
B4452,2016-04-05,4602 14TH AVE NW,Camping,2016,4,16895
B4455,2016-04-05,4th Ave N & Florentia (By Fremont Bridge),Camping,2016,4,16895
B4521,2016-04-05,316 Florentia St (N of Bleitz Funeral Home),Camping,2016,4,16895
B4527,2016-04-05,1126 NW 52ND ST,Camping,2016,4,16895
B4534,2016-04-05,NW 45th St & 6th Ave NW,Camping,2016,4,16895
B4540,2016-04-05,8th Ave NW & NW 49th St,Camping,2016,4,16895
B4660,2016-04-05,Greenwood Park,Encampment,2016,4,16895
B4662,2016-04-05,5806 37TH PL NW,Camping,2016,4,16895
B4735,2016-04-05,3rd Ave S & S Royal Brougham Way,Camping,2016,4,16895
B4593,2016-04-06,1700 N Northgate Way (Vacant lot),Camping,2016,4,16895
B4599,2016-04-06,Under Atlantic Street overpass,Camping,2016,4,16895
B4624,2016-04-06,Northgate Park,Camping,2016,4,16895
B4631,2016-04-06,1900 Airport Way (Vacant lot),Camping,2016,4,16895
B4637,2016-04-06,9738 14th Ave NW,Camping,2016,4,16895
B4468,2016-04-07,NE 112th St & Roosevelt Way NE (at dead end),Camping,2016,4,16895
B4627,2016-04-07,Magnolia Bridge (under bridge),Camping,2016,4,16895
B4628,2016-04-07,2201 NW 64TH ST,Camping,2016,4,16895
B4667,2016-04-07,3rd Ave S & S Royal Brougham Way,Encampment,2016,4,16895
B4663,2016-04-08,4th Ave S & Edgar Martinez Dr S,Encampment,2016,4,16895
B4514,2016-04-10,5th & Yesler,Camping,2016,4,16895
B4566,2016-04-10,Alaskan Way & Marion St overpass,Encampment,2016,4,16895
B4606,2016-04-10,7th Ave & James St,Camping,2016,4,16895
B4616,2016-04-10,Western Ave & Bell St,Encampment,2016,4,16895
B4515,2016-04-11,Union University Boylston Parkette,Camping,2016,4,16902
B4680,2016-04-11,Under BNSF Railroad Bridge @ NW 57th St,Camping,2016,4,16902
B4459,2016-04-12,Queen Anne Greenbelt,Encampment,2016,4,16902
B4582,2016-04-12,4502 Shilshole Ave NW,Camping,2016,4,16902
B4601,2016-04-12,1811 Eastlake Ave,Camping,2016,4,16902
B4607,2016-04-12,Eastlake Ave E under Denny Way overpass,Camping,2016,4,16902
B4615,2016-04-12,8th Ave NW & NW 43rd St,Camping,2016,4,16902
B4643,2016-04-12,Leary Way NW Triangle @ 3rd Ave NW,Camping,2016,4,16902
B4652,2016-04-12,37th Pl NW & Seaview Ave NW,Camping,2016,4,16902
B4672,2016-04-12,6622 E Greenlake Way N - Green Lake Park,Camping,2016,4,16902
B4675,2016-04-12,15th Ave NW and Leary Way NW - under Ballard Bridge,Camping,2016,4,16902
B4673,2016-04-13,6508 E Greenlake Way N - Green Lake Park,Camping,2016,4,16902
B4707,2016-04-13,SB509,Encampment,2016,4,16902
B4695,2016-04-15,6675 E Green Lake Way N - Green Lake Park,Camping,2016,4,16902
B4457,2016-04-18,1st Ave S Btw Sears Building & 1st Ave Bridge,Camping,2016,4,16909
B4508,2016-04-18,9900 Myers Way S,Encampment,2016,4,16909
B4569,2016-04-18,10500 Ashworth Ave N,Encampment,2016,4,16909
B4654,2016-04-18,Ballard Locks Park Hillside,Encampment,2016,4,16909
B4655,2016-04-18,Ballard Locks Across from 3244 NW 54th St,Encampment,2016,4,16909
B4458,2016-04-19,9600 Myers Way S,Camping,2016,4,16909
B4437,2016-04-20,E Harrison St & Harvard Ave E,Camping,2016,4,16909
B4451,2016-04-20,Galer St Stairs,Camping,2016,4,16909
B4512,2016-04-20,6th Ave &  James St,Camping,2016,4,16909
B4529,2016-04-20,Queen Anne Ave N & Roy St,Camping,2016,4,16909
B4612,2016-04-20,8th Ave (Under Bridge),Camping,2016,4,16909
B4656,2016-04-20,1st Ave N & John St,Camping,2016,4,16909
B4603,2016-04-21,E Marginal Way S & S Michigan St (under 1st Ave S bridge on ramp),Encampment,2016,4,16909
B4604,2016-04-21,Gasworks Park,Camping,2016,4,16909
B4712,2016-04-21,Golden Gardens - West Side,Encampment,2016,4,16909
B4691,2016-04-25,Western & Bell under Viaduct,Encampment,2016,4,16916
B4694,2016-04-25,5th & Yesler,Camping,2016,4,16916
B4714,2016-04-25,4th Ave & Dilling Way,Camping,2016,4,16916
B4724,2016-04-25,Greenwood Park,Encampment,2016,4,16916
B4474,2016-04-26,Behind 1300 W Nickerson St - south end Ballard Bridge,Camping,2016,4,16916
B4476,2016-04-26,15TH AVE W & W EMERSON ST,Encampment,2016,4,16916
B4595,2016-04-26,Airport Way S & S Snoqualmie St,Camping,2016,4,16916
B4639,2016-04-26,3512 AIRPORT WAY S,Camping,2016,4,16916
B4642,2016-04-26,1405 Dexter Ave N (behind bldg on Lee St),Camping,2016,4,16916
B4645,2016-04-26,E Union & Broadway (Sidewalk),Camping,2016,4,16916
B4668,2016-04-26,1906 9th Ave @ Stewart,Camping,2016,4,16916
B4674,2016-04-26,14th Ave W & W Galer St,Camping,2016,4,16916
B4705,2016-04-26,740 11TH AVE E,Camping,2016,4,16916
B4721,2016-04-26,S Walker St east of 4th Ave S,Camping,2016,4,16916
B4465,2016-04-27,Spokane St Viaduct west of 4th Ave S,Camping,2016,4,16916
B4547,2016-04-27,Under I-90 Walkways Rainier Ave S,Camping,2016,4,16916
B4621,2016-04-27,Melrose Ave E & E Roy Street,Camping,2016,4,16916
B4647,2016-04-27,16th Ave W & Ship Canal Trail,Camping,2016,4,16916
B4665,2016-04-27,400 S Massachusetts Street,Camping,2016,4,16916
B4699,2016-04-27,1140 NW Ballard Way,Camping,2016,4,16916
B4700,2016-04-27,Ballard Way NW & 11th Ave NW (Sidewalk),Camping,2016,4,16916
B4493,2016-05-02,2nd Ave Ext S & S Washington St,Camping,2016,5,16923
B4522,2016-05-02,925 E Alder St,Camping,2016,5,16923
B4729,2016-05-02,1900 Airport Way (Vacant lot),Camping,2016,5,16923
B4732,2016-05-02,Western Ave & Bell St,Encampment,2016,5,16923
B4703,2016-05-03,NW Leary Way Triangle,Camping,2016,5,16923
B4710,2016-05-03,8th Ave NW & NW 43rd St,Camping,2016,5,16923
B4713,2016-05-03,14th Ave NW & NW Ballard Way,Camping,2016,5,16923
B4519,2016-05-04,Under I-90 Sidewalks Rainier Ave S,Encampment,2016,5,16923
B4548,2016-05-05,9th Ave S & S Dearborn St,Encampment,2016,5,16923
B4466,2016-05-08,4th Ave S & I-90 off ramp,Encampment,2016,5,16923
B4692,2016-05-09,Colorado Ave S & S Atlantic St,Camping,2016,5,16930
B4753,2016-05-09,4th Ave under Yesler overpass,Encampment,2016,5,16930
B4742,2016-05-10,7th Ave & James St,Encampment,2016,5,16930
B4766,2016-05-10,9th Ave NW & NW 49th St,Camping,2016,5,16930
B4770,2016-05-11,Pinehurst Pocket Park,Encampment,2016,5,16930
B4683,2016-05-12,NE 116th St & 3rd Ave NE,Camping,2016,5,16930
B4743,2016-05-12,3rd Ave S & S Royal Brougham Way,Camping,2016,5,16930
B4777,2016-05-12,Airport Way south of BMW,Encampment,2016,5,16930
B4559,2016-05-13,Behind Home Depot & Putz Golf Course,Camping,2016,5,16930
B4625,2016-05-16,2nd & S Spokane St,Encampment,2016,5,16937
B4781,2016-05-16,Sunset Hill Park,Encampment,2016,5,16937
B4782,2016-05-16,Gilman Playfield,Encampment,2016,5,16937
B4698,2016-05-17,400 Broadway E (Doorway),Camping,2016,5,16937
B4773,2016-05-17,Ballard Bridge north end,Camping,2016,5,16937
B4789,2016-05-17,15th Ave NW and Leary Way NW - under Ballard Bridge,Encampment,2016,5,16937
B4783,2016-05-19,Carkeek Park off Pipers Creek Trail,Camping,2016,5,16937
B4792,2016-05-19,Burke Gilman Trail & N Northlake Way,Camping,2016,5,16937
B4661,2016-05-20,6th Ave S & Holgate St,Camping,2016,5,16937
B4687,2016-05-20,14323 15TH AVE NE,Camping,2016,5,16937
B4728,2016-05-20,1401 NW Leary Way,Camping,2016,5,16937
B4776,2016-05-20,3rd Ave NW @ NW 39th Ave,Camping,2016,5,16937
B4787,2016-05-20,15th Ave NW at NW 46th St (under Ballard Bridge),Camping,2016,5,16937
B4793,2016-05-20,Ballard Commons Park,Encampment,2016,5,16937
B4790,2016-05-21,Mineral Springs Park,Camping,2016,5,16937
B4581,2016-05-24,Under I-5 @ on So King St.,Encampment,2016,5,16944
B4596,2016-05-25,S King St Under I-5,Encampment,2016,5,16944
B4761,2016-05-26,1st Ave So (Under on ramp to W. Seattle Bridge @ Spokane ),Encampment,2016,5,16944
B4575,2016-05-31,3000 block of Fuhrman Ave E,Camping,2016,5,16951
B4688,2016-06-01,8845 17th Ave SW,Camping,2016,6,16951
B4634,2016-06-02,8th Ave S & S Jackson St (sidewalks),Encampment,2016,6,16951
B4653,2016-06-02,800 block S Jackson Street,Encampment,2016,6,16951
B4816,2016-06-07,Sacajawea Playground,Encampment,2016,6,16958
B4785,2016-06-08,I-5 On/Off Ramps at 10th Ave S & S Dearborn St,Encampment,2016,6,16958
B4669,2016-06-09,624 Yale,Camping,2016,6,16958
B4771,2016-06-09,6th Ave NE & NE 40th Street (SE corner),Encampment,2016,6,16958
B4803,2016-06-10,5639 University Way NE,Camping,2016,6,16958
B4518,2016-06-14,6th Ave & Cherry St - carpool lot under I-5,Camping,2016,6,16965
B4567,2016-06-14,7th Ave & Cherry St,Camping,2016,6,16965
B4765,2016-06-15,I-5 NB offramp to NE 45th Street,Camping,2016,6,16965
B4797,2016-06-15,800 Seneca Street,Camping,2016,6,16965
B4720,2016-06-16,I-90 EB Onramp (Westside of Rainier Ave S),Encampment,2016,6,16965
B4829,2016-06-16,Mineral Springs Park,Camping,2016,6,16965
B4847,2016-06-17,Greenwood Park,Encampment,2016,6,16965
B4825,2016-06-20,Stone Ave N & N 110th St,Camping,2016,6,16972
B4861,2016-06-20,4th Ave S & Edgar Martinez Dr S,Camping,2016,6,16972
B4764,2016-06-21,NE 40th St & 6th Ave NE,Encampment,2016,6,16972
B4812,2016-06-21,Vacant lot across from 3011 NE 143rd St,Camping,2016,6,16972
B4844,2016-06-22,Northacres Park,Camping,2016,6,16972
B4821,2016-06-23,Pasadena Ple NE & NE 42nd St,Encampment,2016,6,16972
B4848,2016-06-24,118 NE 45TH ST,Camping,2016,6,16972
B4804,2016-06-27,West Emerson  Overpass,Encampment,2016,6,16979
B4723,2016-06-28,220 2nd Ave S Ext,Encampment,2016,6,16979
B4726,2016-06-28,2nd Ave Ext S & S Main St,Encampment,2016,6,16979
B4611,2016-06-30,5th Ave NE & NE 42nd St,Camping,2016,6,16979
B4678,2016-06-30,5th Ave NE & NE 42nd St,Encampment,2016,6,16979
B4819,2016-06-30,118 NE 45TH ST,Camping,2016,6,16979
B4835,2016-07-01,133 NE 60th St (Vacant home),Camping,2016,7,16979
B4860,2016-07-01,15th Avenue NE & NE 107th St Under Bridge,Camping,2016,7,16979
B4870,2016-07-01,Denny Park,Camping,2016,7,16979
B4813,2016-07-05,Freeway Park,Camping,2016,7,16986
B4852,2016-07-05,4048 Pasadena Pl NE,Camping,2016,7,16986
B4872,2016-07-06,Carkeek Park,Camping,2016,7,16986
B4784,2016-07-07,9900 Myers Way S,Camping,2016,7,16986
B4886,2016-07-07,N 88th St & Nesbit Ave N,Camping,2016,7,16986
B4877,2016-07-08,Plymouth Pillars Park,Camping,2016,7,16986
B4880,2016-07-08,N 121st St & Stone Way N,Camping,2016,7,16986
B4892,2016-07-08,S Holden St & 46th Ave S (SE Corner),Camping,2016,7,16986
B4973,2016-07-08,Westcrest Reservoir Park,Encampment,2016,7,16986
B4970,2016-07-14,Roxhill Park,Camping,2016,7,16993
B4965,2016-07-17,5th Ave NE & NE Maple Leaf PL,Camping,2016,7,16993
B4763,2016-07-19,8th Ave (Under Bridge),Encampment,2016,7,17000
B4846,2016-07-19,8th Ave S & S Jackson St (sidewalks),Encampment,2016,7,17000
B4897,2016-07-19,Counterbalance Park,Camping,2016,7,17000
B4900,2016-07-19,Gasworks Park,Camping,2016,7,17000
B4936,2016-07-19,Green Lake,Camping,2016,7,17000
B4901,2016-07-20,Myrtle Edwards Park,Camping,2016,7,17000
B4907,2016-07-20,Weedin Pl NE & 8th Ave NE & NE 65th St  Under I5 Over pass,Encampment,2016,7,17000
B4855,2016-07-21,Columbia St between Western and Alaskan Way,Camping,2016,7,17000
B4857,2016-07-21,S King St Under I-5,Encampment,2016,7,17000
B4904,2016-07-21,Woodland Park,Camping,2016,7,17000
B4906,2016-07-21,Ballard Commons Park,Encampment,2016,7,17000
B4947,2016-07-21,NE 143rd St  & 30th Ave NE (Vacant Lot),Camping,2016,7,17000
B4898,2016-07-22,Green Lake - N 70th & Aurora Ave N,Camping,2016,7,17000
B4842,2016-07-23,N 107th & N Northgate Way,Camping,2016,7,17000
B4536,2016-07-25,4th Avenue South Offramp from Spokane St,Camping,2016,7,17007
B4757,2016-07-25,78 S SPOKANE ST,Encampment,2016,7,17007
B4921,2016-07-25,2nd & S Spokane St,Camping,2016,7,17007
B4922,2016-07-25,N 110th St & Interurban Trail,Camping,2016,7,17007
B4923,2016-07-25,Ballard Corners Park,Encampment,2016,7,17007
B4739,2016-07-26,NW 87th St (btw Palatine Ave N & 1st Ave NW) sidewalk,Encampment,2016,7,17007
B4920,2016-07-26,Northacres Park,Camping,2016,7,17007
B4609,2016-07-27,136 Melrose Ave E,Camping,2016,7,17007
B4932,2016-07-27,Gilman Playfield,Encampment,2016,7,17007
B4778,2016-07-28,Hillside by I-5 North on ramp/Melrose Ave,Camping,2016,7,17007
B4824,2016-07-28,Thorndyke Ave E @ BNSF Railroad tracks,Camping,2016,7,17007
B4874,2016-07-28,Under BNSF Railroad Bridge (From Stairs on 37th Ave NW),Camping,2016,7,17007
B4890,2016-07-28,Melrose Ave E & E Roy Street,Encampment,2016,7,17007
B4942,2016-07-28,Lakeview Structure,Encampment,2016,7,17007
B4858,2016-08-01,800 block S Jackson Street,Camping,2016,8,17014
B4450,2016-08-02,I-5 & NE 55TH ST,Camping,2016,8,17014
B4817,2016-08-02,Behind 212 NE 77th St,Camping,2016,8,17014
B4931,2016-08-02,JTF 9600 Myers Way S,Encampment,2016,8,17014
B4608,2016-08-03,Bellevue Place Park,Camping,2016,8,17014
B4651,2016-08-03,Melrose Connector Trail (Bellevue Ct E & Bellevue Pl E),Camping,2016,8,17014
B4467,2016-08-08,2900 block of Franklin Ave E,Camping,2016,8,17021
B4495,2016-08-08,Franklin Ave E & I-5,Camping,2016,8,17021
B4895,2016-08-08,SW Spokane St & 26th Ave SW,Camping,2016,8,17021
B4930,2016-08-08,NW corner of SW Trenton St & 24th Ave SW,Camping,2016,8,17021
B4954,2016-08-08,Aurora Bridge - SW corner hillside above Raye St,Camping,2016,8,17021
B4963,2016-08-08,828 RAINIER AVE S,Camping,2016,8,17021
B4918,2016-08-09,6th Ave S & Holgate St,Encampment,2016,8,17021
B4935,2016-08-09,Licton Springs Park (North End),Camping,2016,8,17021
B4975,2016-08-10,Ballard Commons Park,Encampment,2016,8,17021
B4491,2016-08-11,I-5 NB Offramp at NE 50th Street,Encampment,2016,8,17021
