SweepID,SweepDate,SweepLocation,SweepType,SweepYear,SweepMonth,SweepWeek
A1896,2008-04-18,Cheasty Greenbelt,Camping,2008,4,13983
A550,2008-04-23,Carpool Lot - 6th & Cherry,Encampment,2008,4,13990
A583,2008-05-01,Camp Long,Camping,2008,5,13997
A1707,2008-05-02,Jackson Park Golf Course,Camping,2008,5,13997
A1753,2008-05-07,I-5  7 Ave NE & NE 50 St,Camping,2008,5,14004
A9,2008-05-12,St Marks Greenbelt,Camping,2008,5,14011
A1780,2008-05-19,Denny Way and Broad St Triangle,Camping,2008,5,14018
A551,2008-05-23,Carpool Lot - 6th & Cherry,Encampment,2008,5,14018
A455,2008-05-28,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Camping,2008,5,14025
A552,2008-06-04,Carpool Lot - 6th & Cherry,Camping,2008,6,14032
A21,2008-06-16,6th and Yesler,Camping,2008,6,14046
A553,2008-06-16,Carpool Lot - 6th & Cherry,Camping,2008,6,14046
A456,2008-06-19,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,2008,6,14046
A554,2008-06-23,Carpool Lot - 6th & Cherry,Encampment,2008,6,14053
A2578,2008-06-23,5th Ave NE & NE 50th St,Camping,2008,6,14053
A555,2008-06-30,Carpool Lot - 6th & Cherry,Camping,2008,6,14060
A1424,2008-06-30,S Michigan St,Camping,2008,6,14060
A252,2008-07-03,Westlake - Between Fremont & Aurora,Encampment,2008,7,14060
A556,2008-07-07,Carpool Lot - 6th & Cherry,Camping,2008,7,14067
A342,2008-08-22,NE Queen Anne Greenbelt,Encampment,2008,8,14109
A457,2008-09-11,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,2008,9,14130
A54,2008-09-24,E Duwamish Greenbelt - North of Holgate,Encampment,2008,9,14144
A1313,2008-10-01,W Marginal Way SW - WSDOT Parking Lot,Encampment,2008,10,14151
A4,2008-10-10,Discovery Park - Daybreak Star Center,Encampment,2008,10,14158
A501,2008-10-31,Cascade P-Patch,Camping,2008,10,14179
A5,2008-11-17,Alaska Viaduct - Near Stadiums,Encampment,2008,11,14200
A43,2008-11-24,Alaska Viaduct & 1st Ave S,Camping,2008,11,14207
A20,2008-11-24,6th and Yesler,Encampment,2008,11,14207
A343,2008-12-10,NE Queen Anne Greenbelt,Encampment,2008,12,14221
A2462,2009-01-14,27th Ave S & S Walden St,Camping,2009,1,14256
A2230,2009-01-26,5700 block 37th Pl NW,Camping,2009,1,14270
A2463,2009-02-02,27th Ave S & S Walden St,Camping,2009,2,14277
A6,2009-02-04,Alaska Viaduct - Near Stadiums,Encampment,2009,2,14277
A10,2009-02-07,St Marks Greenbelt,Camping,2009,2,14277
A1579,2009-02-17,Alaskan Way Viaduct & Lenora St,Camping,2009,2,14291
A1897,2009-03-03,Cheasty Greenbelt,Encampment,2009,3,14305
A22,2009-03-05,6th and Yesler,Encampment,2009,3,14305
A3262,2009-03-23,S Dearborn & Rainier S,Encampment,2009,3,14326
A344,2009-05-23,NE Queen Anne Greenbelt,Encampment,2009,5,14382
A7,2009-06-30,Alaska Viaduct - Near Stadiums,Encampment,2009,6,14424
A397,2009-06-30,NE 63rd & NE Ravenna,Camping,2009,6,14424
A1898,2009-07-07,Cheasty Greenbelt,Encampment,2009,7,14431
A392,2009-07-07,5th Ave NE  & NE 40th St (Access Road next to I-5),Encampment,2009,7,14431
A444,2009-07-14,Alaskan Way S / S Brougham Way,Encampment,2009,7,14438
A345,2009-08-31,NE Queen Anne Greenbelt,Camping,2009,8,14487
A564,2009-09-10,Beacon Place Parklet,Encampment,2009,9,14494
A604,2009-10-28,1100 Block of Leary Ave NW,Camping,2009,10,14543
A445,2009-12-14,Alaskan Way S / S Brougham Way,Encampment,2009,12,14592
A622,2009-12-14,100 S Spokane Street,Encampment,2009,12,14592
A460,2009-12-22,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,2009,12,14599
A223,2010-01-22,Magnolia Bridge (under bridge),Encampment,2010,1,14627
A25,2010-01-25,6th and Yesler,Encampment,2010,1,14634
A26,2010-03-08,6th and Yesler,Camping,2010,3,14676
A674,2010-03-16,1426 Alaskan Way,Camping,2010,3,14683
A461,2010-03-24,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,2010,3,14690
A882,2010-04-05,Alaskan Way S south of Edgar Martinez Wy S,Encampment,2010,4,14704
A8,2010-04-05,Alaska Viaduct - Near Stadiums,Encampment,2010,4,14704
A273,2010-04-13,E Marginal Way S & S Spokane St (parking lot under S Spokane St),Encampment,2010,4,14711
A718,2010-04-22,Alaskan Way Viaduct & S Massachusetts,Encampment,2010,4,14718
A2207,2010-04-26,S Holgate St and Airport Way S,Camping,2010,4,14725
A1119,2010-05-04,Alaskan Way Viaduct & Elliott Ave on ramp,Camping,2010,5,14732
A51,2010-05-04,Alaska Viaduct & 1st Ave S,Camping,2010,5,14732
A968,2010-05-04,4th Ave under Yesler overpass,Camping,2010,5,14732
A1164,2010-05-07,4511 Ravenna Ave NE,Camping,2010,5,14732
A1203,2010-05-18,Alaskan Way S & S Washington St,Camping,2010,5,14746
A589,2010-05-18,Aurora Ave N & Mercer Greenbelt,Camping,2010,5,14746
A2208,2010-06-25,S Holgate St and Airport Way S,Camping,2010,6,14781
A1431,2010-07-16,Greenbelt below N 46th and Aurora Ave N,Camping,2010,7,14802
A1429,2010-07-16,2900 block of Franklin Ave E,Camping,2010,7,14802
A1348,2010-07-27,5501 15th Ave NW,Camping,2010,7,14816
A13,2010-07-29,St Marks Greenbelt,Encampment,2010,7,14816
A53,2010-08-04,Alaska Viaduct & 1st Ave S,Camping,2010,8,14823
A36,2010-08-04,2nd & S Spokane St,Camping,2010,8,14823
A1434,2010-08-09,Trees south of NW 54th St & 32nd Ave NW,Camping,2010,8,14830
A485,2010-08-19,Dilling Way (south of City Hall Park),Camping,2010,8,14837
A1467,2010-08-31,E Marginal Wy S & Duwamish Ave S,Encampment,2010,8,14851
A450,2010-09-20,5300 24th Ave NW,Camping,2010,9,14872
A1485,2010-09-23,Cheasty Blvd NW Slope,Encampment,2010,9,14872
A2122,2010-09-24,Harvard Ave East and Franklin Ave East,Encampment,2010,9,14872
A1456,2010-09-24,NE 45th St & 7th Ave NE,Camping,2010,9,14872
A2579,2010-09-24,5th Ave NE & NE 50th St,Camping,2010,9,14872
A155,2010-09-24,Schmitz Park,Camping,2010,9,14872
A1478,2010-09-27,4th Ave South Under Yesler Way,Encampment,2010,9,14879
A37,2010-10-04,2nd & S Spokane St,Camping,2010,10,14886
A561,2010-10-12,Carpool Lot - 6th & Cherry,Camping,2010,10,14893
A346,2010-10-20,NE Queen Anne Greenbelt,Camping,2010,10,14900
A1497,2010-10-29,215 NW 36th St,Camping,2010,10,14907
A1509,2010-11-15,5th & Yesler,Camping,2010,11,14928
A1900,2010-11-15,Cheasty Greenbelt,Camping,2010,11,14928
A590,2010-11-18,Aurora Ave N & Mercer Greenbelt,Camping,2010,11,14928
A1500,2010-11-18,NW Bright St (End),Camping,2010,11,14928
A1533,2010-12-03,100 block Marion Street,Camping,2010,12,14942
A27,2010-12-21,6th and Yesler,Encampment,2010,12,14963
A1531,2010-12-21,Interbay Golf Center North End,Camping,2010,12,14963
A1523,2011-01-03,7100 Block of Detroit Ave SW - W. Duwamish GB,Encampment,2011,1,14977
A1556,2011-01-11,Nara Grill Entrance,Camping,2011,1,14984
A3204,2011-02-03,Alaskan Way Viaduct & Yesler,Camping,2011,2,15005
A1829,2011-02-03,Jose Rizal Park,Camping,2011,2,15005
A1573,2011-02-08,5300 Denver Ave S,Camping,2011,2,15012
A1564,2011-02-08,500 block Raye Street,Camping,2011,2,15012
A1121,2011-02-09,Alaskan Way Viaduct & Elliott Ave on ramp,Camping,2011,2,15012
A325,2011-02-22,I-5 Colonnade Park,Camping,2011,2,15026
A401,2011-02-28,Kinnear Park,Camping,2011,2,15033
A1576,2011-03-04,4th Ave So & So Dawson,Camping,2011,3,15033
A274,2011-03-10,E Marginal Way S & S Spokane St (parking lot under S Spokane St),Encampment,2011,3,15040
A1468,2011-03-10,E Marginal Wy S & Duwamish Ave S,Encampment,2011,3,15040
A462,2011-03-22,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,2011,3,15054
A1594,2011-04-04,Gasworks Park,Camping,2011,4,15068
A1611,2011-04-15,1214 8th Ave (site of former Jensonian Apts),Camping,2011,4,15075
A1577,2011-04-18,5514 Brooklyn Ave NE,Camping,2011,4,15082
A90,2011-05-04,S Norman and 7th Ave S,Encampment,2011,5,15096
A1543,2011-05-04,Under S Jackson St & 2nd Ave,Camping,2011,5,15096
A562,2011-05-09,Carpool Lot - 6th & Cherry,Encampment,2011,5,15103
A1548,2011-05-15,1900 Alaskan Way,Camping,2011,5,15103
A448,2011-06-03,815 N 45th Street,Camping,2011,6,15124
A1637,2011-06-07,114 Alaskan Way S (Prudential Building),Encampment,2011,6,15131
A1624,2011-06-07,SW Spokane St & Klickitat Ave SW,Encampment,2011,6,15131
A402,2011-06-17,Kinnear Park,Encampment,2011,6,15138
A1567,2011-06-17,Martin Luther King jr Memorial pk,Camping,2011,6,15138
A2016,2011-06-17,Salmon Bay Natural Area,Camping,2011,6,15138
A1672,2011-07-07,Washington Street Pier,Camping,2011,7,15159
A1625,2011-07-07,SW Spokane St & Klickitat Ave SW,Camping,2011,7,15159
A1638,2011-07-07,114 Alaskan Way S (Prudential Building),Camping,2011,7,15159
A1679,2011-07-15,Pasadena Ple NE & NE 42nd St,Camping,2011,7,15166
A1706,2011-08-04,2525 14th Ave S,Camping,2011,8,15187
A430,2011-08-04,6th Ave &  James St,Encampment,2011,8,15187
A1521,2011-08-14,Madison Street pedestrian overpass,Camping,2011,8,15194
A1727,2011-08-14,1828 Yale Street,Camping,2011,8,15194
A1728,2011-08-15,Harvard Ave E & E Allison St,Camping,2011,8,15201
A1626,2011-08-16,SW Spokane St & Klickitat Ave SW,Encampment,2011,8,15201
A1735,2011-08-16,SW Spokane & Delridge Way off-ramp,Camping,2011,8,15201
A1697,2011-08-16,S Mead Street between 1st & E Marginal Wy S,Encampment,2011,8,15201
A463,2011-08-31,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,2011,8,15215
A1761,2011-08-31,12th Ave W & W Blaine Street,Camping,2011,8,15215
A628,2011-09-14,1st Ave S Overpass at Denver Ave South,Camping,2011,9,15229
A2489,2011-09-14,SW Spokane swing bridge,Camping,2011,9,15229
A1699,2011-09-14,6th Ave So Between Holgate and Massachusetts,Encampment,2011,9,15229
A296,2011-09-16,2211 Elliott Ave - Hwy 99 ramp,Camping,2011,9,15229
A1814,2011-09-23,Denny Park,Camping,2011,9,15236
A2841,2011-09-28,Troll Ave N,Camping,2011,9,15243
A1848,2011-09-28,Broad Street Under Aurora Ave,Camping,2011,9,15243
A1817,2011-09-28,Aurora Bridge (Grassy area Northwest side),Camping,2011,9,15243
A1819,2011-09-28,S Spokane St & Duwamish Ave S landscape area,Encampment,2011,9,15243
A1801,2011-09-30,Woodland Park,Camping,2011,9,15243
A431,2011-10-04,6th Ave &  James St,Encampment,2011,10,15250
A1738,2011-10-06,Trolley Hill Park,Encampment,2011,10,15250
A1824,2011-10-07,Oxbow Park,Camping,2011,10,15250
A354,2011-10-11,Alaskan Way Viaduct & Pike St,Camping,2011,10,15257
A1825,2011-10-13,Discovery Park- North Parking Lot,Encampment,2011,10,15257
A1869,2011-10-20,Cheasty Greenbelt 24th Ave S & S McClellan,Encampment,2011,10,15264
A1830,2011-10-21,Jose Rizal Park,Camping,2011,10,15264
A1698,2011-10-28,S Mead Street between 1st & E Marginal Wy S,Camping,2011,10,15271
A1890,2011-10-31,4th Avenue South Offramp from Spokane St,Encampment,2011,10,15278
A1858,2011-11-15,Greenbelt east of 1630 15th Ave W,Encampment,2011,11,15292
A1914,2011-11-16,Under Alaskan Way Viaduct north of S Main St,Camping,2011,11,15292
A2255,2011-11-23,I-5 and Columbia St,Camping,2011,11,15299
A1700,2011-11-29,6th Ave So Between Holgate and Massachusetts,Camping,2011,11,15306
A1123,2011-11-30,Alaskan Way Viaduct & Elliott Ave on ramp,Camping,2011,11,15306
A2061,2011-12-08,Roy Street,Camping,2011,12,15313
A565,2011-12-13,Beacon Place Parklet,Camping,2011,12,15320
A464,2011-12-19,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,2011,12,15327
A1524,2011-12-30,7100 Block of Detroit Ave SW - W. Duwamish GB,Encampment,2011,12,15334
A1945,2012-01-10,Cherry between 6th & 7th Ave,Camping,2012,1,15348
A1746,2012-01-13,Interlaken Park,Camping,2012,1,15348
A1877,2012-01-31,"6th Ave & Yesler Way, East Side",Camping,2012,1,15369
A275,2012-02-01,E Marginal Way S & S Spokane St (parking lot under S Spokane St),Encampment,2012,2,15369
A1969,2012-02-01,22nd Ave S and S Hill St,Camping,2012,2,15369
A1956,2012-02-07,15th Ave NW and Leary Way NW - under Ballard Bridge,Camping,2012,2,15376
A1849,2012-02-07,Broad Street Under Aurora Ave,Camping,2012,2,15376
A1992,2012-02-13,30th SW & SW Manning St,Camping,2012,2,15383
A1569,2012-02-15,6th Ave & Cherry St - carpool lot under I-5,Camping,2012,2,15383
A432,2012-02-15,6th Ave &  James St,Camping,2012,2,15383
A1739,2012-02-16,Trolley Hill Park,Encampment,2012,2,15383
A1981,2012-02-21,Spokane St and East Waterway,Camping,2012,2,15390
A1951,2012-02-22,Thornton Creek #2 - Lake City Way entrance,Camping,2012,2,15390
A1920,2012-02-22,3101 S Hudson Street,Camping,2012,2,15390
A1649,2012-02-22,Under I-5 @ on So King St.,Camping,2012,2,15390
A1891,2012-02-24,4th Avenue South Offramp from Spokane St,Camping,2012,2,15390
A2000,2012-02-24,3rd Ave S - 2100 block,Camping,2012,2,15390
A1996,2012-02-28,12th Ave S & S Lane St,Camping,2012,2,15397
A1977,2012-02-29,Georgetown Playfield,Camping,2012,2,15397
A2020,2012-03-09,1500 Lakeview Blvd E,Camping,2012,3,15404
A2040,2012-03-26,Pine Street Stairway under AWV,Camping,2012,3,15425
A2990,2012-03-27,3800 E Marginal Way S,Encampment,2012,3,15425
A676,2012-03-28,1426 Alaskan Way,Camping,2012,3,15425
A2490,2012-04-02,SW Spokane swing bridge,Camping,2012,4,15432
A2063,2012-04-04,412 N 36th St,Camping,2012,4,15432
A1710,2012-04-18,1811 Eastlake Ave,Camping,2012,4,15446
A1701,2012-04-23,6th Ave So Between Holgate and Massachusetts,Encampment,2012,4,15453
A2614,2012-04-23,3rd Ave S ( S Stacy & S Walker St),Camping,2012,4,15453
A2083,2012-04-26,Fremont Canal Park,Camping,2012,4,15453
A1503,2012-04-26,NE 40th St & 6th Ave NE,Camping,2012,4,15453
A677,2012-05-01,1426 Alaskan Way,Camping,2012,5,15460
A2073,2012-05-03,I-5 & E Aloha St  behind 1100 Eastlake Ave E,Camping,2012,5,15460
A1975,2012-05-03,"I-5 NB on-ramp, westside, from NE 50th Street",Camping,2012,5,15460
A497,2012-05-03,I-5 Ramp and Union St,Camping,2012,5,15460
A1450,2012-05-08,NE 50th Street and 7th Avenue NE,Camping,2012,5,15467
A690,2012-05-08,Under Ballard Bridge 15th Ave NW and  Leary Way NW,Camping,2012,5,15467
A2064,2012-05-11,Freeway Park,Camping,2012,5,15467
A404,2012-05-16,Kinnear Park,Encampment,2012,5,15474
A2112,2012-05-23,4345 University Way NE,Camping,2012,5,15481
A2106,2012-05-30,Alaskan Way Viaduct & Marion St,Camping,2012,5,15488
A1469,2012-05-30,E Marginal Wy S & Duwamish Ave S,Encampment,2012,5,15488
A631,2012-05-30,1st Ave S Overpass at Denver Ave South,Camping,2012,5,15488
A1711,2012-06-08,1811 Eastlake Ave,Camping,2012,6,15495
A2023,2012-06-13,Melrose Ave E & E Roy Street,Camping,2012,6,15502
A2096,2012-06-14,Cheasty Blvd S  greenbelt (behind 2545 Rainier Ave S),Camping,2012,6,15502
A2062,2012-06-19,Roy Street,Encampment,2012,6,15509
A2127,2012-06-19,9th Avenue & Broad St,Camping,2012,6,15509
A405,2012-06-21,Kinnear Park,Camping,2012,6,15509
A347,2012-06-28,NE Queen Anne Greenbelt,Encampment,2012,6,15516
A2117,2012-07-03,So Harney & 12th Ave So,Camping,2012,7,15523
A2144,2012-07-10,800 S Weller,Camping,2012,7,15530
A2084,2012-07-10,Fremont Canal Park,Camping,2012,7,15530
A2147,2012-07-25,Riverview - SW Holly and 12th Ave,Camping,2012,7,15544
A2107,2012-07-26,Alaskan Way Viaduct & Marion St,Camping,2012,7,15544
A1673,2012-07-26,Washington Street Pier,Camping,2012,7,15544
A2153,2012-08-07,300 block Alaskan Way S,Camping,2012,8,15558
A2150,2012-08-09,Jefferson CC Parking Lot,Camping,2012,8,15558
A2191,2012-08-14,Summit Slope Park,Camping,2012,8,15565
A2097,2012-08-14,Cheasty Blvd S  greenbelt (behind 2545 Rainier Ave S),Camping,2012,8,15565
A632,2012-08-14,1st Ave S Overpass at Denver Ave South,Camping,2012,8,15565
A2167,2012-08-16,Kiwanis Memorial Preserve Park,Camping,2012,8,15565
A373,2012-08-21,Bellevue Place Park,Encampment,2012,8,15572
A1650,2012-08-28,Under I-5 @ on So King St.,Camping,2012,8,15579
A2210,2012-08-31,Occidental Park,Camping,2012,8,15579
A2129,2012-09-11,1700 block 6th Ave S,Encampment,2012,9,15593
A2615,2012-09-11,3rd Ave S ( S Stacy & S Walker St),Camping,2012,9,15593
A2158,2012-09-14,8820 Aurora Ave N,Camping,2012,9,15593
A466,2012-09-19,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Camping,2012,9,15600
A2842,2012-09-27,Troll Ave N,Camping,2012,9,15607
A2113,2012-10-05,E Marginal Way S & S Michigan St (under 1st Ave S bridge on ramp),Camping,2012,10,15614
A1856,2012-10-09,Waterfront Park,Camping,2012,10,15621
A2244,2012-10-10,Burke Gilman Trail & NW Bowdoin Pl,Camping,2012,10,15621
A303,2012-10-19,West Emerson  Overpass,Camping,2012,10,15628
A2115,2012-10-19,Boren Place Park,Camping,2012,10,15628
A2196,2012-10-22,Galer St Stairs,Camping,2012,10,15635
A2251,2012-10-24,Jackson Golf,Camping,2012,10,15635
A2616,2012-11-06,3rd Ave S ( S Stacy & S Walker St),Camping,2012,11,15649
A1470,2012-11-16,E Marginal Wy S & Duwamish Ave S,Encampment,2012,11,15656
A2281,2012-11-30,Ballard Bridge north end,Camping,2012,11,15670
A1651,2012-11-30,Under I-5 @ on So King St.,Camping,2012,11,15670
A2315,2012-12-05,Mercer St and Fairview Ave- south of onramp,Camping,2012,12,15677
A2209,2012-12-07,S Holgate St and Airport Way S,Encampment,2012,12,15677
A2310,2012-12-07,Alaskan Way S & Jackson St,Camping,2012,12,15677
A2130,2012-12-07,1700 block 6th Ave S,Camping,2012,12,15677
A348,2012-12-11,NE Queen Anne Greenbelt,Encampment,2012,12,15684
A2274,2012-12-21,222 Fairview Ave N,Camping,2012,12,15691
A503,2013-01-18,Cascade P-Patch,Camping,2013,1,15719
A1944,2013-01-25,Discovery Park - west of loop/south of North Lot,Camping,2013,1,15726
A2282,2013-02-04,Ballard Bridge north end,Camping,2013,2,15740
A2131,2013-02-08,1700 block 6th Ave S,Encampment,2013,2,15740
A680,2013-02-11,1426 Alaskan Way,Camping,2013,2,15747
A2843,2013-02-11,Troll Ave N,Camping,2013,2,15747
A2342,2013-02-14,N 105 and Densmore,Camping,2013,2,15747
A1755,2013-02-14,I-5  7 Ave NE & NE 50 St,Camping,2013,2,15747
A330,2013-02-14,I-5 Colonnade Park,Encampment,2013,2,15747
A298,2013-02-15,2211 Elliott Ave - Hwy 99 ramp,Camping,2013,2,15747
A2331,2013-02-15,600 S Massachusetts Street,Camping,2013,2,15747
A2215,2013-02-15,S Holgate St and Airport Way S,Encampment,2013,2,15747
A1627,2013-02-22,SW Spokane St & Klickitat Ave SW,Camping,2013,2,15754
A1820,2013-02-22,S Spokane St & Duwamish Ave S landscape area,Camping,2013,2,15754
A2143,2013-02-27,1114 Aurora Ave N,Camping,2013,2,15761
A594,2013-03-01,Aurora Ave N & Mercer Greenbelt,Camping,2013,3,15761
A2844,2013-03-01,Troll Ave N,Camping,2013,3,15761
A1790,2013-03-05,NW 54th St & 32nd Ave NW,Camping,2013,3,15768
A467,2013-03-05,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,2013,3,15768
A349,2013-03-08,NE Queen Anne Greenbelt,Camping,2013,3,15768
A2337,2013-03-08,2000 Taylor Ave N,Encampment,2013,3,15768
A1740,2013-03-08,Trolley Hill Park,Camping,2013,3,15768
A2309,2013-03-13,25th Ave. S. and McClellan St.,Camping,2013,3,15775
A1946,2013-03-21,Cherry between 6th & 7th Ave,Camping,2013,3,15782
A2756,2013-03-29,S King St (south side under I-5),Camping,2013,3,15789
A2377,2013-04-02,Queen Anne Greenbelt,Camping,2013,4,15796
A1628,2013-04-09,SW Spokane St & Klickitat Ave SW,Camping,2013,4,15803
A595,2013-04-23,Aurora Ave N & Mercer Greenbelt,Camping,2013,4,15817
A1791,2013-04-23,NW 54th St & 32nd Ave NW,Camping,2013,4,15817
A1851,2013-04-23,Broad Street Under Aurora Ave,Camping,2013,4,15817
A1453,2013-04-23,NE 45th St & 7th Ave NE (Grassy Area),Camping,2013,4,15817
A1680,2013-04-23,Pasadena Ple NE & NE 42nd St,Camping,2013,4,15817
A1504,2013-04-23,NE 40th St & 6th Ave NE,Camping,2013,4,15817
A2384,2013-04-26,JTF 9600 Myers Way S,Encampment,2013,4,15817
A1926,2013-04-30,7th Ave & Cherry St,Camping,2013,4,15824
A2618,2013-04-30,3rd Ave S ( S Stacy & S Walker St),Camping,2013,4,15824
A1970,2013-04-30,22nd Ave S and S Hill St,Camping,2013,4,15824
A1555,2013-04-30,1900 Alaskan Way,Camping,2013,4,15824
A2387,2013-05-02,Parking lot across from 1753 NW 56th St,Camping,2013,5,15824
A409,2013-05-10,Kinnear Park,Camping,2013,5,15831
A2399,2013-05-10,Westlake Ave & Stewart Street,Camping,2013,5,15831
A2420,2013-05-15,Admiral Way Bridge btwn 39th SW and Walnut Ave SW,Camping,2013,5,15838
A2160,2013-05-16,1700 UTAH AVE S,Camping,2013,5,15838
A2042,2013-05-16,Pine Street Stairway under AWV,Camping,2013,5,15838
A1783,2013-05-16,Denny Way and Broad St Triangle,Camping,2013,5,15838
A2412,2013-05-17,7th Ave & Denny Way (Aurora on & off ramp),Camping,2013,5,15838
A2407,2013-05-17,Under I-5 Express lanes/E Alison,Encampment,2013,5,15838
A2031,2013-05-23,Duwamish Head Greenbelt,Encampment,2013,5,15845
A1892,2013-05-31,4th Avenue South Offramp from Spokane St,Camping,2013,5,15852
A2619,2013-05-31,3rd Ave S ( S Stacy & S Walker St),Camping,2013,5,15852
A2246,2013-06-05,W Duwamish Greenbelt Soundway - W. Marginal Way and Highland Parkway,Encampment,2013,6,15859
A2406,2013-06-06,6500 block of 13th Ave SW - W. Duwamish GB,Camping,2013,6,15859
A1983,2013-06-11,Spokane St and East Waterway,Camping,2013,6,15866
A1325,2013-06-12,Under AWV south of Lenora St,Camping,2013,6,15866
A2400,2013-06-12,7th Ave & Columbia Street,Camping,2013,6,15866
A2362,2013-06-14,Under bridge - 15th Ave NE & NE 105th St,Camping,2013,6,15866
A479,2013-06-14,Under the Ballard Bridge south of NW 45th St,Camping,2013,6,15866
A304,2013-06-18,West Emerson  Overpass,Camping,2013,6,15873
A520,2013-06-25,950 S King St,Camping,2013,6,15880
A504,2013-06-27,Cascade P-Patch,Camping,2013,6,15880
A534,2013-06-27,Carkeek Park,Camping,2013,6,15880
A637,2013-07-16,1st Ave S Overpass at Denver Ave South,Camping,2013,7,15901
A1893,2013-07-16,4th Avenue South Offramp from Spokane St,Encampment,2013,7,15901
A1958,2013-07-23,15th Ave NW and Leary Way NW - under Ballard Bridge,Camping,2013,7,15908
A1588,2013-07-23,6th Ave NE & NE 40th Street (SE corner),Camping,2013,7,15908
A2133,2013-07-23,1700 block 6th Ave S,Camping,2013,7,15908
A2845,2013-07-23,Troll Ave N,Camping,2013,7,15908
A225,2013-07-23,Magnolia Bridge (under bridge),Encampment,2013,7,15908
A2435,2013-07-23,14th Ave W. and W. Galer,Camping,2013,7,15908
A2428,2013-07-24,Wolf Creek Ravine,Camping,2013,7,15908
A2401,2013-07-30,7th Ave & Columbia Street,Camping,2013,7,15915
A2460,2013-08-01,Northgate Park,Camping,2013,8,15915
A2065,2013-08-05,Freeway Park,Camping,2013,8,15922
A1984,2013-08-06,Spokane St and East Waterway,Camping,2013,8,15922
A2258,2013-08-06,SW Spokane St west of east waterway in parking lot,Camping,2013,8,15922
A2474,2013-08-09,Colorado Ave S south of S Horton St,Camping,2013,8,15922
A898,2013-08-09,SW Spokane St & Avalon Wy SW,Camping,2013,8,15922
A2389,2013-08-13,Cal Anderson Park,Camping,2013,8,15929
A638,2013-08-13,1st Ave S Overpass at Denver Ave South,Camping,2013,8,15929
A610,2013-08-13,W Nickerson Overpass,Encampment,2013,8,15929
A2478,2013-08-13,1629 Summit Ave,Camping,2013,8,15929
A2440,2013-08-13,401 NE Northlake Way,Camping,2013,8,15929
A1939,2013-08-13,I-5 off ramp at 7th & James St,Camping,2013,8,15929
A2497,2013-08-14,Utah Ave S & S Dawson St,Camping,2013,8,15929
A1444,2013-08-14,Alaskan Way Viaduct & S Washington St,Camping,2013,8,15929
A2473,2013-08-15,Underpass at Aurora Ave N & Lynn St,Camping,2013,8,15929
A1558,2013-08-20,1900 Alaskan Way,Camping,2013,8,15936
A576,2013-08-22,NE 40th St Greenbelt,Encampment,2013,8,15936
A1852,2013-08-22,Broad Street Under Aurora Ave,Camping,2013,8,15936
A1713,2013-08-22,1811 Eastlake Ave,Camping,2013,8,15936
A170,2013-08-29,66 Bell St,Camping,2013,8,15943
A521,2013-08-29,950 S King St,Camping,2013,8,15943
A899,2013-08-29,SW Spokane St & Avalon Wy SW,Camping,2013,8,15943
A2171,2013-08-30,15th Ave W & W Garfield St,Encampment,2013,8,15943
A611,2013-08-30,W Nickerson Overpass,Camping,2013,8,15943
A2458,2013-09-03,Pier 62/63,Camping,2013,9,15950
A2446,2013-09-03,Victor Steinbrueck Park,Camping,2013,9,15950
A1762,2013-09-04,12th Ave W & W Blaine Street,Encampment,2013,9,15950
A2513,2013-09-06,SW Admiral Way and 34th Ave SW west side of the street,Camping,2013,9,15950
A2515,2013-09-06,SW Charlestown btwn Marginal Pl SW and W Marginal Way SW,Camping,2013,9,15950
A468,2013-09-09,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,2013,9,15957
A2385,2013-09-12,JTF 9600 Myers Way S,Camping,2013,9,15957
A2524,2013-09-13,Under I-90 Near Metro Tunnel Entrance,Camping,2013,9,15957
A2091,2013-09-17,I-5 NB Offramp at NE 50th Street,Camping,2013,9,15964
A2518,2013-09-17,Franklin Ave E & I-5,Encampment,2013,9,15964
A2162,2013-09-19,1700 UTAH AVE S,Camping,2013,9,15964
A2620,2013-09-19,3rd Ave S ( S Stacy & S Walker St),Camping,2013,9,15964
A2548,2013-09-19,2902 Occidental Ave S,Camping,2013,9,15964
A2546,2013-09-19,Alley behind 2019 3rd Ave,Camping,2013,9,15964
A2465,2013-09-20,1116 California Ave SW - lower Hamilton VP,Camping,2013,9,15964
A358,2013-09-22,Alaskan Way Viaduct & Pike St,Camping,2013,9,15964
A2539,2013-09-25,Woodland Park south of Off Leash area,Camping,2013,9,15971
A3012,2013-09-26,Alaskan Way & Marion St overpass,Camping,2013,9,15971
A2564,2013-09-27,4th Ave and Dilling Way,Camping,2013,9,15971
