SweepID,SweepDate,SweepLocation,SweepType,TentsRemoved,StructuresRemoved,VehiclesRemoved,SweepLongitude,SweepLatitude,PriorNotice,CurrentMayor,SweepYear,SweepMonth,SweepWeek
H48946,2024-05-20,S Washington St and Occidental Ave S Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,5,21
H51531,2024-06-12,S Washington St and Occidental Ave S Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,6,24
H51658,2024-06-13,S Washington St and Occidental Ave S Vicinity,Notice Given,0,0,0,,,TRUE,Harrell,2024,6,24
H52677,2024-06-24,S Washington St and Occidental Ave S Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,6,26
H53008,2024-06-26,S Washington St and Occidental Ave S Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,6,26
H61620,2024-09-05,S Washington St and Occidental Ave S Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,36
H64550,2024-10-01,S Washington St and Occidental Ave S Vicinity,Obstruction,3,0,0,,,FALSE,Harrell,2024,10,40
H71593,2024-12-16,S Washington St and Occidental Ave S Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,12,51
H71982,2024-12-19,S Washington St and Occidental Ave S Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,12,51
H33205,2024-01-04,701 Maynard Ave S,Obstruction,0,0,0,,,FALSE,Harrell,2024,1,1
H58321,2024-08-06,17th Ave W from W Bertona St to W Dravus St,RV Remediation,0,0,0,,,FALSE,Harrell,2024,8,32
H44836,2024-04-17,W Garfield St to 15th Ave W & Alaskan Way W to W Galer,Notice Given,1,0,0,,,TRUE,Harrell,2024,4,16
H45871,2024-04-25,Occidental Ave S from Edgar Martinez Dr S to S Lander St,RV Remediation,0,0,0,,,FALSE,Harrell,2024,4,17
H65534,2024-10-10,Occidental Ave S from Edgar Martinez Dr S to S Lander St,RV Remediation,0,0,0,,,FALSE,Harrell,2024,10,41
H33774,2024-01-09,6th Ave S from Pike St to University St,Notice Given,3,0,0,,,TRUE,Harrell,2024,1,2
H67652,2024-11-01,Elliot Ave and Elliot Way from Wall St to Pine St,Notice Given,1,0,0,,,TRUE,Harrell,2024,11,44
H50986,2024-06-07,3rd Ave from Blanchard to Lenora St,Obstruction,2,0,0,,,FALSE,Harrell,2024,6,23
H51770,2024-06-14,3rd Ave from Blanchard to Lenora St,Obstruction,1,0,0,,,FALSE,Harrell,2024,6,24
H54699,2024-07-10,3rd Ave from Blanchard to Lenora St,Obstruction,1,0,0,,,FALSE,Harrell,2024,7,28
H60156,2024-08-22,3rd Ave from Blanchard to Lenora St,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,34
H65251,2024-10-08,3rd Ave from Blanchard to Lenora St,Obstruction,0,0,0,,,FALSE,Harrell,2024,10,41
H68691,2024-11-13,3rd Ave from Blanchard to Lenora St,Obstruction,0,0,0,,,FALSE,Harrell,2024,11,46
H69653,2024-11-22,Fauntleroy Park,Notice Given,2,0,0,,,TRUE,Harrell,2024,11,47
H35881,2024-02-01,First Hill Park,Obstruction,1,0,0,,,FALSE,Harrell,2024,2,5
H37658,2024-02-16,First Hill Park,Obstruction,0,0,0,,,FALSE,Harrell,2024,2,7
H38081,2024-02-22,First Hill Park,Obstruction,0,0,0,,,FALSE,Harrell,2024,2,8
H55528,2024-07-16,First Hill Park,Obstruction,1,0,0,,,FALSE,Harrell,2024,7,29
H55991,2024-07-19,First Hill Park,Obstruction,0,0,0,,,FALSE,Harrell,2024,7,29
H56237,2024-07-22,First Hill Park,Obstruction,0,0,0,,,FALSE,Harrell,2024,7,30
H56396,2024-07-23,First Hill Park,Obstruction,0,0,0,,,FALSE,Harrell,2024,7,30
H56562,2024-07-24,First Hill Park,Obstruction,0,0,0,,,FALSE,Harrell,2024,7,30
H58050,2024-08-05,First Hill Park,Obstruction,0,0,0,,,FALSE,Harrell,2024,8,32
H63203,2024-09-19,First Hill Park,Obstruction,2,0,0,,,FALSE,Harrell,2024,9,38
H64408,2024-09-30,First Hill Park,Obstruction,3,0,0,,,FALSE,Harrell,2024,9,40
H65415,2024-10-09,First Hill Park,Obstruction,2,0,0,,,FALSE,Harrell,2024,10,41
H65854,2024-10-15,First Hill Park,Obstruction,1,0,0,,,FALSE,Harrell,2024,10,42
H65999,2024-10-16,First Hill Park,Obstruction,1,0,0,,,FALSE,Harrell,2024,10,42
H66141,2024-10-17,First Hill Park,Obstruction,1,0,0,,,FALSE,Harrell,2024,10,42
H66319,2024-10-18,First Hill Park,Obstruction,2,0,0,,,FALSE,Harrell,2024,10,42
H66590,2024-10-22,First Hill Park,Obstruction,1,0,0,,,FALSE,Harrell,2024,10,43
H66785,2024-10-24,First Hill Park,Obstruction,2,0,0,,,FALSE,Harrell,2024,10,43
H67440,2024-10-31,First Hill Park,Obstruction,3,0,0,,,FALSE,Harrell,2024,10,44
H67818,2024-11-04,First Hill Park,Obstruction,2,0,0,,,FALSE,Harrell,2024,11,45
H67945,2024-11-05,First Hill Park,Obstruction,2,0,0,,,FALSE,Harrell,2024,11,45
H68115,2024-11-06,First Hill Park,Obstruction,2,0,0,,,FALSE,Harrell,2024,11,45
H68205,2024-11-07,First Hill Park,Obstruction,2,0,0,,,FALSE,Harrell,2024,11,45
H68478,2024-11-12,First Hill Park,Obstruction,1,0,0,,,FALSE,Harrell,2024,11,46
H71321,2024-12-13,First Hill Park,Obstruction,1,0,0,,,FALSE,Harrell,2024,12,50
H50570,2024-06-04,300 4th ave w,Obstruction,1,0,0,,,FALSE,Harrell,2024,6,23
H43740,2024-04-09,Colorado Ave S & S Hanford St Vicinity,72-Hour Notice Sweep,0,0,0,,,TRUE,Harrell,2024,4,15
H43746,2024-04-09,Colorado Ave S & S Hanford St Vicinity,RV Remediation,0,0,0,,,FALSE,Harrell,2024,4,15
H59903,2024-08-20,Colorado Ave S & S Hanford St Vicinity,72-Hour Notice Sweep,1,0,0,,,TRUE,Harrell,2024,8,34
H59918,2024-08-20,Colorado Ave S & S Hanford St Vicinity,RV Remediation,0,0,0,,,FALSE,Harrell,2024,8,34
H71936,2024-12-19,Colorado Ave S & S Hanford St Vicinity,RV Remediation,0,0,0,,,FALSE,Harrell,2024,12,51
H51513,2024-06-12,1154 Elliot ave w,72-Hour Notice Sweep,2,0,0,,,TRUE,Harrell,2024,6,24
H40516,2024-03-14,2nd Ave from Bell St to Blanchard St,Obstruction,1,0,0,,,FALSE,Harrell,2024,3,11
H40911,2024-03-18,2nd Ave from Bell St to Blanchard St,Obstruction,1,0,0,,,FALSE,Harrell,2024,3,12
H57508,2024-07-31,2nd Ave from Bell St to Blanchard St,Obstruction,1,0,0,,,FALSE,Harrell,2024,7,31
H64806,2024-10-03,2nd Ave from Bell St to Blanchard St,Obstruction,1,0,0,,,FALSE,Harrell,2024,10,40
H65168,2024-10-07,2nd Ave from Bell St to Blanchard St,Obstruction,1,0,0,,,FALSE,Harrell,2024,10,41
H66031,2024-10-16,2nd Ave from Bell St to Blanchard St,Obstruction,1,0,0,,,FALSE,Harrell,2024,10,42
H38535,2024-02-27,Meridian Ave   N. From 112th St to 113th St,Obstruction,1,0,0,,,FALSE,Harrell,2024,2,9
H39168,2024-03-04,Meridian Ave   N. From 112th St to 113th St,Obstruction,1,0,0,,,FALSE,Harrell,2024,3,10
H39386,2024-03-05,SW Trenton St from 24th Ave SW to 29th Ave SW,RV Remediation,0,0,0,,,FALSE,Harrell,2024,3,10
H63043,2024-09-18,SW Trenton St from 24th Ave SW to 29th Ave SW,RV Remediation,0,0,0,,,FALSE,Harrell,2024,9,38
H63058,2024-09-18,SW Trenton St from 24th Ave SW to 29th Ave SW,72-Hour Notice Sweep,1,0,0,,,TRUE,Harrell,2024,9,38
H33266,2024-01-04,NW Ballard Way & 11th Ave NW Vicinity,RV Remediation,0,0,0,,,FALSE,Harrell,2024,1,1
H34529,2024-01-18,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,1,2,0,,,FALSE,Harrell,2024,1,3
H34631,2024-01-19,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,1,1,0,,,FALSE,Harrell,2024,1,3
H35308,2024-01-26,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,4,0,0,,,FALSE,Harrell,2024,1,4
H35423,2024-01-29,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,1,5
H36403,2024-02-06,NW Ballard Way & 11th Ave NW Vicinity,Notice Given,1,0,0,,,TRUE,Harrell,2024,2,6
H37577,2024-02-16,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,2,7
H37942,2024-02-21,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,2,8
H45770,2024-04-24,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,4,17
H46741,2024-05-02,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,5,18
H48998,2024-05-21,NW Ballard Way & 11th Ave NW Vicinity,72-Hour Notice Sweep,1,0,0,,,TRUE,Harrell,2024,5,21
H49009,2024-05-21,NW Ballard Way & 11th Ave NW Vicinity,RV Remediation,0,0,1,,,FALSE,Harrell,2024,5,21
H56385,2024-07-23,NW Ballard Way & 11th Ave NW Vicinity,72-Hour Notice Sweep,3,0,0,,,TRUE,Harrell,2024,7,30
H56477,2024-07-23,NW Ballard Way & 11th Ave NW Vicinity,RV Remediation,4,0,0,,,FALSE,Harrell,2024,7,30
H57848,2024-08-02,NW Ballard Way & 11th Ave NW Vicinity,Notice Given,1,0,0,,,TRUE,Harrell,2024,8,31
H59853,2024-08-20,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,34
H60028,2024-08-21,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,34
H60298,2024-08-23,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,8,34
H61274,2024-09-03,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,3,0,0,,,FALSE,Harrell,2024,9,36
H61598,2024-09-05,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,36
H62174,2024-09-11,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,37
H62859,2024-09-17,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,38
H63774,2024-09-24,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,3,0,0,,,FALSE,Harrell,2024,9,39
H64529,2024-10-01,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,10,40
H66111,2024-10-17,NW Ballard Way & 11th Ave NW Vicinity,72-Hour Notice Sweep,1,0,0,,,TRUE,Harrell,2024,10,42
H66140,2024-10-17,NW Ballard Way & 11th Ave NW Vicinity,RV Remediation,0,0,0,,,FALSE,Harrell,2024,10,42
H67397,2024-10-30,NW Ballard Way & 11th Ave NW Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,10,44
H44037,2024-04-11,8th Ave NW from NW 70th St to NW 65th St,RV Remediation,0,0,1,,,FALSE,Harrell,2024,4,15
H33265,2024-01-04,NW Leary Way from Ballard Way NW to 17th Ave NW,RV Remediation,0,0,0,,,FALSE,Harrell,2024,1,1
H35034,2024-01-24,NW Leary Way from Ballard Way NW to 17th Ave NW,Notice Given,30,8,0,,,TRUE,Harrell,2024,1,4
H35630,2024-01-30,NW Leary Way from Ballard Way NW to 17th Ave NW,Obstruction,2,0,0,,,FALSE,Harrell,2024,1,5
H52978,2024-06-26,NW Leary Way from Ballard Way NW to 17th Ave NW,Notice Given,5,0,0,,,TRUE,Harrell,2024,6,26
H53801,2024-07-02,NW Leary Way from Ballard Way NW to 17th Ave NW,Notice Given,1,0,0,,,TRUE,Harrell,2024,7,27
H56388,2024-07-23,NW Leary Way from Ballard Way NW to 17th Ave NW,72-Hour Notice Sweep,1,0,0,,,TRUE,Harrell,2024,7,30
H58702,2024-08-09,NW Leary Way from Ballard Way NW to 17th Ave NW,Obstruction,2,0,0,,,FALSE,Harrell,2024,8,32
H59847,2024-08-20,NW Leary Way from Ballard Way NW to 17th Ave NW,Obstruction,4,0,0,,,FALSE,Harrell,2024,8,34
H61255,2024-09-03,NW Leary Way from Ballard Way NW to 17th Ave NW,Obstruction,2,0,0,,,FALSE,Harrell,2024,9,36
H62871,2024-09-17,NW Leary Way from Ballard Way NW to 17th Ave NW,Obstruction,2,0,0,,,FALSE,Harrell,2024,9,38
H71333,2024-12-13,NW Leary Way from Ballard Way NW to 17th Ave NW,Notice Given,3,0,0,,,TRUE,Harrell,2024,12,50
H72147,2024-12-23,NW Leary Way from Ballard Way NW to 17th Ave NW,Obstruction,4,0,0,,,FALSE,Harrell,2024,12,52
H33268,2024-01-04,Shilshole Ave NW & NW 45th St Vicinity,RV Remediation,0,0,0,,,FALSE,Harrell,2024,1,1
H35875,2024-02-01,Shilshole Ave NW & NW 45th St Vicinity,Obstruction,3,0,0,,,FALSE,Harrell,2024,2,5
H36149,2024-02-02,Shilshole Ave NW & NW 45th St Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,2,5
H45115,2024-04-18,Shilshole Ave NW & NW 45th St Vicinity,72-Hour Notice Sweep,18,0,0,,,TRUE,Harrell,2024,4,16
H45125,2024-04-18,Shilshole Ave NW & NW 45th St Vicinity,RV Remediation,0,0,5,,,FALSE,Harrell,2024,4,16
H46882,2024-05-03,Shilshole Ave NW & NW 45th St Vicinity,Obstruction,3,0,0,,,FALSE,Harrell,2024,5,18
H48055,2024-05-13,Shilshole Ave NW & NW 45th St Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,5,20
H48422,2024-05-15,Shilshole Ave NW & NW 45th St Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,5,20
H49032,2024-05-21,Shilshole Ave NW & NW 45th St Vicinity,Obstruction,3,0,0,,,FALSE,Harrell,2024,5,21
H49945,2024-05-30,Shilshole Ave NW & NW 45th St Vicinity,Obstruction,4,0,0,,,FALSE,Harrell,2024,5,22
H59352,2024-08-15,Shilshole Ave NW & NW 45th St Vicinity,RV Remediation,0,0,0,,,FALSE,Harrell,2024,8,33
H61582,2024-09-05,Shilshole Ave NW & NW 45th St Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,9,36
H69498,2024-11-21,Shilshole Ave NW & NW 45th St Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,11,47
H70975,2024-12-10,Shilshole Ave NW & NW 45th St Vicinity,RV Remediation,0,0,0,,,FALSE,Harrell,2024,12,50
H40424,2024-03-13,Navigation Center Stairs Vicinity,72-Hour Notice Sweep,5,0,0,,,TRUE,Harrell,2024,3,11
H40796,2024-03-15,Navigation Center Stairs Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,3,11
H42056,2024-03-26,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,3,13
H42751,2024-04-01,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,4,14
H44153,2024-04-11,Navigation Center Stairs Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,4,15
H45301,2024-04-19,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,4,16
H46486,2024-04-30,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,4,18
H48948,2024-05-20,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,5,21
H49663,2024-05-28,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,5,22
H49978,2024-05-30,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,5,22
H52752,2024-06-25,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,6,26
H55227,2024-07-12,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,7,28
H55914,2024-07-18,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,7,29
H59446,2024-08-15,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,33
H59799,2024-08-19,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,34
H59949,2024-08-20,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,34
H60354,2024-08-23,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,34
H60526,2024-08-26,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,35
H60729,2024-08-27,Navigation Center Stairs Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,8,35
H61900,2024-09-09,Navigation Center Stairs Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,9,37
H62216,2024-09-11,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,37
H62920,2024-09-17,Navigation Center Stairs Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,9,38
H63250,2024-09-19,Navigation Center Stairs Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,9,38
H65939,2024-10-15,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,10,42
H66871,2024-10-24,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,10,43
H67007,2024-10-25,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,10,43
H67205,2024-10-28,Navigation Center Stairs Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,10,44
H67324,2024-10-29,Navigation Center Stairs Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,10,44
H67516,2024-10-31,Navigation Center Stairs Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,10,44
H67999,2024-11-05,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,11,45
H68142,2024-11-06,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,11,45
H69285,2024-11-19,Navigation Center Stairs Vicinity,Obstruction,0,0,0,,,FALSE,Harrell,2024,11,47
H69966,2024-11-26,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,11,48
H70339,2024-12-03,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,12,49
H70904,2024-12-09,Navigation Center Stairs Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,12,50
H71843,2024-12-18,Navigation Center Stairs Vicinity,Obstruction,2,0,0,,,FALSE,Harrell,2024,12,51
H72077,2024-12-20,Navigation Center Stairs Vicinity,Obstruction,1,0,0,,,FALSE,Harrell,2024,12,51
H38816,2024-02-29,Denver Ave S from S Oregon St to 3rd Ave S,72-Hour Notice Sweep,1,0,0,,,TRUE,Harrell,2024,2,9
H38838,2024-02-29,Denver Ave S from S Oregon St to 3rd Ave S,RV Remediation,0,0,0,,,FALSE,Harrell,2024,2,9
H72406,2024-12-26,Mt. Baker Park,Obstruction,0,0,0,,,FALSE,Harrell,2024,12,52
H57261,2024-07-29,Poplar Pl S from S Dearborn St to S Bush Pl Vicinity,72-Hour Notice Sweep,6,0,0,,,TRUE,Harrell,2024,7,31
H49353,2024-05-22,Rainier Playfield,Notice Given,1,0,0,,,TRUE,Harrell,2024,5,21
H59435,2024-08-15,Rainier Playfield,Obstruction,0,0,0,,,FALSE,Harrell,2024,8,33
H63486,2024-09-20,Rainier Playfield,Obstruction,0,0,0,,,FALSE,Harrell,2024,9,38
H64228,2024-09-27,Rainier Playfield,Obstruction,2,0,0,,,FALSE,Harrell,2024,9,39
H69160,2024-11-18,Rainier Playfield,Obstruction,1,0,0,,,FALSE,Harrell,2024,11,47
H70337,2024-12-03,Rainier Playfield,Obstruction,1,0,0,,,FALSE,Harrell,2024,12,49
H71008,2024-12-10,Rainier Playfield,Obstruction,0,0,0,,,FALSE,Harrell,2024,12,50
H71109,2024-12-11,Rainier Playfield,Obstruction,2,0,0,,,FALSE,Harrell,2024,12,50
H33198,2024-01-04,24th Ave NW between NW 60th St & NW 59th St,Obstruction,0,0,0,,,FALSE,Harrell,2024,1,1
H49467,2024-05-24,Homewood Natural Area,Obstruction,3,0,0,,,FALSE,Harrell,2024,5,21
H49847,2024-05-30,Homewood Natural Area,Obstruction,2,0,0,,,FALSE,Harrell,2024,5,22
H53052,2024-06-26,Homewood Natural Area,Notice Given,0,0,0,,,TRUE,Harrell,2024,6,26
H54343,2024-07-08,Homewood Natural Area,Obstruction,1,0,0,,,FALSE,Harrell,2024,7,28
H59059,2024-08-09,Homewood Natural Area,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,32
H66829,2024-10-24,Homewood Natural Area,Notice Given,0,0,0,,,TRUE,Harrell,2024,10,43
H67782,2024-11-04,Homewood Natural Area,Obstruction,1,0,0,,,FALSE,Harrell,2024,11,45
H68203,2024-11-07,Homewood Natural Area,Obstruction,1,0,0,,,FALSE,Harrell,2024,11,45
H35529,2024-01-29,Carkeek Park,Notice Given,4,0,0,,,TRUE,Harrell,2024,1,5
H37650,2024-02-16,7th Ave & Columbia St.,Obstruction,1,0,0,,,FALSE,Harrell,2024,2,7
H56470,2024-07-23,7th Ave & Columbia St.,Obstruction,1,0,0,,,FALSE,Harrell,2024,7,30
H35671,2024-01-30,Roxhill Park,Obstruction,0,0,0,,,FALSE,Harrell,2024,1,5
H65014,2024-10-04,Roxhill Park,Notice Given,3,0,0,,,TRUE,Harrell,2024,10,40
H68369,2024-11-08,Roxhill Park,Notice Given,1,0,0,,,TRUE,Harrell,2024,11,45
H70336,2024-12-03,Roxhill Park,Obstruction,2,0,0,,,FALSE,Harrell,2024,12,49
H71360,2024-12-13,Roxhill Park,Obstruction,0,0,0,,,FALSE,Harrell,2024,12,50
H67154,2024-10-28,E Howell St and 17th Ave,72-Hour Notice Sweep,3,0,0,,,TRUE,Harrell,2024,10,44
H32896,2024-01-02,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,4,0,0,,,FALSE,Harrell,2024,1,1
H33209,2024-01-04,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,4,0,0,,,FALSE,Harrell,2024,1,1
H35628,2024-01-30,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,3,0,0,,,FALSE,Harrell,2024,1,5
H35761,2024-01-31,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,1,5
H36277,2024-02-05,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,3,0,0,,,FALSE,Harrell,2024,2,6
H36641,2024-02-08,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,3,0,0,,,FALSE,Harrell,2024,2,6
H36849,2024-02-12,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,2,7
H37227,2024-02-14,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,2,0,0,,,FALSE,Harrell,2024,2,7
H37665,2024-02-16,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,4,0,0,,,FALSE,Harrell,2024,2,7
H37852,2024-02-20,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,6,0,0,,,FALSE,Harrell,2024,2,8
H37931,2024-02-21,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,2,0,0,,,FALSE,Harrell,2024,2,8
H38119,2024-02-22,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,2,8
H38913,2024-03-01,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,3,9
H39143,2024-03-04,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,2,0,0,,,FALSE,Harrell,2024,3,10
H40151,2024-03-11,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,0,0,0,,,FALSE,Harrell,2024,3,11
H40801,2024-03-15,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,0,0,0,,,FALSE,Harrell,2024,3,11
H42752,2024-04-01,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,4,14
H44367,2024-04-12,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,4,15
H44964,2024-04-17,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,2,0,0,,,FALSE,Harrell,2024,4,16
H45080,2024-04-18,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,4,16
H50613,2024-06-04,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,2,0,0,,,FALSE,Harrell,2024,6,23
H53698,2024-07-01,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,0,0,0,,,FALSE,Harrell,2024,7,27
H54029,2024-07-03,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,7,27
H55610,2024-07-16,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,2,0,0,,,FALSE,Harrell,2024,7,29
H56517,2024-07-23,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,7,30
H56908,2024-07-25,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,0,0,0,,,FALSE,Harrell,2024,7,30
H57428,2024-07-30,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,7,31
H59076,2024-08-13,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,33
H59798,2024-08-19,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,0,0,0,,,FALSE,Harrell,2024,8,34
H60351,2024-08-23,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,8,34
H60528,2024-08-26,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,2,0,0,,,FALSE,Harrell,2024,8,35
H61315,2024-09-03,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,36
H61898,2024-09-09,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,2,0,0,,,FALSE,Harrell,2024,9,37
H62215,2024-09-11,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,37
H62918,2024-09-17,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,38
H63110,2024-09-18,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,38
H63252,2024-09-19,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,2,0,0,,,FALSE,Harrell,2024,9,38
H64238,2024-09-27,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,39
H64482,2024-09-30,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,1,0,0,,,FALSE,Harrell,2024,9,40
H64578,2024-10-01,S Dearborn st from Maynard Ave S to 6th Ave S,Obstruction,2,0,0,,,FALSE,Harrell,2024,10,40
