SweepID,SweepDate,SweepLocation,SweepType,TentsRemoved,StructuresRemoved,VehiclesRemoved,SweepLongitude,SweepLatitude,PriorNotice,CurrentMayor,SweepYear,SweepMonth,SweepWeek
A1896,2008-04-18,Cheasty Greenbelt,Camping,,,,-122.304857,47.561178,,Nickels,2008,4,16
A550,2008-04-23,Carpool Lot - 6th & Cherry,Encampment,,,,-122.328736,47.604874,,Nickels,2008,4,17
A583,2008-05-01,Camp Long,Camping,,,,-122.374821,47.555793,,Nickels,2008,5,18
A1707,2008-05-02,Jackson Park Golf Course,Camping,,,,-122.318074,47.72486,,Nickels,2008,5,18
A1753,2008-05-07,I-5  7 Ave NE & NE 50 St,Camping,,,,-122.320898,47.666399,,Nickels,2008,5,19
A9,2008-05-12,St Marks Greenbelt,Camping,,,,-122.322593,47.632212,,Nickels,2008,5,20
A1780,2008-05-19,Denny Way and Broad St Triangle,Camping,,,,-122.35073,47.618582,,Nickels,2008,5,21
A551,2008-05-23,Carpool Lot - 6th & Cherry,Encampment,,,,-122.328736,47.604874,,Nickels,2008,5,21
A455,2008-05-28,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Camping,,,,-122.37422,47.634251,,Nickels,2008,5,22
A552,2008-06-04,Carpool Lot - 6th & Cherry,Camping,,,,-122.328736,47.604874,,Nickels,2008,6,23
A21,2008-06-16,6th and Yesler,Camping,,,,-122.326357,47.601712,,Nickels,2008,6,25
A553,2008-06-16,Carpool Lot - 6th & Cherry,Camping,,,,-122.328736,47.604874,,Nickels,2008,6,25
A456,2008-06-19,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,,,,-122.37422,47.634251,,Nickels,2008,6,25
A554,2008-06-23,Carpool Lot - 6th & Cherry,Encampment,,,,-122.328736,47.604874,,Nickels,2008,6,26
A2578,2008-06-23,5th Ave NE & NE 50th St,Camping,,,,-122.322841,47.664978,,Nickels,2008,6,26
A555,2008-06-30,Carpool Lot - 6th & Cherry,Camping,,,,-122.328736,47.604874,,Nickels,2008,6,27
A1424,2008-06-30,S Michigan St,Camping,,,,-122.332491,47.544585,,Nickels,2008,6,27
A252,2008-07-03,Westlake - Between Fremont & Aurora,Encampment,,,,-122.348321,47.645094,,Nickels,2008,7,27
A556,2008-07-07,Carpool Lot - 6th & Cherry,Camping,,,,-122.328736,47.604874,,Nickels,2008,7,28
A342,2008-08-22,NE Queen Anne Greenbelt,Encampment,,,,-122.34594,47.6358,,Nickels,2008,8,34
A457,2008-09-11,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,,,,-122.37422,47.634251,,Nickels,2008,9,37
A54,2008-09-24,E Duwamish Greenbelt - North of Holgate,Encampment,,,,-122.319417,47.588944,,Nickels,2008,9,39
A1313,2008-10-01,W Marginal Way SW - WSDOT Parking Lot,Encampment,,,,-122.342146,47.540332,,Nickels,2008,10,40
A4,2008-10-10,Discovery Park - Daybreak Star Center,Encampment,,,,-122.417736,47.667584,,Nickels,2008,10,41
A501,2008-10-31,Cascade P-Patch,Camping,,,,-122.331734,47.621199,,Nickels,2008,10,44
A5,2008-11-17,Alaska Viaduct - Near Stadiums,Encampment,,,,-122.335768,47.593835,,Nickels,2008,11,47
A43,2008-11-24,Alaska Viaduct & 1st Ave S,Camping,,,,-122.335103,47.59725,,Nickels,2008,11,48
A20,2008-11-24,6th and Yesler,Encampment,,,,-122.326155,47.601812,,Nickels,2008,11,48
A343,2008-12-10,NE Queen Anne Greenbelt,Encampment,,,,-122.34594,47.6358,,Nickels,2008,12,50
A2462,2009-01-14,27th Ave S & S Walden St,Camping,,,,-122.297959,47.571401,,Nickels,2009,1,3
A2230,2009-01-26,5700 block 37th Pl NW,Camping,,,,-122.398553,47.669983,,Nickels,2009,1,4
A2463,2009-02-02,27th Ave S & S Walden St,Camping,,,,-122.297959,47.571401,,Nickels,2009,2,5
A6,2009-02-04,Alaska Viaduct - Near Stadiums,Encampment,,,,-122.335768,47.593835,,Nickels,2009,2,6
A10,2009-02-07,St Marks Greenbelt,Camping,,,,-122.322593,47.632212,,Nickels,2009,2,6
A1579,2009-02-17,Alaskan Way Viaduct & Lenora St,Camping,,,,-122.329974,47.605078,,Nickels,2009,2,7
A1897,2009-03-03,Cheasty Greenbelt,Encampment,,,,-122.304857,47.561178,,Nickels,2009,3,9
A22,2009-03-05,6th and Yesler,Encampment,,,,-122.326155,47.601812,,Nickels,2009,3,10
A3262,2009-03-23,S Dearborn & Rainier S,Encampment,,,,-122.311512,47.595861,,Nickels,2009,3,12
A344,2009-05-23,NE Queen Anne Greenbelt,Encampment,,,,-122.34594,47.6358,,Nickels,2009,5,21
A7,2009-06-30,Alaska Viaduct - Near Stadiums,Encampment,,,,-122.335768,47.593835,,Nickels,2009,6,26
A397,2009-06-30,NE 63rd & NE Ravenna,Camping,,,,-122.321852,47.674548,,Nickels,2009,6,26
A1898,2009-07-07,Cheasty Greenbelt,Encampment,,,,-122.304857,47.561178,,Nickels,2009,7,27
A392,2009-07-07,5th Ave NE  & NE 40th St (Access Road next to I-5),Encampment,,,,-122.323166,47.656553,,Nickels,2009,7,27
A444,2009-07-14,Alaskan Way S / S Brougham Way,Encampment,,,,-122.329974,47.605078,,Nickels,2009,7,28
A345,2009-08-31,NE Queen Anne Greenbelt,Camping,,,,-122.34594,47.6358,,Nickels,2009,8,35
A564,2009-09-10,Beacon Place Parklet,Encampment,,,,-122.329974,47.605078,,Nickels,2009,9,37
A604,2009-10-28,1100 Block of Leary Ave NW,Camping,,,,-122.371205,47.663277,,Nickels,2009,10,44
A445,2009-12-14,Alaskan Way S / S Brougham Way,Encampment,,,,-122.329974,47.605078,,Nickels,2009,12,50
A622,2009-12-14,100 S Spokane Street,Encampment,,,,-122.329974,47.605078,,Nickels,2009,12,50
A460,2009-12-22,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,,,,-122.37422,47.634251,,Nickels,2009,12,51
A223,2010-01-22,Magnolia Bridge (under bridge),Encampment,,,,-122.37693,47.633492,,McGinn,2010,1,4
A25,2010-01-25,6th and Yesler,Encampment,,,,-122.326357,47.601712,,McGinn,2010,1,4
A26,2010-03-08,6th and Yesler,Camping,,,,-122.326357,47.601712,,McGinn,2010,3,10
A674,2010-03-16,1426 Alaskan Way,Camping,,,,-122.329974,47.605078,,McGinn,2010,3,11
A461,2010-03-24,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,,,,-122.373113,47.634886,,McGinn,2010,3,12
A882,2010-04-05,Alaskan Way S south of Edgar Martinez Wy S,Encampment,,,,-122.338138,47.588888,,McGinn,2010,4,14
A8,2010-04-05,Alaska Viaduct - Near Stadiums,Encampment,,,,-122.335768,47.593835,,McGinn,2010,4,14
A273,2010-04-13,E Marginal Way S & S Spokane St (parking lot under S Spokane St),Encampment,,,,-122.340354,47.571604,,McGinn,2010,4,15
A718,2010-04-22,Alaskan Way Viaduct & S Massachusetts,Encampment,,,,-122.332077,47.589899,,McGinn,2010,4,17
A2207,2010-04-26,S Holgate St and Airport Way S,Camping,,,,-122.329974,47.605078,,McGinn,2010,4,17
A1119,2010-05-04,Alaskan Way Viaduct & Elliott Ave on ramp,Camping,,,,-122.329974,47.605078,,McGinn,2010,5,18
A51,2010-05-04,Alaska Viaduct & 1st Ave S,Camping,,,,-122.335103,47.59725,,McGinn,2010,5,18
A968,2010-05-04,4th Ave under Yesler overpass,Camping,,,,-122.328969,47.600895,,McGinn,2010,5,18
A1164,2010-05-07,4511 Ravenna Ave NE,Camping,,,,-122.329974,47.605078,,McGinn,2010,5,19
A1203,2010-05-18,Alaskan Way S & S Washington St,Camping,,,,-122.335714,47.600863,,McGinn,2010,5,20
A589,2010-05-18,Aurora Ave N & Mercer Greenbelt,Camping,,,,-122.343602,47.624526,,McGinn,2010,5,20
A2208,2010-06-25,S Holgate St and Airport Way S,Camping,,,,-122.329974,47.605078,,McGinn,2010,6,26
A1431,2010-07-16,Greenbelt below N 46th and Aurora Ave N,Camping,,,,-122.346954,47.661991,,McGinn,2010,7,29
A1429,2010-07-16,2900 block of Franklin Ave E,Camping,,,,-122.329974,47.605078,,McGinn,2010,7,29
A1348,2010-07-27,5501 15th Ave NW,Camping,,,,-122.329974,47.605078,,McGinn,2010,7,30
A13,2010-07-29,St Marks Greenbelt,Encampment,,,,-122.322593,47.632212,,McGinn,2010,7,31
A53,2010-08-04,Alaska Viaduct & 1st Ave S,Camping,,,,-122.335103,47.59725,,McGinn,2010,8,31
A36,2010-08-04,2nd & S Spokane St,Camping,,,,-122.331291,47.571807,,McGinn,2010,8,31
A1434,2010-08-09,Trees south of NW 54th St & 32nd Ave NW,Camping,,,,-122.398351,47.667523,,McGinn,2010,8,32
A485,2010-08-19,Dilling Way (south of City Hall Park),Camping,,,,-122.330307,47.601768,,McGinn,2010,8,34
A1467,2010-08-31,E Marginal Wy S & Duwamish Ave S,Encampment,,,,-122.33948,47.568752,,McGinn,2010,8,35
A450,2010-09-20,5300 24th Ave NW,Camping,,,,-122.387656,47.667132,,McGinn,2010,9,38
A1485,2010-09-23,Cheasty Blvd NW Slope,Encampment,,,,-122.329974,47.605078,,McGinn,2010,9,39
A2122,2010-09-24,Harvard Ave East and Franklin Ave East,Encampment,,,,-122.322064,47.648721,,McGinn,2010,9,39
A1456,2010-09-24,NE 45th St & 7th Ave NE,Camping,,,,-122.320755,47.661313,,McGinn,2010,9,39
A2579,2010-09-24,5th Ave NE & NE 50th St,Camping,,,,-122.322841,47.664978,,McGinn,2010,9,39
A155,2010-09-24,Schmitz Park,Camping,,,,-122.397838,47.571972,,McGinn,2010,9,39
A1478,2010-09-27,4th Ave South Under Yesler Way,Encampment,,,,-122.329974,47.605078,,McGinn,2010,9,39
A37,2010-10-04,2nd & S Spokane St,Camping,,,,-122.331291,47.571807,,McGinn,2010,10,40
A561,2010-10-12,Carpool Lot - 6th & Cherry,Camping,,,,-122.328736,47.604874,,McGinn,2010,10,41
A346,2010-10-20,NE Queen Anne Greenbelt,Camping,,,,-122.34594,47.6358,,McGinn,2010,10,42
A1497,2010-10-29,215 NW 36th St,Camping,,,,-122.359756,47.653218,,McGinn,2010,10,44
A1509,2010-11-15,5th & Yesler,Camping,,,,-122.327393,47.601788,,McGinn,2010,11,46
A1900,2010-11-15,Cheasty Greenbelt,Camping,,,,-122.304857,47.561178,,McGinn,2010,11,46
A590,2010-11-18,Aurora Ave N & Mercer Greenbelt,Camping,,,,-122.343602,47.624526,,McGinn,2010,11,47
A1500,2010-11-18,NW Bright St (End),Camping,,,,-122.365779,47.660029,,McGinn,2010,11,47
A1533,2010-12-03,100 block Marion Street,Camping,,,,-122.329974,47.605078,,McGinn,2010,12,49
A27,2010-12-21,6th and Yesler,Encampment,,,,-122.326357,47.601712,,McGinn,2010,12,51
A1531,2010-12-21,Interbay Golf Center North End,Camping,,,,-122.378248,47.647006,,McGinn,2010,12,51
A1523,2011-01-03,7100 Block of Detroit Ave SW - W. Duwamish GB,Encampment,,,,-122.329974,47.605078,,McGinn,2011,1,1
A1556,2011-01-11,Nara Grill Entrance,Camping,,,,-122.340155,47.6143,,McGinn,2011,1,2
A3204,2011-02-03,Alaskan Way Viaduct & Yesler,Camping,,,,-122.337849,47.603704,,McGinn,2011,2,5
A1829,2011-02-03,Jose Rizal Park,Camping,,,,-122.318516,47.593025,,McGinn,2011,2,5
A1573,2011-02-08,5300 Denver Ave S,Camping,,,,-122.324796,47.554766,,McGinn,2011,2,6
A1564,2011-02-08,500 block Raye Street,Camping,,,,-122.329974,47.605078,,McGinn,2011,2,6
A1121,2011-02-09,Alaskan Way Viaduct & Elliott Ave on ramp,Camping,,,,-122.329974,47.605078,,McGinn,2011,2,6
A325,2011-02-22,I-5 Colonnade Park,Camping,,,,-122.3238,47.63569,,McGinn,2011,2,8
A401,2011-02-28,Kinnear Park,Camping,,,,-122.367139,47.626963,,McGinn,2011,2,9
A1576,2011-03-04,4th Ave So & So Dawson,Camping,,,,-122.329529,47.555668,,McGinn,2011,3,10
A274,2011-03-10,E Marginal Way S & S Spokane St (parking lot under S Spokane St),Encampment,,,,-122.340354,47.571604,,McGinn,2011,3,10
A1468,2011-03-10,E Marginal Wy S & Duwamish Ave S,Encampment,,,,-122.33948,47.568752,,McGinn,2011,3,10
A462,2011-03-22,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,,,,-122.373113,47.634886,,McGinn,2011,3,12
A1594,2011-04-04,Gasworks Park,Camping,,,,-122.333933,47.646865,,McGinn,2011,4,14
A1611,2011-04-15,1214 8th Ave (site of former Jensonian Apts),Camping,,,,-122.329884,47.609497,,McGinn,2011,4,16
A1577,2011-04-18,5514 Brooklyn Ave NE,Camping,,,,-122.313827,47.668972,,McGinn,2011,4,16
A90,2011-05-04,S Norman and 7th Ave S,Encampment,,,,-122.322886,47.592882,,McGinn,2011,5,18
A1543,2011-05-04,Under S Jackson St & 2nd Ave,Camping,,,,-122.331069,47.599218,,McGinn,2011,5,18
A562,2011-05-09,Carpool Lot - 6th & Cherry,Encampment,,,,-122.328736,47.604874,,McGinn,2011,5,19
A1548,2011-05-15,1900 Alaskan Way,Camping,,,,-122.344497,47.608917,,McGinn,2011,5,20
A448,2011-06-03,815 N 45th Street,Camping,,,,-122.329974,47.605078,,McGinn,2011,6,23
A1637,2011-06-07,114 Alaskan Way S (Prudential Building),Encampment,,,,-122.332071,47.606209,,McGinn,2011,6,23
A1624,2011-06-07,SW Spokane St & Klickitat Ave SW,Encampment,,,,-122.351642,47.571475,,McGinn,2011,6,23
A402,2011-06-17,Kinnear Park,Encampment,,,,-122.367139,47.626963,,McGinn,2011,6,25
A1567,2011-06-17,Martin Luther King jr Memorial pk,Camping,,,,-122.296929,47.581635,,McGinn,2011,6,25
A2016,2011-06-17,Salmon Bay Natural Area,Camping,,,,-122.4012,47.667763,,McGinn,2011,6,25
A1672,2011-07-07,Washington Street Pier,Camping,,,,-122.336208,47.600911,,McGinn,2011,7,27
A1625,2011-07-07,SW Spokane St & Klickitat Ave SW,Camping,,,,-122.351642,47.571475,,McGinn,2011,7,27
A1638,2011-07-07,114 Alaskan Way S (Prudential Building),Camping,,,,-122.332071,47.606209,,McGinn,2011,7,27
A1679,2011-07-15,Pasadena Ple NE & NE 42nd St,Camping,,,,-122.321745,47.657424,,McGinn,2011,7,29
A1706,2011-08-04,2525 14th Ave S,Camping,,,,-122.314914,47.580282,,McGinn,2011,8,31
A430,2011-08-04,6th Ave &  James St,Encampment,,,,-122.32743,47.603462,,McGinn,2011,8,31
A1521,2011-08-14,Madison Street pedestrian overpass,Camping,,,,-122.329974,47.605078,,McGinn,2011,8,33
A1727,2011-08-14,1828 Yale Street,Camping,,,,-122.332678,47.618864,,McGinn,2011,8,33
A1728,2011-08-15,Harvard Ave E & E Allison St,Camping,,,,-122.322102,47.648718,,McGinn,2011,8,33
A1626,2011-08-16,SW Spokane St & Klickitat Ave SW,Encampment,,,,-122.351642,47.571475,,McGinn,2011,8,33
A1735,2011-08-16,SW Spokane & Delridge Way off-ramp,Camping,,,,-122.361774,47.571285,,McGinn,2011,8,33
A1697,2011-08-16,S Mead Street between 1st & E Marginal Wy S,Encampment,,,,-122.335038,47.55113,,McGinn,2011,8,33
A463,2011-08-31,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,,,,-122.37422,47.634251,,McGinn,2011,8,35
A1761,2011-08-31,12th Ave W & W Blaine Street,Camping,,,,-122.372749,47.634758,,McGinn,2011,8,35
A628,2011-09-14,1st Ave S Overpass at Denver Ave South,Camping,,,,-122.335213,47.562088,,McGinn,2011,9,37
A2489,2011-09-14,SW Spokane swing bridge,Camping,,,,-122.346402,47.571482,,McGinn,2011,9,37
A1699,2011-09-14,6th Ave So Between Holgate and Massachusetts,Encampment,,,,-122.325968,47.586157,,McGinn,2011,9,37
A296,2011-09-16,2211 Elliott Ave - Hwy 99 ramp,Camping,,,,-122.347194,47.611777,,McGinn,2011,9,38
A1814,2011-09-23,Denny Park,Camping,,,,-122.342385,47.618571,,McGinn,2011,9,39
A2841,2011-09-28,Troll Ave N,Camping,,,,-122.347374,47.650964,,McGinn,2011,9,39
A1848,2011-09-28,Broad Street Under Aurora Ave,Camping,,,,-122.34389,47.623571,,McGinn,2011,9,39
A1817,2011-09-28,Aurora Bridge (Grassy area Northwest side),Camping,,,,-122.347285,47.648286,,McGinn,2011,9,39
A1819,2011-09-28,S Spokane St & Duwamish Ave S landscape area,Encampment,,,,-122.34375,47.571864,,McGinn,2011,9,39
A1801,2011-09-30,Woodland Park,Camping,,,,-122.347012,47.667988,,McGinn,2011,9,40
A431,2011-10-04,6th Ave &  James St,Encampment,,,,-122.32743,47.603462,,McGinn,2011,10,40
A1738,2011-10-06,Trolley Hill Park,Encampment,,,,-122.363677,47.63474,,McGinn,2011,10,40
A1824,2011-10-07,Oxbow Park,Camping,,,,-122.320962,47.546061,,McGinn,2011,10,41
A354,2011-10-11,Alaskan Way Viaduct & Pike St,Camping,,,,-122.34278,47.60789,,McGinn,2011,10,41
A1825,2011-10-13,Discovery Park- North Parking Lot,Encampment,,,,-122.410955,47.664694,,McGinn,2011,10,41
A1869,2011-10-20,Cheasty Greenbelt 24th Ave S & S McClellan,Encampment,,,,-122.301284,47.578356,,McGinn,2011,10,42
A1830,2011-10-21,Jose Rizal Park,Camping,,,,-122.318516,47.593025,,McGinn,2011,10,43
A1698,2011-10-28,S Mead Street between 1st & E Marginal Wy S,Camping,,,,-122.335038,47.55113,,McGinn,2011,10,44
A1890,2011-10-31,4th Avenue South Offramp from Spokane St,Encampment,,,,-122.32815,47.56962,,McGinn,2011,10,44
A1858,2011-11-15,Greenbelt east of 1630 15th Ave W,Encampment,,,,-122.376108,47.634395,,McGinn,2011,11,46
A1914,2011-11-16,Under Alaskan Way Viaduct north of S Main St,Camping,,,,-122.335489,47.600202,,McGinn,2011,11,46
A2255,2011-11-23,I-5 and Columbia St,Camping,,,,-122.328944,47.605555,,McGinn,2011,11,47
A1700,2011-11-29,6th Ave So Between Holgate and Massachusetts,Camping,,,,-122.325968,47.586157,,McGinn,2011,11,48
A1123,2011-11-30,Alaskan Way Viaduct & Elliott Ave on ramp,Camping,,,,-122.329974,47.605078,,McGinn,2011,11,48
A2061,2011-12-08,Roy Street,Camping,,,,-122.341009,47.62543,,McGinn,2011,12,49
A565,2011-12-13,Beacon Place Parklet,Camping,,,,-122.329974,47.605078,,McGinn,2011,12,50
A464,2011-12-19,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Encampment,,,,-122.37422,47.634251,,McGinn,2011,12,51
A1524,2011-12-30,7100 Block of Detroit Ave SW - W. Duwamish GB,Encampment,,,,-122.342377,47.539488,,McGinn,2011,12,53
A1945,2012-01-10,Cherry between 6th & 7th Ave,Camping,,,,-122.32859,47.604919,,McGinn,2012,1,2
A1746,2012-01-13,Interlaken Park,Camping,,,,-122.307315,47.634945,,McGinn,2012,1,2
A1877,2012-01-31,"6th Ave & Yesler Way, East Side",Camping,,,,-122.326367,47.601708,,McGinn,2012,1,5
A275,2012-02-01,E Marginal Way S & S Spokane St (parking lot under S Spokane St),Encampment,,,,-122.340354,47.571604,,McGinn,2012,2,5
A1969,2012-02-01,22nd Ave S and S Hill St,Camping,,,,-122.304204,47.584725,,McGinn,2012,2,5
A1956,2012-02-07,15th Ave NW and Leary Way NW - under Ballard Bridge,Camping,,,,-122.376409,47.663665,,McGinn,2012,2,6
A1849,2012-02-07,Broad Street Under Aurora Ave,Camping,,,,-122.34389,47.623571,,McGinn,2012,2,6
A1992,2012-02-13,30th SW & SW Manning St,Camping,,,,-122.37176,47.571159,,McGinn,2012,2,7
A1569,2012-02-15,6th Ave & Cherry St - carpool lot under I-5,Camping,,,,-122.328735,47.60489,,McGinn,2012,2,7
A432,2012-02-15,6th Ave &  James St,Camping,,,,-122.32743,47.603462,,McGinn,2012,2,7
A1739,2012-02-16,Trolley Hill Park,Encampment,,,,-122.363677,47.63474,,McGinn,2012,2,7
A1981,2012-02-21,Spokane St and East Waterway,Camping,,,,-122.344308,47.570837,,McGinn,2012,2,8
A1951,2012-02-22,Thornton Creek #2 - Lake City Way entrance,Camping,,,,-122.298222,47.714208,,McGinn,2012,2,8
A1920,2012-02-22,3101 S Hudson Street,Camping,,,,-122.292825,47.556892,,McGinn,2012,2,8
A1649,2012-02-22,Under I-5 @ on So King St.,Camping,,,,-122.309589,47.597974,,McGinn,2012,2,8
A1891,2012-02-24,4th Avenue South Offramp from Spokane St,Camping,,,,-122.32815,47.56962,,McGinn,2012,2,8
A2000,2012-02-24,3rd Ave S - 2100 block,Camping,,,,-122.329959,47.584734,,McGinn,2012,2,8
A1996,2012-02-28,12th Ave S & S Lane St,Camping,,,,-122.317387,47.596616,,McGinn,2012,2,9
A1977,2012-02-29,Georgetown Playfield,Camping,,,,-122.32152,47.5526,,McGinn,2012,2,9
A2020,2012-03-09,1500 Lakeview Blvd E,Camping,,,,-122.32264,47.632346,,McGinn,2012,3,10
A2040,2012-03-26,Pine Street Stairway under AWV,Camping,,,,-122.34316,47.609082,,McGinn,2012,3,13
A2990,2012-03-27,3800 E Marginal Way S,Encampment,,,,-122.339834,47.570017,,McGinn,2012,3,13
A676,2012-03-28,1426 Alaskan Way,Camping,,,,-122.329974,47.605078,,McGinn,2012,3,13
A2490,2012-04-02,SW Spokane swing bridge,Camping,,,,-122.346402,47.571482,,McGinn,2012,4,14
A2063,2012-04-04,412 N 36th St,Camping,,,,-122.353894,47.652176,,McGinn,2012,4,14
A1710,2012-04-18,1811 Eastlake Ave,Camping,,,,-122.329545,47.618372,,McGinn,2012,4,16
A1701,2012-04-23,6th Ave So Between Holgate and Massachusetts,Encampment,,,,-122.325968,47.586157,,McGinn,2012,4,17
A2614,2012-04-23,3rd Ave S ( S Stacy & S Walker St),Camping,,,,-122.330002,47.581877,,McGinn,2012,4,17
A2083,2012-04-26,Fremont Canal Park,Camping,,,,-122.354923,47.650622,,McGinn,2012,4,17
A1503,2012-04-26,NE 40th St & 6th Ave NE,Camping,,,,-122.322548,47.655536,,McGinn,2012,4,17
A677,2012-05-01,1426 Alaskan Way,Camping,,,,-122.329974,47.605078,,McGinn,2012,5,18
A2073,2012-05-03,I-5 & E Aloha St  behind 1100 Eastlake Ave E,Camping,,,,-122.328684,47.629209,,McGinn,2012,5,18
A1975,2012-05-03,"I-5 NB on-ramp, westside, from NE 50th Street",Camping,,,,-122.324653,47.663364,,McGinn,2012,5,18
A497,2012-05-03,I-5 Ramp and Union St,Camping,,,,-122.332463,47.610301,,McGinn,2012,5,18
A1450,2012-05-08,NE 50th Street and 7th Avenue NE,Camping,,,,-122.329974,47.605078,,McGinn,2012,5,19
A690,2012-05-08,Under Ballard Bridge 15th Ave NW and  Leary Way NW,Camping,,,,-122.376072,47.663662,,McGinn,2012,5,19
A2064,2012-05-11,Freeway Park,Camping,,,,-122.330807,47.609324,,McGinn,2012,5,19
A404,2012-05-16,Kinnear Park,Encampment,,,,-122.367139,47.626963,,McGinn,2012,5,20
A2112,2012-05-23,4345 University Way NE,Camping,,,,-122.313237,47.661023,,McGinn,2012,5,21
A2106,2012-05-30,Alaskan Way Viaduct & Marion St,Camping,,,,-122.337784,47.603095,,McGinn,2012,5,22
A1469,2012-05-30,E Marginal Wy S & Duwamish Ave S,Encampment,,,,-122.33948,47.568752,,McGinn,2012,5,22
A631,2012-05-30,1st Ave S Overpass at Denver Ave South,Camping,,,,-122.335213,47.562088,,McGinn,2012,5,22
A1711,2012-06-08,1811 Eastlake Ave,Camping,,,,-122.329545,47.618372,,McGinn,2012,6,23
A2023,2012-06-13,Melrose Ave E & E Roy Street,Camping,,,,-122.327937,47.625091,,McGinn,2012,6,24
A2096,2012-06-14,Cheasty Blvd S  greenbelt (behind 2545 Rainier Ave S),Camping,,,,-122.301607,47.579652,,McGinn,2012,6,24
A2062,2012-06-19,Roy Street,Encampment,,,,-122.341009,47.62543,,McGinn,2012,6,25
A2127,2012-06-19,9th Avenue & Broad St,Camping,,,,-122.340022,47.625148,,McGinn,2012,6,25
A405,2012-06-21,Kinnear Park,Camping,,,,-122.367139,47.626963,,McGinn,2012,6,25
A347,2012-06-28,NE Queen Anne Greenbelt,Encampment,,,,-122.34594,47.6358,,McGinn,2012,6,26
A2117,2012-07-03,So Harney & 12th Ave So,Camping,,,,-122.321336,47.54801,,McGinn,2012,7,27
A2144,2012-07-10,800 S Weller,Camping,,,,-122.321906,47.597453,,McGinn,2012,7,28
A2084,2012-07-10,Fremont Canal Park,Camping,,,,-122.354923,47.650622,,McGinn,2012,7,28
A2147,2012-07-25,Riverview - SW Holly and 12th Ave,Camping,,,,-122.356796,47.544554,,McGinn,2012,7,30
A2107,2012-07-26,Alaskan Way Viaduct & Marion St,Camping,,,,-122.337784,47.603095,,McGinn,2012,7,30
A1673,2012-07-26,Washington Street Pier,Camping,,,,-122.336208,47.600911,,McGinn,2012,7,30
A2153,2012-08-07,300 block Alaskan Way S,Camping,,,,-122.335946,47.599996,,McGinn,2012,8,32
A2150,2012-08-09,Jefferson CC Parking Lot,Camping,,,,-122.308452,47.569635,,McGinn,2012,8,32
A2191,2012-08-14,Summit Slope Park,Camping,,,,-122.325287,47.619695,,McGinn,2012,8,33
A2097,2012-08-14,Cheasty Blvd S  greenbelt (behind 2545 Rainier Ave S),Camping,,,,-122.301607,47.579652,,McGinn,2012,8,33
A632,2012-08-14,1st Ave S Overpass at Denver Ave South,Camping,,,,-122.335213,47.562088,,McGinn,2012,8,33
A2167,2012-08-16,Kiwanis Memorial Preserve Park,Camping,,,,-122.399448,47.661325,,McGinn,2012,8,33
A373,2012-08-21,Bellevue Place Park,Encampment,,,,-122.327716,47.626692,,McGinn,2012,8,34
A1650,2012-08-28,Under I-5 @ on So King St.,Camping,,,,-122.309589,47.597974,,McGinn,2012,8,35
A2210,2012-08-31,Occidental Park,Camping,,,,-122.332889,47.600021,,McGinn,2012,8,35
A2129,2012-09-11,1700 block 6th Ave S,Encampment,,,,-122.325701,47.586925,,McGinn,2012,9,37
A2615,2012-09-11,3rd Ave S ( S Stacy & S Walker St),Camping,,,,-122.330002,47.581877,,McGinn,2012,9,37
A2158,2012-09-14,8820 Aurora Ave N,Camping,,,,-122.344535,47.692961,,McGinn,2012,9,37
A466,2012-09-19,"SW Queen Anne Greenbelt - Sections 1, 2, 3 & 4",Camping,,,,-122.373113,47.634886,,McGinn,2012,9,38
A2842,2012-09-27,Troll Ave N,Camping,,,,-122.347374,47.650964,,McGinn,2012,9,39
A2113,2012-10-05,E Marginal Way S & S Michigan St (under 1st Ave S bridge on ramp),Camping,,,,-122.331819,47.544873,,McGinn,2012,10,40
A1856,2012-10-09,Waterfront Park,Camping,,,,-122.341035,47.606054,,McGinn,2012,10,41
A2244,2012-10-10,Burke Gilman Trail & NW Bowdoin Pl,Camping,,,,-122.361369,47.655472,,McGinn,2012,10,41
A303,2012-10-19,West Emerson  Overpass,Camping,,,,-122.37719,47.652918,,McGinn,2012,10,42
A2115,2012-10-19,Boren Place Park,Camping,,,,-122.321181,47.605082,,McGinn,2012,10,42
A2196,2012-10-22,Galer St Stairs,Camping,,,,-122.343674,47.632252,,McGinn,2012,10,43
A2251,2012-10-24,Jackson Golf,Camping,,,,-122.315188,47.733754,,McGinn,2012,10,43
A2616,2012-11-06,3rd Ave S ( S Stacy & S Walker St),Camping,,,,-122.330002,47.581877,,McGinn,2012,11,45
A1470,2012-11-16,E Marginal Wy S & Duwamish Ave S,Encampment,,,,-122.33948,47.568752,,McGinn,2012,11,46
A2281,2012-11-30,Ballard Bridge north end,Camping,,,,-122.376237,47.661399,,McGinn,2012,11,48
