First_Inspection_Date,Type,Location,Posting_Date,Removal_Start,Removal_End,Tents,Structures,Bedrolls,Vehicles,72_Tents,72_ Structures,72_Bedrolls,72_Vehicles,Latitude,Longitude
3/6/2018,Obstruction,Stone Way N & N 42nd St,"",6/13/2018,6/13/2018,1,1,0,1,,,,,"",""
3/6/2018,Clean - No Campers,N 127th St & Interurban Trail,"","","",0,0,0,0,,,,,"",""
3/6/2018,Litter Pick,8th Ave NE & NE Ravenna Blvd,"","","",0,0,0,0,,,,,"",""
3/6/2018,Litter Pick,Mercer St under Highway 99 overpass,"","","",,,,,,,,,"",""
3/6/2018,Clean - No Campers,Stone Way & Allen Pl N,"","","",0,0,0,0,,,,,"",""
3/8/2018,72-Hour Clean,NE 60th St Park,4/26/2018,5/3/2018,5/3/2018,3,1,0,0,1,1,0,0,"",""
3/8/2018,Inspection,NE 130th St & I-5 SB on ramp,"","","",1,1,0,0,,,,,"",""
3/9/2018,Inspection,9th & Pine,"","","",,,,,,,,,"",""
3/9/2018,72-Hour Clean,Woodland Park,3/9/2018,3/13/2018,3/13/2018,3,0,0,0,3,0,0,0,"",""
3/9/2018,72-Hour Clean,700 block of E Yesler Way,"","","",0,0,0,0,,,,,"",""
3/9/2018,72-Hour Clean,22nd Ave S & S Grand St,3/23/2018,3/29/2018,3/29/2018,0,2,0,7,2,1,0,0,47.586829,-122.304418
3/9/2018,Litter Pick,Amy Yee Tennis Center,n/a,3/9/2018,3/9/2018,0,0,0,0,,,,,47.58610965,-122.2973572
3/12/2018,72-Hour Clean,4th Ave Emphasis Zone,3/16/2018,3/22/2018,3/22/2018,6,2,3,2,6,2,4,0,"",""
3/12/2018,72-Hour Clean,509-South-1st Ave S & S Orchard,5/11/2018,5/16/2018,5/17/2018,2,4,0,3,6,3,0,3,"",""
3/12/2018,72-Hour Clean,509-South - 1st Ave S & S Orchard St,5/11/2018,5/16/2018,5/17/2018,14,4,0,3,6,3,0,3,"",""
3/15/2018,Inspection,Green Lake Park,"","","",0,1,1,0,,,,,"",""
3/15/2018,72-Hour Clean,Ravenna Park,3/15/2018,3/20/2018,3/20/2018,4,0,0,0,4,0,0,0,"",""
3/15/2018,Obstruction,Ravenna Park,n/a,3/15/2018,3/15/2018,0,0,0,0,0,0,0,0,"",""
3/20/2018,72-Hour Clean,Carkeek Park,4/20/2018,4/24/2018,4/24/2018,5,0,0,0,7,1,1,0,"",""
3/21/2018,72-Hour Clean,Rainier Ave S to 25th Ave S from S plum to S Walker,5/25/2018,5/31/2018,5/31/2018,5,0,0,0,5,2,0,2,"",""
3/22/2018,72-Hour Clean,I-5 SB sound barrier wall from 85th -105th,4/13/2018,4/18/2018,4/18/2018,3,1,0,0,1,0,0,0,"",""
3/22/2018,72-Hour Clean,Gas Works Park,3/29/2018,4/2/2018,4/3/2018,5,0,1,0,1,0,0,0,47.646865,-122.333933
3/22/2018,Litter Pick,Fairmount Ave SW,"","","",0,0,0,0,,,,,"",""
3/26/2018,Litter Pick,Mercer I-5 SB on-ramp hillside litter pick,"",3/26/2018,3/26/2018,,,,,,,,,"",""
3/26/2018,Obstruction,Ravenna Park,3/26/2018,3/27/2018,3/27/2018,0,0,1,0,,,,,"",""
3/27/2018,72-Hour Clean,NB I-5 exit 169 to NE 50th St,3/30/2018,4/4/2018,4/4/2018,7,1,1,0,6,1,0,0,"",""
3/27/2018,Inspection,Magnuson Park,"","","",2,0,0,0,,,,,"",""
3/28/2018,72-Hour Clean,Simpson Glacier (express lane closure),4/10/2018,4/14/2018,4/14/2018,0,1,0,0,0,1,0,0,"",""
3/28/2018,Hazard,Freeway Park (express lane closure),4/10/2018,4/15/2018,4/15/2018,1,1,0,0,0,0,0,0,"",""
3/29/2018,Obstruction,4th Ave Emphasis Zone,n/a,3/29/2018,3/29/2018,1,0,0,0,1,0,0,0,"",""
3/30/2018,Inspection,Belltown Emphasis Zone (1400 blk of Alaskan),"","","",,,,,,,,,"",""
3/31/2018,Obstruction,Columbia St from Alaskan Way to Post Ave,n/a,3/31/2018,3/31/2018,11,0,0,0,12,0,0,0,"",""
4/2/2018,72-Hour Clean,2nd Ave Ext S & S Washington St,4/3/2018,4/9/2018,4/9/2018,,,,,,,,,"",""
4/2/2018,72-Hour Clean,Ravenna Woods,4/12/2018,4/17/2018,4/17/2018,7,2,0,0,3,2,0,0,"",""
4/2/2018,72-Hour Clean,3901 7th Ave S,"",5/21/2018,5/21/2018,,,,,,,,,"",""
4/2/2018,72-Hour Clean,Airport Way S & S Royal Brougham Way (in ROW),4/26/2018,4/2/2018,4/2/2018,2,1,0,0,1,1,0,0,"",""
4/3/2018,Hazard,W Garfield St & 14th Ave W,N/A,4/3/2018,4/3/2018,0,2,0,0,0,2,0,0,"",""
4/4/2018,72-Hour Clean,I-5 SB sound barrier wall from 70th to 85th,4/12/2018,4/19/2018,4/19/2018,5,1,0,0,1,0,0,0,"",""
4/5/2018,72-Hour Clean,Mercer Corridor,5/1/2018,5/7/2018,5/10/2018,48,4,6,0,11,0,1,0,"",""
4/5/2018,72-Hour Clean,Under I-5 from S Bayview St to Holgate St,4/19/2018,4/25/2018,4/26/2018,15,3,2,0,6,2,2,0,47.5807689,-122.320203
4/5/2018,72-Hour Clean,8650 55th Ave S,3/29/2018,4/5/2018,4/5/2018,0,0,1,0,0,0,1,0,"",""
4/10/2018,72-Hour Clean,Georgetown Pump Station,4/12/2018,4/16/2018,4/16/2018,4,4,0,1,4,0,0,0,"",""
4/12/2018,Inspection,1183 N 128th st,"","","",,,,,,,,,"",""
4/12/2018,Inspection,Green space between I-5 NB Dearborn off-ramp & I-5 NB & south side of Dearborn St under I-5,"","","",,,,,,,,,"",""
4/16/2018,72-Hour Clean,15th & Wheeler St.,5/3/2019,5/9/2019,5/9/2019,4,0,0,0,1,2,0,0,"",""
4/17/2018,Inspection,Fremont Canal Park North End,"","","",,,,,,,,,"",""
4/17/2018,Litter Pick,130th St I-5 SB on-ramp,"","","",,,,,,,,,"",""
4/17/2018,72-Hour Clean,West side of Alaskan Way- Columbia to Yesler,N/A,4/20/2018,4/20/2018,12,0,0,0,11,0,0,0,47.60201332,-122.3375491
4/19/2018,72-Hour Clean,I-5 Southbound at 62nd to 52nd,4/26/2018,5/3/2018,5/3/2018,3,1,0,0,1,1,0,0,"",""
4/19/2018,72-Hour Clean,4th Ave under Yesler Way,4/19/2018,4/25/2018,4/25/2018,14,3,4,0,8,1,2,0,47.6008948,-122.328969
4/23/2018,Litter Pick,1411 Belmont Ave E,"","","",0,0,0,1,,,,,"",""
4/23/2018,Private property,3500 NE 125th St,4/23/2018,"","",0,0,0,0,,,,,"",""
4/24/2018,72-Hour Clean,6th & James,5/18/2018,5/24/2018,5/24/2018,29,1,7,0,18,0,16,0,"",""
4/25/2018,72-Hour Clean,James St. South Bound Exit,5/17/2018,5/23/2018,5/23/2018,19,1,1,0,11,0,0,0,"",""
4/25/2018,72-Hour Clean,6th to 7th/James & Cherry,"",5/24/2018,5/24/2018,,,,,,,,,"",""
4/25/2018,72-Hour Clean,N 107th & Midvale,6/8/2018,6/11/2018,6/11/2018,2,0,0,0,2,0,0,0,"",""
4/25/2018,72-Hour Clean,I-5 SB James st exit,"",5/23/2018,5/23/2018,,,,,,,,,"",""
4/25/2018,Inspection,Terris Pettis Park,"","","",,,,,,,,,"",""
4/25/2018,Obstruction,Pike Place Market Stairs & 1900 Alaskan Way,5/7/2018,5/8/2018,5/8/2018,22,0,0,0,8,0,0,0,"",""
4/25/2018,72-Hour Clean,N 107th & Midvale,"",6/11/2018,6/11/2018,,,,,,,,,"",""
4/25/2018,Litter Pick,N 138th Ave & Linden Ave N (649 N 138th St),"","","",,,,,,,,,"",""
4/26/2018,Inspection,Holman Rd NW between 8th & 9th Ave NW,"","","",2,,,1,,,,,47.69976613,-122.3661675
4/26/2018,Inspection,Fremont Canal Park South End,"","","",0,0,1,0,,,,,"",""
4/27/2018,72-Hour Clean,I-5 Harvard Ave E & Shelby & E Garfield,5/22/2018,5/29/2018,5/29/2018,,,,,,,,,"",""
4/27/2018,72-Hour Clean,Montlake Bill Dawson Trail,4/27/2018,5/2/2018,5/2/2018,1,0,0,0,0,0,0,0,"",""
4/27/2018,72-Hour Clean,"Harvard Ave E Shelby under I-5, I-5 E Garfield","",5/29/2018,5/29/2018,0,2,2,0,0,1,1,0,"",""
5/1/2018,72-Hour Clean,23rd Ave S & S Grand St,5/10/2018,5/14/2018,5/14/2018,0,1,0,0,0,1,0,0,"",""
5/3/2018,72-Hour Clean,I-5 NB to 7th Ave NE from NE 45th St to NE 55th St,"",5/3/2018,5/3/2018,,,,,,,,,"",""
5/4/2018,72-Hour Clean,NB I-5 @ 45th St Exit E Side,5/7/2018,5/14/2018,5/14/2018,11,0,2,0,4,1,0,0,"",""
5/4/2018,Inspection,University Playground,"","","",0,2,0,0,,,,,"",""
5/4/2018,Inspection,Amy Yee Tennis Center,"",5/4/2018,5/4/2018,,,,,,,,,47.58610965,-122.2973572
5/9/2018,Inspection,1216 N 42nd st.,"","","",1,0,0,1,,,,,"",""
5/9/2018,Inspection,Cesar Chavez Park,"","","",1,0,0,0,,,,,"",""
5/10/2018,72-Hour Clean,4th & Yesler,5/10/2018,5/15/2018,5/15/2018,7,0,3,0,4,0,1,0,"",""
5/10/2018,72-Hour Clean,4th Ave S between S. Dawson & S Bennett,5/18/2018,5/21/2018,5/21/2018,2,1,0,9,1,0,0,3,"",""
5/10/2018,72-Hour Clean,I-5 NB offramp @ NE 65th St & NE Ravenna Blvd,"","","",1,0,0,0,,,,,47.6758709,-122.3223639
5/11/2018,72-Hour Clean,Alaskan Way-University St to Marion St,5/11/2018,5/15/2018,5/15/2018,24,1,0,0,11,0,0,0,"",""
5/11/2018,72-Hour Clean,Alaskan Way- University St to Marion St,5/11/2018,5/15/2018,5/15/2018,24,1,0,0,11,0,0,0,"",""
5/15/2018,Litter Pick,6th & James,"",5/15/2018,5/15/2018,,,,,,,,,"",""
5/17/2018,72-Hour Clean,Alaskan Way to Post Ave from Marion St to Yesler Way & Alaskan Way to 1st Ave S from Yesler Way to S Jackson St,5/17/2018,5/21/2018,5/21/2018,15,0,1,0,10,2,0,0,"",""
5/17/2018,72-Hour Clean,Alaskan Way S jackson to Marion St,5/18/2018,5/21/2018,5/21/2018,15,0,1,0,10,2,0,0,"",""
5/18/2018,72-Hour Clean,Fremont Canal Park,"",5/22/2018,5/22/2018,1,1,0,0,,,,,"",""
5/18/2018,72-Hour Clean,8th & Columbia,5/18/2018,5/22/2018,5/22/2018,8,0,0,0,6,0,0,0,"",""
5/18/2018,72-Hour Clean,Fremont Canal Park North,5/18/2018,5/22/2018,5/22/2018,4,1,0,1,4,1,0,0,"",""
5/18/2018,72-Hour Clean,8th & Columbia,5/18/2018,5/22/2018,5/22/2018,8,0,0,0,6,0,0,0,"",""
5/22/2018,Obstruction,4th Ave & Yesler,"",5/22/2018,5/23/2018,5,0,0,0,5,0,0,0,"",""
5/23/2018,Obstruction,Alaskan Way & Union St,5/23/2018,5/23/2018,5/23/2018,,,,,,,,,"",""
5/24/2018,72-Hour Clean,Magnuson Park,"",5/30/2018,5/30/2018,,,,,,,,,"",""
5/24/2018,Obstruction,Ravenna Park,"",5/24/2018,5/24/2018,2,2,0,0,4,1,0,0,"",""
5/25/2018,Inspection,2011 NE 61st St.,"","","",,,,,,,,,"",""
5/25/2018,Inspection,729 NE Ravenna Blvd.,"","","",,,,,,,,,"",""
5/25/2018,Inspection,685 NE Ravenna Blvd.,"","","",,,,,,,,,"",""
5/25/2018,Inspection,771 NE Ravenna Blvd.,"","","",,,,,,,,,"",""
5/25/2018,Inspection,551 NE 60th,"","","",,,,,,,,,"",""
5/25/2018,Inspection,2275 NE 60th St.,"","","",,,,,,,,,"",""
5/25/2018,Inspection,2264 NE 60th St.,"","","",,,,,,,,,"",""
5/25/2018,72-Hour Clean,6th Ave S from S Alaska St to S Nevada St,5/25/2018,5/30/2018,5/30/2018,1,0,0,13,0,0,0,7,"",""
5/29/2018,72-Hour Clean,Poplar Pl S & S Bush St,6/8/2018,6/14/2018,6/15/2018,28,4,0,4,15,10,0,3,"",""
5/29/2018,Obstruction,Ravenna Blvd,"",5/29/2018,"",,,,,,,,,"",""
5/29/2018,Obstruction,Alaskan Way-Columbia to S Jackson & to 1st Ave S,"",6/6/2018,6/6/2018,,,,,,,,,"",""
5/29/2018,Inspection,I-90 Metro Stairs,"",5/29/2018,5/29/2018,9,1,2,0,,,,,"",""
5/31/2018,72-Hour Clean,2nd Ave between Main & Washington St,5/31/2018,6/6/2018,6/6/2018,15,5,7,0,12,2,4,0,"",""
5/31/2018,72-Hour Clean,6th to 7th/James & Cherry,5/31/2018,6/7/2018,6/7/2018,13,0,0,0,19,1,6,0,"",""
5/31/2018,72-Hour Clean,2nd Ave Ext S & S Washington St,5/31/2018,5/31/2018,5/31/2018,,,,,,,,,"",""
5/31/2018,Litter Pick,771 NE Ravenna Blvd.,"",5/31/2018,5/31/2018,,,,,,,,,"",""
5/31/2018,Litter Pick,I-5 NB 50th St on-ramp,"",5/31/2018,5/31/2018,,,,,,,,,"",""
6/1/2018,Obstruction,217 Yesler Way (in front of Frye Apts),6/1/2018,6/5/2018,6/5/2018,0,1,0,0,0,0,1,0,"",""
6/1/2018,Inspection,Lincoln Park,"","","",,,,,,,,,"",""
6/1/2018,72-Hour Clean,217 Yesler Way (infront of Frye Apartments),6/1/2018,6/1/2018,6/1/2018,,,,,,,,,"",""
6/4/2018,72-Hour Clean,Myers Way,9/20/2018,9/24/2018,9/27/2018,12,44,0,1,38,22,0,0,"",""
6/4/2018,Emphasis Zone,S Spokane Street bike trail,"",6/4/2018,6/4/2018,,,,,,,,,"",""
6/4/2018,Emphasis Zone,East Duwamish Greenbelt,"",6/4/2018,6/5/2018,,,,,,,,,"",""
6/5/2018,72-Hour Clean,4th Ave at Royal Brougham,"",6/5/2018,6/5/2018,,,,,,,,,"",""
6/5/2018,Emphasis Zone,4th Ave at Royal Brougham,"",6/5/2018,6/5/2018,,,,,,,,,"",""
6/6/2018,Emphasis Zone,Water Front,"",6/6/2018,6/6/2018,,,,,,,,,"",""
6/7/2018,Emphasis Zone,Mercer Corridor,"",6/7/2018,6/14/2018,,,,,,,,,"",""
6/8/2018,72-Hour Clean,4th Ave & Walker,6/13/2018,6/13/2018,6/13/2018,14,3,0,4,6,4,0,6,"",""
6/8/2018,72-Hour Clean,3rd Ave & Royal Brougham,6/8/2018,6/12/2018,6/12/2018,16,6,1,28,7,5,0,7,"",""
6/12/2018,72-Hour Clean,University Playground,"",6/15/2018,"",,,,,,,,,"",""
6/12/2018,72-Hour Clean,Kinnear Park,7/3/2018,7/10/2018,7/10/2018,14,0,0,0,7,0,1,0,"",""
6/12/2018,Obstruction,NW 46th St & 15th Ave Nw,"",6/12/2018,6/12/2018,,,,,,,,,"",""
6/12/2018,Inspection,Green Lake,"","","",,,,,,,,,"",""
6/12/2018,Inspection,Ravenna Woods,"","","",,,,,,,,,"",""
6/13/2018,Inspection,I-5 SB under Yesler overpass,"","","",,,,,,,,,"",""
6/13/2018,Inspection,3rd & Mercer,"","","",,,,,,,,,"",""
6/13/2018,72-Hour Clean,Weedin Pl NE & NE 69th St,6/22/2018,6/28/2018,6/28/2018,3,0,2,0,4,0,0,0,47.67880515,-122.3213701
6/13/2018,Litter Pick,I-5 SB under Yesler overpass,"",6/13/2018,6/13/2018,,,,,,,,,"",""
6/14/2018,72-Hour Clean,8th Ave S & S Weller St,6/14/2018,6/20/2018,6/20/2018,3,1,0,0,3,1,0,0,"",""
6/14/2018,Inspection,Yesler Terrace & Harborview,"","","",,,,,,,,,"",""
6/14/2018,72-Hour Clean,10th Ave S & S Weller St,6/15/2018,6/21/2018,6/21/2018,1,1,0,0,1,1,2,0,"",""
6/15/2018,72-Hour Clean,Woodland Park,6/15/2018,6/19/2018,6/19/2018,4,1,1,0,5,0,0,0,"",""
6/16/2018,Hazard,Freeway Park (express lane closure),"",6/16/2018,6/16/2018,1,0,1,0,1,0,1,0,"",""
6/18/2018,72-Hour Clean,1506 E Spring,7/3/2018,7/9/2018,7/9/2018,1,0,1,0,0,0,1,0,"",""
6/18/2018,Obstruction,4th Ave under Yesler Way,"",6/18/2018,6/18/2018,7,0,2,0,7,0,2,0,"",""
6/18/2018,Inspection,1350 E Thomas st,"","","",1,0,0,0,,,,,47.62117325,-122.3150853
6/18/2018,72-Hour Clean,Green space & wetlands between 509 & W Marginal Way S,6/18/2018,6/22/2018,6/22/2018,1,0,0,0,0,1,0,0,"",""
6/18/2018,72-Hour Clean,Green space & wetlands between 509 & 2nd Ave SW,6/18/2018,6/25/2018,6/25/2018,11,1,0,5,9,0,0,5,"",""
6/18/2018,Obstruction,Columbia St from Alaskan Way to Post Ave,6/18/2018,6/18/2018,6/13/2018,7,0,0,0,7,0,0,0,"",""
6/18/2018,Obstruction,Alaskan Way S from Yesler to Columbia,6/18/2018,6/18/2018,6/18/2018,1,0,0,0,1,0,0,0,"",""
6/18/2018,Inspection,1451 E Republican,"","","",,,,,,,,,"",""
6/18/2018,Inspection,2571 W Montlake Pl E,"","","",,,,,,,,,"",""
6/18/2018,Inspection,2909 E Union St,"","","",,,,,,,,,"",""
6/18/2018,72-Hour Clean,Ravenna Park,"",6/18/2018,6/18/2018,,,,,,,,,"",""
6/19/2018,72-Hour Clean,Dearborn Corridor,6/21/2018,6/25/2018,6/27/2018,34,5,6,0,24,2,5,0,"",""
6/19/2018,Inspection,Airport Way S & Corson Ave S,"","","",2,0,1,0,,,,,"",""
6/19/2018,72-Hour Clean,Carkeek Park,7/6/2018,7/11/2018,7/12/2018,7,0,2,0,4,0,1,0,"",""
6/19/2018,72-Hour Clean,Denny St underpass to John St & Eastlake Ave E,6/29/2019,7/2/2018,7/2/2018,14,0,0,0,3,0,0,0,"",""
6/19/2018,Obstruction,Alaskan Way to 1st Ave S from S Washington St to S Jackson St,"",6/19/2018,6/19/2018,,,,,,,,,"",""
6/19/2018,72-Hour Clean,3rd Ave from Clay St to Denny Way,6/29/2018,7/3/2018,7/3/2018,16,1,1,0,9,1,1,0,"",""
6/19/2018,Clean - No Campers,5th Ave S & S Michigan St,"","","",0,0,0,0,,,,,47.5464951,-122.3283804
6/20/2018,72-Hour Clean,NE 80th St & 2nd Ave NE/I-5,6/22/2018,6/28/2018,6/28/2018,8,0,0,0,2,0,0,0,"",""
6/20/2018,Hazard,Yale St I-5 SB on-ramp,"",6/20/2018,6/20/2018,,,,,,,,,"",""
6/20/2018,Obstruction,S Main St from Alaskan Way to 1st Ave S,"",6/20/2018,6/20/2018,,,,,,,,,"",""
6/20/2018,Obstruction,City Hall Park,"",6/20/2018,6/20/2018,,,,,,,,,"",""
6/20/2018,Obstruction,S Main st from 2nd Ave S to 3rd Ave S,"",6/20/2018,6/20/2018,,,,,,,,,"",""
6/20/2018,Obstruction,4th Ave under Yesler Way,"",6/20/2018,6/20/2018,,,,,,,,,"",""
6/21/2018,Obstruction,S Jackson St from Alaskan Way to 1st Ave S,"",6/21/2018,6/21/2018,,,,,,,,,"",""
6/21/2018,Obstruction,Alaskan Way from Columbia St to Madison St,"",6/21/2018,6/21/2018,,,,,,,,,"",""
6/21/2018,Obstruction,City Hall Park,"",6/21/2018,6/21/2018,,,,,,,,,"",""
6/22/2018,72-Hour Clean,Queen Anne Greenbelt East,8/2/2018,8/8/2018,8/10/2018,5,4,1,0,3,1,1,0,"",""
6/25/2018,Obstruction,10th Ave S & S Weller St,6/25/2018,6/25/2018,6/25/2018,0,1,0,0,0,1,0,0,"",""
6/25/2018,Obstruction,8th Ave S & S Weller St,6/25/2018,6/25/2018,6/25/2018,2,0,0,0,2,0,0,0,"",""
6/26/2018,Emphasis Zone,4th Ave at Royal Brougham,"",6/26/2018,6/26/2018,,,,,,,,,"",""
6/26/2018,Obstruction,S Main st from 2nd Ave S to 3rd Ave S,"",6/26/2018,6/26/2018,,,,,,,,,"",""
6/26/2018,72-Hour Clean,N 38th St & Fremont Way N,8/30/2018,9/4/2018,9/4/2018,12,2,0,0,12,0,0,0,"",""
6/26/2018,Clean - No Campers,Ballard Bridge (North End) 15th Ave NW & NW 46th St,"",n/a,n/a,0,0,0,0,,,,,"",""
6/28/2018,Litter Pick,International District & I-5,"",6/28/2018,6/28/2018,,,,,,,,,"",""
6/28/2018,Obstruction,S Main St from Alaskan Way to 1st Ave S,"",6/28/2018,6/28/2018,,,,,,,,,"",""
6/28/2018,Obstruction,2nd Ave S to 3rd Ave S from S Washington St to S Main St,"",6/28/2018,6/28/2018,,,,,,,,,"",""
6/29/2018,72-Hour Clean,Gas Works Park,6/29/2018,7/3/2018,7/3/2018,0,0,1,0,0,0,0,0,"",""
6/29/2018,72-Hour Clean,Albert Davis Park,6/29/2018,7/5/2018,7/5/2018,0,0,3,0,0,0,3,0,"",""
6/29/2018,72-Hour Clean,Albert Davis Park,6/29/2018,7/5/2018,7/5/2018,0,0,0,0,0,0,3,0,"",""
6/29/2018,72-Hour Clean,Lake City Mini Park,6/29/2018,7/5/2018,7/5/2018,0,0,1,0,0,0,0,0,"",""
6/29/2018,72-Hour Clean,Elliott Ave tunnel under Olympic Sculpture Park,6/29/2018,7/5/2018,7/5/2018,7,0,0,0,6,0,0,0,"",""
6/29/2018,72-Hour Clean,S Hill & 22nd Ave S,7/5/2018,7/11/2018,7/11/2018,10,1,0,36,2,1,0,6,"",""
7/1/2018,72-Hour Clean,Ballard Library sidewalk on NW 57th St,7/20/2018,7/25/2018,7/25/2018,2,2,2,0,,,,,47.67012749,-122.3843138
7/2/2018,72-Hour Clean,Dearborn Corridor,8/9/2018,8/15/2018,8/17/2018,24,3,3,0,10,2,0,0,"",""
7/2/2018,Inspection,Broadway Ave E & Harvard Ave E (EB  520 ramp),"","","",2,0,0,1,,,,,"",""
7/2/2018,Inspection,10th Ave E (East side) & 520,"","","",1,0,0,0,,,,,"",""
7/2/2018,Emphasis Zone,Yesler Terrace & Harborview,"","","",,,,,,,,,"",""
7/2/2018,Obstruction,2nd Ave S to 3rd Ave S from S Washington St to S Main St,"",7/2/2018,7/2/2018,,,,,,,,,"",""
7/2/2018,Obstruction,4th Ave under Yesler Way,"",7/2/2018,7/2/2018,,,,,,,,,"",""
7/2/2018,Obstruction,Alaskan Way from Yesler Way to S Main St,"",7/2/2018,7/2/2018,,,,,,,,,"",""
7/2/2018,72-Hour Clean,3600-3900 Leary Way NW,7/13/2018,7/17/2018,7/17/2018,7,0,4,6,1,1,0,1,"",""
7/2/2018,Litter Pick,8th Ave NW & NW 43rd St,"",7/17/2018,7/17/2018,0,0,0,9,0,0,0,0,"",""
7/2/2018,72-Hour Clean,5th Ave NE & NE Maple Leaf Pl,7/13/2018,7/19/2018,7/19/2018,3,0,0,0,2,0,0,0,"",""
7/2/2018,72-Hour Clean,Canal Reserve (2137 E Hamlin St),"",7/2/2018,7/2/2018,0,0,0,0,,,,,"",""
7/2/2018,Litter Pick,34th Ave NW & NW 54th St,"",7/2/2018,7/2/2018,0,0,0,0,,,,,"",""
7/3/2018,Emphasis Zone,Yesler Terrace & Harborview,"","","",,,,,,,,,"",""
7/3/2018,Obstruction,2nd Ave S to 3rd Ave S from S Washington St to S Main St,"",7/3/2018,7/3/2018,,,,,,,,,"",""
7/3/2018,Obstruction,Alaskan Way to Western Ave from Yesler Way to Madison St,"",7/3/2018,7/3/2018,,,,,,,,,"",""
7/3/2018,Inspection,3200 Colorado Ave S,"",7/3/2018,7/3/2018,,,,,,,,,"",""
7/5/2018,Obstruction,Warren PL from Denny Way to 1st Ave,"",7/5/2018,7/5/2018,,,,,,,,,"",""
7/5/2018,Obstruction,2nd Ave S to 3rd Ave S from S Washington St to S Main St,"","","",,,,,,,,,"",""
7/5/2018,Obstruction,Alaskan Way from Yesler Way to S King St,"","","",,,,,,,,,"",""
7/6/2018,72-Hour Clean,6th & Yesler,7/13/2018,7/18/2018,7/18/2018,12,0,0,0,9,0,0,0,"",""
7/6/2018,72-Hour Clean,I-5 NB 45th St exit to 50th St,"",8/13/2018,"",,,,,,,,,"",""
7/9/2018,72-Hour Clean,Thornton Creek - NE 95th St & Sand Point Way NE,7/19/2018,7/23/2018,7/23/2018,5,0,0,0,4,0,0,2,"",""
7/9/2018,Obstruction,City Hall Park,"",7/9/2018,7/9/2018,,,,,,,,,"",""
7/9/2018,Obstruction,2nd Ave S to 3rd Ave S from S Washington St to S Main St,"",7/9/2018,7/9/2018,,,,,,,,,"",""
7/9/2018,Obstruction,S Main St from Alaskan Way to 1st Ave S,"",7/9/2018,7/9/2018,,,,,,,,,"",""
7/9/2018,Obstruction,4th Ave under Yesler Way,"",7/9/2018,7/9/2018,,,,,,,,,"",""
7/9/2018,Obstruction,Alaskan Way from Yesler Way to S King St,"",7/9/2018,7/9/2018,,,,,,,,,"",""
7/9/2018,Obstruction,Ballard Commons Park,7/9/2018,7/9/2018,7/9/2018,1,0,2,0,1,0,2,0,"",""
7/9/2018,Litter Pick,Dearborn Corridor,"",7/9/2018,"",,,,,,,,,"",""
7/10/2018,Obstruction,2nd Ave S to 3rd Ave S from S Washington St to S Main St,"",7/10/2018,7/10/2018,,,,,,,,,"",""
7/10/2018,Obstruction,City Hall Park,"",7/10/2018,7/10/2018,,,,,,,,,"",""
7/10/2018,Obstruction,S Main St from Alaskan Way to 1st Ave S,"",7/10/2018,7/10/2018,,,,,,,,,"",""
7/10/2018,Obstruction,4th Ave under Yesler Way,"",7/10/2018,7/10/2018,,,,,,,,,"",""
7/10/2018,Obstruction,Denny Way to 5th Ave from Taylor Ave to Vine St,1/13/2018,7/19/2018,7/19/2018,5,0,0,0,0,0,0,0,"",""
7/10/2018,Emphasis Zone,International District & I-5,"",7/9/2018,7/9/2018,,,,,5,0,2,0,"",""
7/10/2018,72-Hour Clean,Utah Ave S from S Atlantic St to S Stacey St,7/13/2018,7/18/2018,7/18/2018,12,1,1,15,3,3,1,5,"",""
7/10/2018,72-Hour Clean,Kinnear Park,8/17/2018,8/22/2018,8/22/2018,8,0,3,0,7,0,5,0,47.62696282,-122.3671389
7/11/2018,Emphasis Zone,Mercer Corridor,"",7/11/2018,7/12/2018,,,,,,,,,"",""
7/11/2018,Hazard,under SR 99 at Alaskan Way S (in WSDOT construction area),"",7/11/2018,7/11/2018,,,,,,,,,"",""
7/11/2018,Obstruction,Alaskan Way from King St to Spring St & Alaskan Way to Western Ave,"",7/11/2018,7/11/2018,,,,,,,,,"",""
7/11/2018,72-Hour Clean,8th Ave S & S Massachusetts St,8/2/2018,8/7/2018,8/7/2018,12,0,0,1,12,1,0,0,"",""
7/11/2018,72-Hour Clean,S Massachusetts St & 6th Ave,"",8/7/2018,"",12,1,0,5,,,,,"",""
7/12/2018,72-Hour Clean,Christie Park,7/12/2018,7/16/2018,7/16/2018,0,1,1,0,0,1,0,0,"",""
7/12/2018,72-Hour Clean,Licton Springs Park,7/12/2018,7/19/2018,7/19/2018,0,0,2,0,0,0,2,0,"",""
7/12/2018,Obstruction,2nd Ave S to 3rd Ave S from S Washington St to S Main St,"",7/12/2018,7/12/2018,,,,,,,,,"",""
7/12/2018,Obstruction,4th Ave under Yesler Way,"",7/12/2018,7/12/2018,,,,,,,,,"",""
7/12/2018,72-Hour Clean,Ballard Gymnastics Academy,7/12/2018,7/16/2018,7/16/2018,2,2,0,0,1,1,0,0,"",""
7/12/2018,72-Hour Clean,Fremont Canal Park,7/12/2018,7/17/2018,7/17/2018,0,0,1,0,3,1,0,0,"",""
7/12/2018,72-Hour Clean,Mineral Springs Park,"",7/12/2018,7/12/2018,,,,,,,,,"",""
7/13/2018,Inspection,Myers Way,"","","",,,,,,,,,N/A,N/A
