Date of Action,Unique ID,Action,Location Name,Tents Cleared,Living Structure Count,RV Count
11/15/2024,68977,Resolved - Obstruction,Broadway Hill Park,2,0,0
12/13/2024,71359,Resolved - Obstruction,Broadway Hill Park,2,0,0
12/23/2024,72176,Resolved - Obstruction,Broadway Hill Park,3,0,0
8/8/2024,58502,Resolved - Obstruction,Williams Place Park,1,0,0
12/12/2024,71225,Resolved - Obstruction,Williams Place Park,1,0,0
2/2/2024,36121,Resolved - Obstruction,UGM Vicinity (S Washington to S Jackson from 2nd - 3rd Ave),1,0,0
3/1/2024,38947,Resolved - Obstruction,UGM Vicinity (S Washington to S Jackson from 2nd - 3rd Ave),3,0,0
3/20/2024,41307,Resolved - Obstruction,UGM Vicinity (S Washington to S Jackson from 2nd - 3rd Ave),1,0,0
3/25/2024,41865,Resolved - Obstruction,UGM Vicinity (S Washington to S Jackson from 2nd - 3rd Ave),3,0,0
4/8/2024,43565,Resolved - Obstruction,UGM Vicinity (S Washington to S Jackson from 2nd - 3rd Ave),1,0,0
4/12/2024,44233,Resolved - Obstruction,UGM Vicinity (S Washington to S Jackson from 2nd - 3rd Ave),1,0,0
4/16/2024,44767,Resolved - Obstruction,UGM Vicinity (S Washington to S Jackson from 2nd - 3rd Ave),1,0,0
11/12/2024,68561,Resolved - Obstruction,UGM Vicinity (S Washington to S Jackson from 2nd - 3rd Ave),1,0,0
12/23/2024,72195,Resolved - Obstruction,UGM Vicinity (S Washington to S Jackson from 2nd - 3rd Ave),1,0,0
1/9/2024,33749,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,2,0,0
2/16/2024,37589,Resolved - Advanced Notice Obstruction,S Jackson St & S King St under I-5 Vicinity,4,0,0
3/7/2024,39766,Resolved - Advanced Notice Obstruction,S Jackson St & S King St under I-5 Vicinity,4,0,0
3/14/2024,40652,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,2,0,0
4/1/2024,42748,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,2,0,0
5/7/2024,47278,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
8/16/2024,59660,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,5,0,0
8/20/2024,59948,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,2,0,0
8/23/2024,60363,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
9/13/2024,62589,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,2,0,0
9/30/2024,64475,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
10/24/2024,66867,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,5,0,0
10/25/2024,67010,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
10/28/2024,67206,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,0,0,0
10/31/2024,67513,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
11/14/2024,68887,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
11/19/2024,69288,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,2,0,0
11/22/2024,69673,Resolved - Advanced Notice Obstruction,S Jackson St & S King St under I-5 Vicinity,7,0,0
11/25/2024,69814,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,2,0,0
11/26/2024,69965,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,2,0,0
12/2/2024,70252,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
12/3/2024,70348,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
12/9/2024,70903,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
12/11/2024,71140,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
12/16/2024,71596,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
12/17/2024,71739,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,2,0,0
12/23/2024,72197,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,2,0,0
12/27/2024,72545,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,0,0
5/31/2024,50193,Resolved - Advanced Notice Obstruction,Othello Park ,1,0,0
3/26/2024,42016,RV Remediation,22nd Ave S & S Hill St Vicinity,2,3,0
3/26/2024,42030,Resolved - Scheduled,22nd Ave S & S Hill St Vicinity,5,0,0
7/3/2024,54054,RV Remediation,22nd Ave S & S Hill St Vicinity,1,0,0
7/3/2024,54063,Resolved - Scheduled,22nd Ave S & S Hill St Vicinity,0,0,0
8/13/2024,59046,Resolved - Obstruction,22nd Ave S & S Hill St Vicinity,1,0,0
10/1/2024,64568,RV Remediation,22nd Ave S & S Hill St Vicinity,0,0,1
10/1/2024,64575,Resolved - Scheduled,22nd Ave S & S Hill St Vicinity,0,0,0
4/19/2024,45330,Resolved - Advanced Notice Obstruction,8th Ave S & S Lander St Vicinity,1,0,0
5/21/2024,49086,Resolved - Advanced Notice Obstruction,8th Ave S & S Lander St Vicinity,1,0,0
2/26/2024,38380,Resolved - Scheduled,Harrison St to Thomas St and Pontius Ave N to Minor Ave N (ROW Cascade Playground Vicinity),0,0,0
2/28/2024,38657,Resolved - Obstruction,Harrison St to Thomas St and Pontius Ave N to Minor Ave N (ROW Cascade Playground Vicinity),1,0,0
5/15/2024,48390,Resolved - Obstruction,Harrison St to Thomas St and Pontius Ave N to Minor Ave N (ROW Cascade Playground Vicinity),1,0,0
6/4/2024,50569,Resolved - Obstruction,Harrison St to Thomas St and Pontius Ave N to Minor Ave N (ROW Cascade Playground Vicinity),1,0,0
10/23/2024,66699,Resolved - Advanced Notice Obstruction,Harrison St to Thomas St and Pontius Ave N to Minor Ave N (ROW Cascade Playground Vicinity),1,0,0
11/21/2024,69523,Resolved - Obstruction,Harrison St to Thomas St and Pontius Ave N to Minor Ave N (ROW Cascade Playground Vicinity),1,0,0
8/19/2024,59781,Resolved - Advanced Notice Obstruction,Martin Luther King Jr Memorial Park,3,0,0
8/27/2024,60720,Resolved - Advanced Notice Obstruction,Martin Luther King Jr Memorial Park,0,0,0
2/27/2024,38505,Resolved - Obstruction,Meridian Playground ,2,0,0
7/25/2024,56869,Resolved - Obstruction,Meridian Playground ,1,0,0
7/17/2024,55699,Resolved - Obstruction,14th Ave W & W Garfield (behind the businesses),5,0,0
8/27/2024,60675,Resolved - Advanced Notice Obstruction,14th Ave NW from NW Market St to NW Leary Way,4,0,0
12/24/2024,72253,Resolved - Advanced Notice Obstruction,14th Ave NW from NW Market St to NW Leary Way,1,0,0
9/4/2024,61456,Resolved - Obstruction,NW 53rd St from 14th Ave NW to 15th Ave NW,3,0,0
9/25/2024,63872,Resolved - Scheduled,NW 53rd St from 14th Ave NW to 15th Ave NW,0,0,0
9/25/2024,63927,RV Remediation,NW 53rd St from 14th Ave NW to 15th Ave NW,0,0,3
10/28/2024,67158,Resolved - Advanced Notice Obstruction,Seven Hills Park ,0,0,0
1/2/2024,32955,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
1/3/2024,33116,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
1/4/2024,33202,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
1/8/2024,33601,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
1/9/2024,33780,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
1/10/2024,33856,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
1/17/2024,34339,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
1/19/2024,34584,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
1/22/2024,34774,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
1/23/2024,34975,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
1/24/2024,35067,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
1/26/2024,35290,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
1/29/2024,35426,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
1/30/2024,35584,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
1/31/2024,35791,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
2/1/2024,35862,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
2/2/2024,36097,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
2/5/2024,36243,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,4,0,0
2/6/2024,36466,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
2/8/2024,36676,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
2/12/2024,36886,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
2/13/2024,37060,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
2/14/2024,37307,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
2/15/2024,37396,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
2/20/2024,37772,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
2/23/2024,38202,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
2/26/2024,38441,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
2/27/2024,38520,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
2/28/2024,38686,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
2/29/2024,38784,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/4/2024,39116,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
3/5/2024,39351,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
3/6/2024,39508,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
3/7/2024,39693,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
3/8/2024,39853,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/11/2024,40067,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
3/12/2024,40219,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/13/2024,40365,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/14/2024,40544,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/18/2024,40940,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
3/19/2024,41121,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
3/20/2024,41245,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/21/2024,41393,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/22/2024,41594,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/25/2024,41822,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/26/2024,41981,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
3/27/2024,42204,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/28/2024,42272,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
4/1/2024,42735,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
4/2/2024,42809,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
4/3/2024,43013,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
4/4/2024,43106,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
4/8/2024,43500,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
4/10/2024,43898,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
4/11/2024,44022,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
4/12/2024,44208,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
4/15/2024,44512,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
4/16/2024,44657,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
4/17/2024,44861,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
4/18/2024,45075,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
4/19/2024,45326,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
4/22/2024,45409,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
4/23/2024,45582,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
4/24/2024,45679,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
4/25/2024,45834,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
4/26/2024,45965,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
4/30/2024,46421,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
5/2/2024,46690,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
5/3/2024,46909,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
5/6/2024,47127,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
5/10/2024,47721,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
5/13/2024,48065,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
5/14/2024,48179,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
5/15/2024,48413,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
5/16/2024,48525,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
5/21/2024,48997,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
5/23/2024,49293,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
5/24/2024,49418,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
5/31/2024,50074,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
6/4/2024,50511,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
6/6/2024,50776,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
6/7/2024,50942,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
6/10/2024,51100,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,4,0,0
6/11/2024,51296,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
6/13/2024,51587,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,5,0,0
6/14/2024,51743,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
6/17/2024,51954,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,4,0,0
6/18/2024,52126,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
6/25/2024,52736,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
6/25/2024,52860,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
6/26/2024,52925,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
6/28/2024,53350,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
7/1/2024,53674,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
7/2/2024,53773,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
7/3/2024,53907,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
7/5/2024,54159,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
7/9/2024,54511,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
7/10/2024,54670,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
7/12/2024,55195,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
7/15/2024,55309,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
7/16/2024,55511,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
7/17/2024,55706,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
7/18/2024,55836,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
7/19/2024,55965,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
7/23/2024,56398,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
7/24/2024,56549,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
7/25/2024,56777,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
7/26/2024,56998,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
7/29/2024,57172,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
7/30/2024,57289,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/2/2024,57799,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/5/2024,58036,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
8/6/2024,58182,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/7/2024,58353,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/8/2024,58488,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
8/9/2024,58650,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/12/2024,58821,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/13/2024,58953,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/14/2024,59117,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,0,0,0
8/15/2024,59292,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
8/16/2024,59497,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
8/16/2024,59639,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
8/20/2024,59860,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/22/2024,60146,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/23/2024,60281,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/27/2024,60606,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
8/29/2024,60966,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
8/30/2024,61034,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
9/3/2024,61245,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
9/4/2024,61388,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
9/5/2024,61529,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
9/11/2024,62168,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
9/13/2024,62445,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,4,0,0
9/18/2024,62960,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
9/19/2024,63141,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
9/20/2024,63312,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
9/23/2024,63555,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
9/24/2024,63704,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
9/25/2024,63845,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
9/26/2024,64000,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
9/27/2024,64122,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
10/3/2024,64804,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
10/8/2024,65239,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
10/10/2024,65501,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,0,0,0
10/11/2024,65720,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
10/16/2024,66009,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
10/17/2024,66130,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
10/18/2024,66288,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
10/21/2024,66453,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
10/23/2024,66697,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
10/25/2024,67011,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
10/28/2024,67123,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
10/29/2024,67302,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
10/30/2024,67395,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
10/31/2024,67525,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
11/4/2024,67755,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
11/5/2024,67909,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
11/7/2024,68186,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
11/8/2024,68371,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
11/12/2024,68466,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
11/13/2024,68695,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
11/15/2024,68931,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
11/19/2024,69266,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
11/22/2024,69646,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
11/25/2024,69782,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
11/27/2024,70037,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
12/2/2024,70214,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,0,0,0
12/5/2024,70510,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
12/10/2024,70974,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
12/12/2024,71175,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,0,0
12/13/2024,71301,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,4,0,0
12/16/2024,71488,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,5,0,0
12/17/2024,71624,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,4,0,0
12/19/2024,72025,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
12/20/2024,72029,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,4,0,0
12/24/2024,72308,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
12/26/2024,72412,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
12/27/2024,72543,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,0,0
12/30/2024,72736,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,0,0
3/8/2024,39883,Resolved - Obstruction,Alleyway from James St to Cherry St,1,0,0
3/15/2024,40805,Resolved - Obstruction,Alleyway from James St to Cherry St,0,0,0
3/18/2024,40976,Resolved - Obstruction,Alleyway from James St to Cherry St,1,0,0
3/20/2024,41241,Resolved - Obstruction,Alleyway from James St to Cherry St,1,0,0
4/2/2024,42881,Resolved - Obstruction,Alleyway from James St to Cherry St,2,0,0
5/3/2024,46836,Resolved - Obstruction,Alleyway from James St to Cherry St,1,0,0
9/17/2024,62913,Resolved - Obstruction,Alleyway from James St to Cherry St,0,0,0
9/18/2024,63065,Resolved - Obstruction,Alleyway from James St to Cherry St,0,0,0
9/19/2024,63247,Resolved - Obstruction,Alleyway from James St to Cherry St,0,0,0
10/22/2024,66637,Resolved - Obstruction,Alleyway from James St to Cherry St,0,0,0
10/23/2024,66737,Resolved - Obstruction,Alleyway from James St to Cherry St,0,0,0
10/29/2024,67330,Resolved - Obstruction,Alleyway from James St to Cherry St,0,0,0
11/19/2024,69278,Resolved - Obstruction,Alleyway from James St to Cherry St,0,0,0
12/11/2024,71130,Resolved - Obstruction,Alleyway from James St to Cherry St,0,0,0
5/30/2024,49828,Resolved - Scheduled,Erickson PL NE from NE 137th St to NE 135th St,0,0,0
5/30/2024,49969,RV Remediation,Erickson PL NE from NE 137th St to NE 135th St,1,0,0
5/8/2024,47468,Resolved - Scheduled,Ravenna Park (East boundaries to 20th Ave NE),6,0,0
5/17/2024,48686,Resolved - Advanced Notice Obstruction,Ravenna Park (East boundaries to 20th Ave NE),1,0,0
7/12/2024,55184,Resolved - Obstruction,Ravenna Park (East boundaries to 20th Ave NE),1,0,0
7/16/2024,55592,Resolved - Advanced Notice Obstruction,Ravenna Park (East boundaries to 20th Ave NE),2,0,0
8/9/2024,58711,Resolved - Obstruction,Ravenna Park (East boundaries to 20th Ave NE),3,0,0
8/28/2024,60814,Resolved - Obstruction,Ravenna Park (East boundaries to 20th Ave NE),2,0,0
10/2/2024,64677,Resolved - Advanced Notice Obstruction,Ravenna Park (East boundaries to 20th Ave NE),1,0,0
10/17/2024,66163,Resolved - Obstruction,Ravenna Park (East boundaries to 20th Ave NE),2,0,0
12/3/2024,70306,Resolved - Obstruction,Ravenna Park (East boundaries to 20th Ave NE),1,0,0
3/6/2024,39478,Resolved - Scheduled,Mercer St from 2nd Ave N to Warren Ave N,14,0,0
6/14/2024,51775,Resolved - Obstruction,Mercer St from 2nd Ave N to Warren Ave N,1,0,0
6/27/2024,53266,Resolved - By Outreach,Mercer St from 2nd Ave N to Warren Ave N,1,0,0
8/29/2024,60965,Resolved - Obstruction,Mercer St from 2nd Ave N to Warren Ave N,1,0,0
10/16/2024,66067,Resolved - Obstruction,Mercer St from 2nd Ave N to Warren Ave N,1,0,0
5/23/2024,49348,Resolved - Obstruction,Pinehurst Playground,3,0,0
7/3/2024,53938,Resolved - Advanced Notice Obstruction,Pinehurst Playground,0,0,0
8/13/2024,59016,Resolved - Obstruction,3rd Ave between Pike St & Union St,0,0,0
9/24/2024,63706,Resolved - Advanced Notice Obstruction,Burke Gilman Trai from 1st Ave NE to Eastern Ave N,1,0,0
7/30/2024,57325,Resolved - Obstruction,Pratt Park,0,0,0
11/22/2024,69637,Resolved - Obstruction,Pratt Park,2,0,0
12/16/2024,71515,Resolved - Obstruction,Pratt Park,2,0,0
5/13/2024,48054,Resolved - Obstruction,1st Ave W between W. Republican St and W. Harrison St.,3,0,0
9/25/2024,63908,Resolved - Advanced Notice Obstruction,1st Ave W between W. Republican St and W. Harrison St.,2,0,0
12/12/2024,71164,Resolved - Obstruction,1st Ave W between W. Republican St and W. Harrison St.,1,0,0
10/16/2024,66071,Resolved - Scheduled,Beer Sheva Park ,1,0,0
2/21/2024,37883,Resolved - Scheduled,N 135th St and Stone Ave N Vicinity,27,0,0
3/8/2024,39929,Resolved - Obstruction,N 135th St and Stone Ave N Vicinity,1,0,0
8/8/2024,58546,Resolved - Obstruction,N 135th St and Stone Ave N Vicinity,1,0,0
