Date of Action,Unique ID,Action,Location Name,Tents Cleared,Living Structure Count,RV Count
2/6/2024,36464,Resolved - Obstruction,Fairview Ave N & Mercer St Vicinity,1,0,0
3/27/2024,42182,Resolved - Advanced Notice Obstruction,Licton Springs Park,2,0,0
6/10/2024,51172,Resolved - Obstruction,Licton Springs Park,4,0,0
6/25/2024,52773,Resolved - Obstruction,Licton Springs Park,1,0,0
7/11/2024,54948,Resolved - Obstruction,Licton Springs Park,1,0,0
7/18/2024,55881,Resolved - Obstruction,Licton Springs Park,1,0,0
7/24/2024,56616,Resolved - Obstruction,Licton Springs Park,1,0,0
7/29/2024,57185,Resolved - Obstruction,Licton Springs Park,2,0,0
12/10/2024,70950,Resolved - Obstruction,Licton Springs Park,1,0,0
5/14/2024,48203,Resolved - Obstruction,Bell St between 4th Ave and 5th,1,0,0
1/17/2024,34375,Resolved - Obstruction,4th Ave from Columbia St to Cherry St,1,0,0
1/16/2024,34218,Resolved - Obstruction,Ballard Commons Park,1,0,0
1/19/2024,34585,Resolved - Obstruction,Ballard Commons Park,1,0,0
1/25/2024,35114,Resolved - Obstruction,Ballard Commons Park,1,0,0
1/26/2024,35327,Resolved - Obstruction,Ballard Commons Park,1,0,0
2/16/2024,37627,Resolved - Obstruction,Ballard Commons Park,1,0,0
2/23/2024,38221,Resolved - Obstruction,Ballard Commons Park,1,0,0
3/7/2024,39682,Resolved - Obstruction,Ballard Commons Park,1,0,0
3/8/2024,39847,Resolved - Obstruction,Ballard Commons Park,1,0,0
3/11/2024,40092,Resolved - Obstruction,Ballard Commons Park,1,0,0
3/13/2024,40375,Resolved - Obstruction,Ballard Commons Park,1,0,0
3/25/2024,41911,Resolved - Obstruction,Ballard Commons Park,1,0,0
5/20/2024,48848,Resolved - Obstruction,Ballard Commons Park,1,0,0
5/28/2024,49574,Resolved - Obstruction,Ballard Commons Park,0,0,0
6/13/2024,51595,Resolved - Obstruction,Ballard Commons Park,1,0,0
7/5/2024,54187,Resolved - Obstruction,Ballard Commons Park,0,0,0
7/23/2024,56447,Resolved - Obstruction,Ballard Commons Park,0,0,0
7/26/2024,56971,Resolved - Obstruction,Ballard Commons Park,0,0,0
8/2/2024,57804,Resolved - Obstruction,Ballard Commons Park,0,0,0
8/5/2024,58046,Resolved - Obstruction,Ballard Commons Park,1,0,0
8/12/2024,58829,Resolved - Obstruction,Ballard Commons Park,0,0,0
8/13/2024,59001,Resolved - Obstruction,Ballard Commons Park,0,0,0
8/15/2024,59369,Resolved - Obstruction,Ballard Commons Park,0,0,0
8/16/2024,59643,Resolved - Obstruction,Ballard Commons Park,1,0,0
8/20/2024,59904,Resolved - Obstruction,Ballard Commons Park,3,0,0
8/21/2024,60001,Resolved - Obstruction,Ballard Commons Park,1,0,0
8/30/2024,61046,Resolved - Obstruction,Ballard Commons Park,1,0,0
9/3/2024,61213,Resolved - Obstruction,Ballard Commons Park,0,0,0
9/4/2024,61386,Resolved - Obstruction,Ballard Commons Park,1,0,0
9/5/2024,61563,Resolved - Obstruction,Ballard Commons Park,1,0,0
9/6/2024,61756,Resolved - Obstruction,Ballard Commons Park,0,0,0
9/9/2024,61839,Resolved - Obstruction,Ballard Commons Park,0,0,0
9/10/2024,61974,Resolved - Obstruction,Ballard Commons Park,0,0,0
9/11/2024,62136,Resolved - Obstruction,Ballard Commons Park,1,0,0
9/19/2024,63127,Resolved - Obstruction,Ballard Commons Park,0,0,0
10/1/2024,64515,Resolved - Obstruction,Ballard Commons Park,0,0,0
10/3/2024,64776,Resolved - Obstruction,Ballard Commons Park,0,0,0
11/1/2024,67604,Resolved - Obstruction,Ballard Commons Park,1,0,0
11/4/2024,67828,Resolved - Obstruction,Ballard Commons Park,1,0,0
11/6/2024,68035,Resolved - Obstruction,Ballard Commons Park,1,0,0
11/13/2024,68594,Resolved - Obstruction,Ballard Commons Park,2,0,0
11/22/2024,69568,Resolved - Obstruction,Ballard Commons Park,2,0,0
11/25/2024,69733,Resolved - Obstruction,Ballard Commons Park,1,0,0
12/2/2024,70138,Resolved - Obstruction,Ballard Commons Park,2,0,0
12/4/2024,70382,Resolved - Obstruction,Ballard Commons Park,1,0,0
12/9/2024,70806,Resolved - Obstruction,Ballard Commons Park,1,0,0
12/13/2024,71341,Resolved - Obstruction,Ballard Commons Park,1,0,0
1/2/2024,32923,Resolved - Obstruction,4th Ave from S Washington St to James St,4,0,0
1/3/2024,33023,Resolved - Obstruction,4th Ave from S Washington St to James St,4,0,0
1/4/2024,33272,Resolved - Obstruction,4th Ave from S Washington St to James St,3,0,0
1/5/2024,33395,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
1/8/2024,33592,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
1/9/2024,33751,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
1/10/2024,33894,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
1/17/2024,34370,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
1/19/2024,34704,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
1/22/2024,34798,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
1/23/2024,34960,Resolved - Obstruction,4th Ave from S Washington St to James St,3,0,0
1/24/2024,35070,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
1/25/2024,35166,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
1/26/2024,35328,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
1/29/2024,35459,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
1/30/2024,35613,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
1/31/2024,35820,Resolved - Obstruction,4th Ave from S Washington St to James St,3,0,0
2/2/2024,36095,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
2/5/2024,36244,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
2/6/2024,36370,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
2/12/2024,36929,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
2/14/2024,37315,Resolved - Obstruction,4th Ave from S Washington St to James St,0,0,0
2/15/2024,37421,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
2/16/2024,37528,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
3/1/2024,38892,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
3/4/2024,39117,Resolved - Obstruction,4th Ave from S Washington St to James St,8,0,0
3/5/2024,39336,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
3/7/2024,39673,Resolved - Obstruction,4th Ave from S Washington St to James St,3,0,0
3/11/2024,40140,Resolved - Obstruction,4th Ave from S Washington St to James St,5,0,0
3/14/2024,40508,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
3/15/2024,40748,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
3/19/2024,41081,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
3/21/2024,41481,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
3/26/2024,42006,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
3/27/2024,42181,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
3/28/2024,42294,Resolved - Obstruction,4th Ave from S Washington St to James St,3,0,0
4/2/2024,42887,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
4/3/2024,43008,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
4/4/2024,43208,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
4/8/2024,43547,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
4/9/2024,43713,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
4/12/2024,44366,Resolved - Obstruction,4th Ave from S Washington St to James St,4,0,0
4/15/2024,44485,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
4/18/2024,45071,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
4/19/2024,45284,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
4/22/2024,45429,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
4/25/2024,45909,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
4/29/2024,46304,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
5/2/2024,46706,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
5/6/2024,47141,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
5/7/2024,47293,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
5/17/2024,48717,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
5/20/2024,48829,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
5/22/2024,49252,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
5/23/2024,49365,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
6/3/2024,50423,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
6/4/2024,50608,Resolved - Obstruction,4th Ave from S Washington St to James St,0,0,0
6/10/2024,51192,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
6/12/2024,51521,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
6/13/2024,51680,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
6/17/2024,52048,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
6/18/2024,52207,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
6/21/2024,52465,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
7/9/2024,54580,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
7/12/2024,55223,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
7/15/2024,55438,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
7/16/2024,55606,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
7/17/2024,55773,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
7/18/2024,55910,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
7/22/2024,56343,Resolved - Obstruction,4th Ave from S Washington St to James St,0,0,0
8/6/2024,58281,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
8/7/2024,58444,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
8/9/2024,58786,Resolved - Obstruction,4th Ave from S Washington St to James St,3,0,0
8/12/2024,58956,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
8/19/2024,59796,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
8/20/2024,59953,Resolved - Obstruction,4th Ave from S Washington St to James St,0,0,0
8/27/2024,60723,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
8/30/2024,61126,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
9/27/2024,64231,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
10/15/2024,65943,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
10/23/2024,66740,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
10/28/2024,67202,Resolved - Obstruction,4th Ave from S Washington St to James St,3,0,0
10/29/2024,67326,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
10/30/2024,67391,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
10/31/2024,67504,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
11/1/2024,67685,Resolved - Obstruction,4th Ave from S Washington St to James St,2,0,0
11/4/2024,67868,Resolved - Obstruction,4th Ave from S Washington St to James St,4,0,0
11/6/2024,68140,Resolved - Obstruction,4th Ave from S Washington St to James St,0,0,0
11/7/2024,68303,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
11/12/2024,68559,Resolved - Obstruction,4th Ave from S Washington St to James St,0,0,0
11/19/2024,69286,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
11/20/2024,69436,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
12/16/2024,71590,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
12/20/2024,72079,Resolved - Obstruction,4th Ave from S Washington St to James St,0,0,0
12/27/2024,72541,Resolved - Obstruction,4th Ave from S Washington St to James St,1,0,0
8/7/2024,58330,Resolved - Obstruction,4th Ave & Pike St. (Between Pike & Pine),0,0,0
2/8/2024,36720,Resolved - Obstruction,Denny Park,1,0,0
2/22/2024,37997,Resolved - Obstruction,Denny Park,1,0,0
6/27/2024,53126,Resolved - Obstruction,Denny Park,3,0,0
6/27/2024,53175,Resolved - Obstruction,Denny Park,1,0,0
7/25/2024,56815,Resolved - Obstruction,Denny Park,1,0,0
2/8/2024,36719,Resolved - Obstruction,9th Ave N & Denny Way,1,0,0
2/14/2024,37281,Resolved - Obstruction,9th Ave N & Denny Way,1,0,0
1/23/2024,34980,Resolved - Obstruction,Cascade Playground,1,0,0
7/22/2024,56294,Resolved - Obstruction,Cascade Playground,1,0,0
1/18/2024,34532,Resolved - Obstruction,Occidental Square,2,0,0
1/19/2024,34703,Resolved - Obstruction,Occidental Square,1,0,0
1/31/2024,35794,Resolved - Obstruction,Occidental Square,4,0,0
2/21/2024,37920,Resolved - Obstruction,Occidental Square,1,0,0
2/26/2024,38416,Resolved - Obstruction,Occidental Square,2,0,0
3/11/2024,40139,Resolved - Obstruction,Occidental Square,0,0,0
3/13/2024,40430,Resolved - Obstruction,Occidental Square,1,0,0
3/14/2024,40644,Resolved - Obstruction,Occidental Square,0,0,0
3/15/2024,40812,Resolved - Obstruction,Occidental Square,0,0,0
4/3/2024,42978,Resolved - Obstruction,Occidental Square,1,0,0
4/5/2024,43380,Resolved - Obstruction,Occidental Square,1,0,0
4/9/2024,43708,Resolved - Obstruction,Occidental Square,1,0,0
4/12/2024,44201,Resolved - Obstruction,Occidental Square,3,0,0
4/15/2024,44476,Resolved - Obstruction,Occidental Square,1,0,0
4/16/2024,44765,Resolved - Obstruction,Occidental Square,2,0,0
4/19/2024,45261,Resolved - Obstruction,Occidental Square,3,0,0
4/22/2024,45451,Resolved - Obstruction,Occidental Square,1,0,0
4/29/2024,46301,Resolved - Obstruction,Occidental Square,1,0,0
5/2/2024,46734,Resolved - Obstruction,Occidental Square,1,0,0
5/3/2024,46852,Resolved - Obstruction,Occidental Square,2,0,0
5/6/2024,47140,Resolved - Obstruction,Occidental Square,1,0,0
5/10/2024,47865,Resolved - Obstruction,Occidental Square,1,0,0
5/14/2024,48255,Resolved - Obstruction,Occidental Square,1,0,0
5/16/2024,48533,Resolved - Obstruction,Occidental Square,2,0,0
5/17/2024,48716,Resolved - Obstruction,Occidental Square,1,0,0
5/20/2024,48947,Resolved - Obstruction,Occidental Square,1,0,0
5/21/2024,49099,Resolved - Obstruction,Occidental Square,1,0,0
5/22/2024,49251,Resolved - Obstruction,Occidental Square,1,0,0
5/23/2024,49366,Resolved - Obstruction,Occidental Square,1,0,0
5/28/2024,49657,Resolved - Obstruction,Occidental Square,2,0,0
5/29/2024,49755,Resolved - Obstruction,Occidental Square,2,0,0
5/30/2024,49976,Resolved - Obstruction,Occidental Square,2,0,0
6/3/2024,50422,Resolved - Obstruction,Occidental Square,1,0,0
6/4/2024,50610,Resolved - Obstruction,Occidental Square,3,0,0
6/5/2024,50718,Resolved - Obstruction,Occidental Square,1,0,0
6/26/2024,53093,Resolved - Obstruction,Occidental Square,0,0,0
9/27/2024,64236,Resolved - Obstruction,Occidental Square,3,0,0
10/4/2024,65020,Resolved - Obstruction,Occidental Square,1,0,0
10/17/2024,66192,Resolved - Obstruction,Occidental Square,1,0,0
11/20/2024,69437,Resolved - Obstruction,Occidental Square,1,0,0
12/17/2024,71738,Resolved - Obstruction,Occidental Square,0,0,0
12/23/2024,72194,Resolved - Obstruction,Occidental Square,0,0,0
1/3/2024,33067,Resolved - Obstruction,Pioneer Park,5,0,0
1/5/2024,33387,Resolved - Obstruction,Pioneer Park,0,0,0
1/8/2024,33579,Resolved - Obstruction,Pioneer Park,1,0,0
1/9/2024,33741,Resolved - Obstruction,Pioneer Park,1,0,0
1/10/2024,33878,Resolved - Obstruction,Pioneer Park,2,0,0
1/17/2024,34342,Resolved - Obstruction,Pioneer Park,1,0,0
1/18/2024,34531,Resolved - Obstruction,Pioneer Park,3,0,0
1/19/2024,34702,Resolved - Obstruction,Pioneer Park,3,0,0
1/22/2024,34794,Resolved - Obstruction,Pioneer Park,1,0,0
1/24/2024,35068,Resolved - Obstruction,Pioneer Park,1,0,0
1/25/2024,35152,Resolved - Obstruction,Pioneer Park,1,0,0
1/29/2024,35444,Resolved - Obstruction,Pioneer Park,1,0,0
1/30/2024,35604,Resolved - Obstruction,Pioneer Park,2,0,0
1/31/2024,35814,Resolved - Obstruction,Pioneer Park,0,0,0
2/5/2024,36227,Resolved - Obstruction,Pioneer Park,1,0,0
2/6/2024,36405,Resolved - Obstruction,Pioneer Park,0,0,0
2/8/2024,36632,Resolved - Obstruction,Pioneer Park,2,0,0
2/12/2024,36915,Resolved - Obstruction,Pioneer Park,1,0,0
2/14/2024,37207,Resolved - Obstruction,Pioneer Park,2,0,0
2/16/2024,37662,Resolved - Obstruction,Pioneer Park,1,0,0
2/20/2024,37764,Resolved - Obstruction,Pioneer Park,3,0,0
2/22/2024,38017,Resolved - Obstruction,Pioneer Park,2,0,0
2/26/2024,38420,Resolved - Obstruction,Pioneer Park,1,0,0
2/28/2024,38696,Resolved - Obstruction,Pioneer Park,3,0,0
3/1/2024,38873,Resolved - Obstruction,Pioneer Park,2,0,0
3/5/2024,39325,Resolved - Obstruction,Pioneer Park,0,0,0
3/8/2024,39885,Resolved - Obstruction,Pioneer Park,3,0,0
3/11/2024,40137,Resolved - Obstruction,Pioneer Park,0,0,0
3/14/2024,40645,Resolved - Obstruction,Pioneer Park,0,0,0
3/15/2024,40810,Resolved - Obstruction,Pioneer Park,1,0,0
3/18/2024,40992,Resolved - Obstruction,Pioneer Park,3,0,0
3/19/2024,41091,Resolved - Obstruction,Pioneer Park,0,0,0
3/20/2024,41246,Resolved - Obstruction,Pioneer Park,2,0,0
3/25/2024,41800,Resolved - Obstruction,Pioneer Park,1,0,0
3/27/2024,42180,Resolved - Obstruction,Pioneer Park,1,0,0
3/28/2024,42299,Resolved - Obstruction,Pioneer Park,2,0,0
3/29/2024,42552,Resolved - Obstruction,Pioneer Park,2,0,0
4/2/2024,42883,Resolved - Obstruction,Pioneer Park,1,0,0
4/10/2024,43951,Resolved - Obstruction,Pioneer Park,2,0,0
4/15/2024,44433,Resolved - Obstruction,Pioneer Park,1,0,0
4/16/2024,44766,Resolved - Obstruction,Pioneer Park,1,0,0
4/18/2024,45063,Resolved - Obstruction,Pioneer Park,2,0,0
4/22/2024,45444,Resolved - Obstruction,Pioneer Park,0,0,0
4/24/2024,45740,Resolved - Obstruction,Pioneer Park,0,0,0
4/30/2024,46485,Resolved - Obstruction,Pioneer Park,0,0,0
5/3/2024,46851,Resolved - Obstruction,Pioneer Park,2,0,0
5/6/2024,47139,Resolved - Obstruction,Pioneer Park,1,0,0
5/10/2024,47863,Resolved - Obstruction,Pioneer Park,1,0,0
5/13/2024,48074,Resolved - Obstruction,Pioneer Park,0,0,0
5/15/2024,48318,Resolved - Obstruction,Pioneer Park,0,0,0
5/17/2024,48715,Resolved - Obstruction,Pioneer Park,0,0,0
5/23/2024,49367,Resolved - Obstruction,Pioneer Park,0,0,0
5/28/2024,49661,Resolved - Obstruction,Pioneer Park,0,0,0
5/29/2024,49754,Resolved - Obstruction,Pioneer Park,1,0,0
5/30/2024,49975,Resolved - Obstruction,Pioneer Park,1,0,0
6/3/2024,50419,Resolved - Obstruction,Pioneer Park,2,0,0
6/4/2024,50609,Resolved - Obstruction,Pioneer Park,0,0,0
6/10/2024,51194,Resolved - Obstruction,Pioneer Park,0,0,0
6/13/2024,51656,Resolved - Obstruction,Pioneer Park,0,0,0
6/14/2024,51821,Resolved - Obstruction,Pioneer Park,0,0,0
6/18/2024,52208,Resolved - Obstruction,Pioneer Park,0,0,0
6/21/2024,52466,Resolved - Obstruction,Pioneer Park,0,0,0
6/26/2024,53094,Resolved - Obstruction,Pioneer Park,0,0,0
6/26/2024,53095,Resolved - Obstruction,Pioneer Park,0,0,0
6/27/2024,53277,Resolved - Obstruction,Pioneer Park,0,0,0
6/28/2024,53562,Resolved - Obstruction,Pioneer Park,0,0,0
7/3/2024,54019,Resolved - Obstruction,Pioneer Park,0,0,0
7/8/2024,54401,Resolved - Obstruction,Pioneer Park,0,0,0
7/9/2024,54587,Resolved - Obstruction,Pioneer Park,0,0,0
7/15/2024,55435,Resolved - Obstruction,Pioneer Park,0,0,0
7/22/2024,56342,Resolved - Obstruction,Pioneer Park,0,0,0
7/24/2024,56704,Resolved - Obstruction,Pioneer Park,0,0,0
8/15/2024,59443,Resolved - Obstruction,Pioneer Park,1,0,0
8/19/2024,59794,Resolved - Obstruction,Pioneer Park,1,0,0
8/20/2024,59958,Resolved - Obstruction,Pioneer Park,0,0,0
8/22/2024,60227,Resolved - Obstruction,Pioneer Park,0,0,0
8/23/2024,60345,Resolved - Obstruction,Pioneer Park,0,0,0
8/26/2024,60522,Resolved - Obstruction,Pioneer Park,0,0,0
9/4/2024,61475,Resolved - Obstruction,Pioneer Park,0,0,0
9/9/2024,61897,Resolved - Obstruction,Pioneer Park,0,0,0
9/11/2024,62214,Resolved - Obstruction,Pioneer Park,0,0,0
9/16/2024,62748,Resolved - Obstruction,Pioneer Park,0,0,0
9/17/2024,62916,Resolved - Obstruction,Pioneer Park,0,0,0
9/18/2024,63068,Resolved - Obstruction,Pioneer Park,0,0,0
9/19/2024,63249,Resolved - Obstruction,Pioneer Park,0,0,0
9/20/2024,63487,Resolved - Obstruction,Pioneer Park,0,0,0
9/27/2024,64235,Resolved - Obstruction,Pioneer Park,0,0,0
9/30/2024,64477,Resolved - Obstruction,Pioneer Park,0,0,0
10/4/2024,65018,Resolved - Obstruction,Pioneer Park,0,0,0
10/22/2024,66638,Resolved - Obstruction,Pioneer Park,0,0,0
10/23/2024,66738,Resolved - Obstruction,Pioneer Park,0,0,0
10/28/2024,67201,Resolved - Obstruction,Pioneer Park,0,0,0
10/29/2024,67328,Resolved - Obstruction,Pioneer Park,0,0,0
10/30/2024,67393,Resolved - Obstruction,Pioneer Park,0,0,0
10/31/2024,67510,Resolved - Obstruction,Pioneer Park,0,0,0
11/4/2024,67867,Resolved - Obstruction,Pioneer Park,0,0,0
11/6/2024,68139,Resolved - Obstruction,Pioneer Park,0,0,0
11/7/2024,68304,Resolved - Obstruction,Pioneer Park,0,0,0
11/12/2024,68558,Resolved - Obstruction,Pioneer Park,0,0,0
11/13/2024,68742,Resolved - Obstruction,Pioneer Park,0,0,0
11/14/2024,68884,Resolved - Obstruction,Pioneer Park,0,0,0
11/19/2024,69282,Resolved - Obstruction,Pioneer Park,0,0,0
11/20/2024,69435,Resolved - Obstruction,Pioneer Park,1,0,0
11/25/2024,69813,Resolved - Obstruction,Pioneer Park,1,0,0
11/26/2024,69963,Resolved - Obstruction,Pioneer Park,1,0,0
12/2/2024,70248,Resolved - Obstruction,Pioneer Park,1,0,0
12/3/2024,70352,Resolved - Obstruction,Pioneer Park,0,0,0
12/6/2024,70897,Resolved - Obstruction,Pioneer Park,0,0,0
12/9/2024,70900,Resolved - Obstruction,Pioneer Park,2,0,0
12/10/2024,71010,Resolved - Obstruction,Pioneer Park,1,0,0
12/11/2024,71131,Resolved - Obstruction,Pioneer Park,0,0,0
12/16/2024,71592,Resolved - Obstruction,Pioneer Park,0,0,0
12/17/2024,71736,Resolved - Obstruction,Pioneer Park,0,0,0
12/18/2024,71838,Resolved - Obstruction,Pioneer Park,1,0,0
12/23/2024,72193,Resolved - Obstruction,Pioneer Park,0,0,0
12/27/2024,72537,Resolved - Obstruction,Pioneer Park,0,0,0
12/30/2024,72738,Resolved - Obstruction,Pioneer Park,0,0,0
1/5/2024,33384,Resolved - Obstruction,Prefontaine Park,3,0,0
2/5/2024,36248,Resolved - Obstruction,Prefontaine Park,3,0,0
2/6/2024,36386,Resolved - Obstruction,Prefontaine Park,1,0,0
2/7/2024,36584,Resolved - Obstruction,Prefontaine Park,1,0,0
3/6/2024,39599,Resolved - Obstruction,Prefontaine Park,0,0,0
3/11/2024,40143,Resolved - Obstruction,Prefontaine Park,0,0,0
3/14/2024,40647,Resolved - Obstruction,Prefontaine Park,0,0,0
3/15/2024,40811,Resolved - Obstruction,Prefontaine Park,0,0,0
7/22/2024,56344,Resolved - Obstruction,Prefontaine Park,1,0,0
7/24/2024,56703,Resolved - Obstruction,Prefontaine Park,0,0,0
9/13/2024,62593,Resolved - Obstruction,Prefontaine Park,0,0,0
9/16/2024,62754,Resolved - Obstruction,Prefontaine Park,0,0,0
9/17/2024,62915,Resolved - Obstruction,Prefontaine Park,0,0,0
1/8/2024,33562,Resolved - Obstruction,3rd Ave & Yesler Way ,2,0,0
1/9/2024,33790,Resolved - Obstruction,3rd Ave & Yesler Way ,1,0,0
1/25/2024,35136,Resolved - Obstruction,3rd Ave & Yesler Way ,1,0,0
2/15/2024,37401,Resolved - Obstruction,3rd Ave & Yesler Way ,1,0,0
3/11/2024,40142,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
3/15/2024,40807,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
3/26/2024,42005,Resolved - Obstruction,3rd Ave & Yesler Way ,1,0,0
4/9/2024,43686,Resolved - Obstruction,3rd Ave & Yesler Way ,1,0,0
4/10/2024,43952,Resolved - Obstruction,3rd Ave & Yesler Way ,4,0,0
4/11/2024,44054,Resolved - Obstruction,3rd Ave & Yesler Way ,2,0,0
4/12/2024,44187,Resolved - Obstruction,3rd Ave & Yesler Way ,1,0,0
4/15/2024,44430,Resolved - Obstruction,3rd Ave & Yesler Way ,2,0,0
4/17/2024,44863,Resolved - Obstruction,3rd Ave & Yesler Way ,2,0,0
4/18/2024,45047,Resolved - Obstruction,3rd Ave & Yesler Way ,2,0,0
4/19/2024,45222,Resolved - Obstruction,3rd Ave & Yesler Way ,1,0,0
5/28/2024,49658,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
8/29/2024,60957,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
9/13/2024,62588,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
9/16/2024,62747,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
9/17/2024,62914,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
9/18/2024,63066,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
9/19/2024,63248,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
10/29/2024,67329,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
10/31/2024,67503,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
11/1/2024,67684,Resolved - Obstruction,3rd Ave & Yesler Way ,0,0,0
11/4/2024,67866,Resolved - Obstruction,3rd Ave & Yesler Way ,1,0,0
1/2/2024,32928,Resolved - Obstruction,City Hall Park,1,0,0
1/3/2024,33147,Resolved - Obstruction,City Hall Park,1,0,0
3/11/2024,40141,Resolved - Obstruction,City Hall Park,0,0,0
3/14/2024,40646,Resolved - Obstruction,City Hall Park,0,0,0
3/15/2024,40809,Resolved - Obstruction,City Hall Park,0,0,0
3/19/2024,41093,Resolved - Obstruction,City Hall Park,0,0,0
4/5/2024,43378,Resolved - Obstruction,City Hall Park,1,0,0
5/31/2024,50245,Resolved - Obstruction,City Hall Park,1,0,0
6/3/2024,50430,Resolved - Obstruction,City Hall Park,2,0,0
6/21/2024,52469,Resolved - Obstruction,City Hall Park,0,0,0
9/13/2024,62594,Resolved - Obstruction,City Hall Park,1,0,0
