ID,ActionDate,Unique ID,Action,TentCount,LivingStructureCount,RVCount,LocationName
12,5/2/2023,1245048,Active Location Inspection,4,0,0,Fairview Ave N & Mercer St Vicinity
12,5/5/2023,1245051,Resolved - Obstruction,0,0,0,Fairview Ave N & Mercer St Vicinity
12,8/18/2023,1245156,Active Location Inspection,1,2,0,Fairview Ave N & Mercer St Vicinity
12,8/23/2023,1245161,Resolved - 72-Hour Notice,1,2,0,Fairview Ave N & Mercer St Vicinity
12,8/24/2023,1245162,Resolved - Obstruction,0,0,0,Fairview Ave N & Mercer St Vicinity
14,3/24/2023,1445009,Active Location Inspection,1,0,0,Licton Springs Park
14,4/6/2023,1445022,Resolved - Obstruction,0,0,0,Licton Springs Park
14,5/16/2023,1445062,Active Location Inspection,1,0,0,Licton Springs Park
14,5/30/2023,1445076,Resolved - Obstruction,0,0,0,Licton Springs Park
14,12/4/2023,1445264,Active Location Inspection,1,0,0,Licton Springs Park
14,12/5/2023,1445265,Resolved - Advanced Notice Obstruction,0,0,0,Licton Springs Park
24,3/8/2023,2444993,Resolved - Obstruction,0,0,0,5615 Phinney ave N
25,5/1/2023,2545047,Active Location Inspection,1,1,0,N 137th St from Ashworth Ave N to Aurora Ave N
25,5/9/2023,2545055,Resolved - Advanced Notice Obstruction,0,0,0,N 137th St from Ashworth Ave N to Aurora Ave N
26,1/20/2023,2644946,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,3/13/2023,2644998,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,3/16/2023,2645001,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,3/17/2023,2645002,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,3/24/2023,2645009,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,3/28/2023,2645013,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,4/5/2023,2645021,Resolved - Obstruction,0,8,0,Ballard Commons Park
26,4/13/2023,2645029,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,4/17/2023,2645033,Active Location Inspection,2,0,0,Ballard Commons Park
26,4/17/2023,2645033,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,4/20/2023,2645036,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,4/24/2023,2645040,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,4/25/2023,2645041,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,4/26/2023,2645042,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,4/27/2023,2645043,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/2/2023,2645048,Active Location Inspection,0,0,0,Ballard Commons Park
26,5/2/2023,2645048,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/3/2023,2645049,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/5/2023,2645051,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/8/2023,2645054,Active Location Inspection,0,0,0,Ballard Commons Park
26,5/8/2023,2645054,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/9/2023,2645055,Active Location Inspection,0,0,0,Ballard Commons Park
26,5/9/2023,2645055,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/10/2023,2645056,Active Location Inspection,0,0,0,Ballard Commons Park
26,5/10/2023,2645056,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/11/2023,2645057,Active Location Inspection,0,0,0,Ballard Commons Park
26,5/12/2023,2645058,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/15/2023,2645061,Active Location Inspection,0,0,0,Ballard Commons Park
26,5/15/2023,2645061,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/18/2023,2645064,Active Location Inspection,0,0,0,Ballard Commons Park
26,5/18/2023,2645064,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/19/2023,2645065,Active Location Inspection,1,0,0,Ballard Commons Park
26,5/19/2023,2645065,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/23/2023,2645069,Active Location Inspection,0,0,0,Ballard Commons Park
26,5/23/2023,2645069,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/24/2023,2645070,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/25/2023,2645071,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/26/2023,2645072,Active Location Inspection,0,0,0,Ballard Commons Park
26,5/26/2023,2645072,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,5/31/2023,2645077,Active Location Inspection,0,0,0,Ballard Commons Park
26,5/31/2023,2645077,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,6/1/2023,2645078,Active Location Inspection,0,0,0,Ballard Commons Park
26,6/1/2023,2645078,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,6/5/2023,2645082,Active Location Inspection,0,0,0,Ballard Commons Park
26,6/5/2023,2645082,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,6/7/2023,2645084,Active Location Inspection,0,0,0,Ballard Commons Park
26,6/7/2023,2645084,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,6/8/2023,2645085,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,6/13/2023,2645090,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,6/26/2023,2645103,Active Location Inspection,0,0,0,Ballard Commons Park
26,6/26/2023,2645103,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,7/3/2023,2645110,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,7/13/2023,2645120,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,7/13/2023,2645120,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,7/20/2023,2645127,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,8/1/2023,2645139,Active Location Inspection,0,0,0,Ballard Commons Park
26,8/1/2023,2645139,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,8/10/2023,2645148,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,9/1/2023,2645170,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,9/19/2023,2645188,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,10/10/2023,2645209,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,10/27/2023,2645226,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,11/15/2023,2645245,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,11/16/2023,2645246,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,11/17/2023,2645247,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,11/21/2023,2645251,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,12/6/2023,2645266,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,12/12/2023,2645272,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,12/13/2023,2645273,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,12/14/2023,2645274,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,12/15/2023,2645275,Active Location Inspection,0,0,0,Ballard Commons Park
26,12/15/2023,2645275,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,12/18/2023,2645278,Resolved - Obstruction,0,0,0,Ballard Commons Park
26,12/20/2023,2645280,Resolved - Obstruction,0,0,0,Ballard Commons Park
30,4/8/2023,3045024,Resolved - Obstruction,0,0,0,3700 S Myrtle St
44,4/24/2023,4445040,Resolved - Obstruction,0,0,0,4th Ave from S Washington St to James St
44,6/26/2023,4445103,Active Location Inspection,0,0,0,4th Ave from S Washington St to James St
44,6/26/2023,4445103,Resolved - Obstruction,0,0,0,4th Ave from S Washington St to James St
44,7/7/2023,4445114,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,7/21/2023,4445128,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,7/21/2023,4445128,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,7/24/2023,4445131,Active Location Inspection,2,0,0,4th Ave from S Washington St to James St
44,7/24/2023,4445131,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,7/25/2023,4445132,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,7/26/2023,4445133,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,7/26/2023,4445133,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,7/31/2023,4445138,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/1/2023,4445139,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,8/1/2023,4445139,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/2/2023,4445140,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,8/2/2023,4445140,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/3/2023,4445141,Active Location Inspection,0,1,0,4th Ave from S Washington St to James St
44,8/3/2023,4445141,Resolved - Obstruction,0,1,0,4th Ave from S Washington St to James St
44,8/4/2023,4445142,Resolved - Obstruction,0,0,0,4th Ave from S Washington St to James St
44,8/7/2023,4445145,Active Location Inspection,0,1,0,4th Ave from S Washington St to James St
44,8/7/2023,4445145,Resolved - Obstruction,0,1,0,4th Ave from S Washington St to James St
44,8/8/2023,4445146,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,8/8/2023,4445146,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/9/2023,4445147,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/10/2023,4445148,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,8/10/2023,4445148,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/14/2023,4445152,Active Location Inspection,2,0,0,4th Ave from S Washington St to James St
44,8/14/2023,4445152,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,8/21/2023,4445159,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/22/2023,4445160,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/23/2023,4445161,Active Location Inspection,0,0,0,4th Ave from S Washington St to James St
44,8/23/2023,4445161,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/28/2023,4445166,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/30/2023,4445168,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,8/30/2023,4445168,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,8/31/2023,4445169,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,9/6/2023,4445175,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,9/6/2023,4445175,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,9/8/2023,4445177,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,9/12/2023,4445181,Active Location Inspection,3,0,0,4th Ave from S Washington St to James St
44,9/12/2023,4445181,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,9/12/2023,4445181,Resolved - Obstruction,3,0,0,4th Ave from S Washington St to James St
44,9/13/2023,4445182,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,9/18/2023,4445187,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,9/18/2023,4445187,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,9/28/2023,4445197,Active Location Inspection,2,2,0,4th Ave from S Washington St to James St
44,10/3/2023,4445202,Active Location Inspection,5,0,0,4th Ave from S Washington St to James St
44,10/3/2023,4445202,Resolved - Obstruction,5,0,0,4th Ave from S Washington St to James St
44,10/4/2023,4445203,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,10/10/2023,4445209,Active Location Inspection,2,0,0,4th Ave from S Washington St to James St
44,10/10/2023,4445209,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,10/11/2023,4445210,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,10/11/2023,4445210,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,10/16/2023,4445215,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,10/17/2023,4445216,Resolved - Obstruction,0,1,0,4th Ave from S Washington St to James St
44,10/27/2023,4445226,Active Location Inspection,2,0,0,4th Ave from S Washington St to James St
44,10/27/2023,4445226,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,11/1/2023,4445231,Active Location Inspection,2,0,0,4th Ave from S Washington St to James St
44,11/6/2023,4445236,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,11/7/2023,4445237,Active Location Inspection,3,0,0,4th Ave from S Washington St to James St
44,11/9/2023,4445239,Resolved - Obstruction,4,0,0,4th Ave from S Washington St to James St
44,11/13/2023,4445243,Active Location Inspection,3,0,0,4th Ave from S Washington St to James St
44,11/13/2023,4445243,Resolved - Obstruction,3,0,0,4th Ave from S Washington St to James St
44,11/28/2023,4445258,Active Location Inspection,2,0,0,4th Ave from S Washington St to James St
44,11/28/2023,4445258,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,11/29/2023,4445259,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,12/1/2023,4445261,Resolved - Obstruction,0,0,0,4th Ave from S Washington St to James St
44,12/4/2023,4445264,Resolved - Obstruction,3,0,0,4th Ave from S Washington St to James St
44,12/7/2023,4445267,Active Location Inspection,4,1,0,4th Ave from S Washington St to James St
44,12/7/2023,4445267,Resolved - Obstruction,4,1,0,4th Ave from S Washington St to James St
44,12/8/2023,4445268,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,12/8/2023,4445268,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,12/11/2023,4445271,Active Location Inspection,1,0,0,4th Ave from S Washington St to James St
44,12/11/2023,4445271,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,12/18/2023,4445278,Resolved - Obstruction,1,0,0,4th Ave from S Washington St to James St
44,12/20/2023,4445280,Active Location Inspection,2,0,0,4th Ave from S Washington St to James St
44,12/20/2023,4445280,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,12/20/2023,4445280,Resolved - Obstruction,0,0,0,4th Ave from S Washington St to James St
44,12/20/2023,4445280,Resolved - Obstruction,0,0,0,4th Ave from S Washington St to James St
44,12/20/2023,4445280,Resolved - Obstruction,0,0,0,4th Ave from S Washington St to James St
44,12/22/2023,4445282,Resolved - Obstruction,0,0,0,4th Ave from S Washington St to James St
44,12/26/2023,4445286,Active Location Inspection,2,0,0,4th Ave from S Washington St to James St
44,12/26/2023,4445286,Resolved - Obstruction,2,0,0,4th Ave from S Washington St to James St
44,12/28/2023,4445288,Resolved - Obstruction,0,0,0,4th Ave from S Washington St to James St
46,2/2/2023,4644959,Resolved - Obstruction,0,0,0,4th Ave & Pike St. (Between Pike & Pine)
48,3/8/2023,4844993,Resolved - Obstruction,0,0,0,Denny Park
48,3/15/2023,4845000,Resolved - Obstruction,0,0,0,Denny Park
48,4/7/2023,4845023,Resolved - Obstruction,0,0,0,Denny Park
48,5/24/2023,4845070,Resolved - Obstruction,0,0,0,Denny Park
48,6/5/2023,4845082,Active Location Inspection,0,0,0,Denny Park
48,6/5/2023,4845082,Resolved - Obstruction,0,0,0,Denny Park
48,9/6/2023,4845175,Resolved - Obstruction,0,0,0,Denny Park
50,2/22/2023,5044979,Resolved - Obstruction,2,0,0,Cascade Playground
50,3/10/2023,5044995,Resolved - Obstruction,0,0,0,Cascade Playground
50,4/19/2023,5045035,Active Location Inspection,2,0,0,Cascade Playground
50,4/26/2023,5045042,Resolved - Obstruction,0,0,0,Cascade Playground
50,5/3/2023,5045049,Active Location Inspection,1,0,0,Cascade Playground
50,5/4/2023,5045050,Resolved - Obstruction,0,0,0,Cascade Playground
50,5/18/2023,5045064,Resolved - Obstruction,0,0,0,Cascade Playground
50,5/23/2023,5045069,Active Location Inspection,0,0,0,Cascade Playground
50,5/25/2023,5045071,Resolved - Obstruction,0,0,0,Cascade Playground
50,6/14/2023,5045091,Active Location Inspection,0,0,0,Cascade Playground
50,6/15/2023,5045092,Resolved - Obstruction,0,0,0,Cascade Playground
50,6/30/2023,5045107,Active Location Inspection,2,0,0,Cascade Playground
50,6/30/2023,5045107,Resolved - Obstruction,0,0,0,Cascade Playground
50,7/24/2023,5045131,Active Location Inspection,0,0,0,Cascade Playground
50,8/3/2023,5045141,Resolved - Obstruction,0,0,0,Cascade Playground
50,11/2/2023,5045232,Active Location Inspection,2,0,0,Cascade Playground
50,11/3/2023,5045233,Resolved - Obstruction,2,0,0,Cascade Playground
52,7/11/2023,5245118,Resolved - Obstruction,0,0,0,Plymouth Pillars Park
55,2/22/2023,5544979,Resolved - Obstruction,3,0,0,Occidental Square
55,2/23/2023,5544980,Resolved - Obstruction,2,0,0,Occidental Square
55,5/8/2023,5545054,Active Location Inspection,0,0,0,Occidental Square
55,5/10/2023,5545056,Resolved - Obstruction,0,0,0,Occidental Square
55,5/12/2023,5545058,Resolved - Obstruction,0,0,0,Occidental Square
55,5/18/2023,5545064,Resolved - Obstruction,0,0,0,Occidental Square
55,5/24/2023,5545070,Resolved - Obstruction,0,0,0,Occidental Square
55,5/25/2023,5545071,Resolved - Obstruction,0,0,0,Occidental Square
55,6/8/2023,5545085,Resolved - Obstruction,2,0,0,Occidental Square
55,6/15/2023,5545092,Resolved - Obstruction,1,0,0,Occidental Square
55,6/16/2023,5545093,Resolved - Obstruction,0,0,0,Occidental Square
55,6/23/2023,5545100,Resolved - Obstruction,0,0,0,Occidental Square
55,6/27/2023,5545104,Resolved - Obstruction,0,0,0,Occidental Square
55,6/29/2023,5545106,Active Location Inspection,0,0,0,Occidental Square
55,6/29/2023,5545106,Resolved - Obstruction,0,0,0,Occidental Square
55,6/30/2023,5545107,Active Location Inspection,0,0,0,Occidental Square
55,6/30/2023,5545107,Resolved - Obstruction,0,0,0,Occidental Square
55,7/3/2023,5545110,Active Location Inspection,0,0,0,Occidental Square
55,7/3/2023,5545110,Resolved - Obstruction,0,0,0,Occidental Square
55,7/5/2023,5545112,Active Location Inspection,0,0,0,Occidental Square
55,7/5/2023,5545112,Resolved - Obstruction,0,0,0,Occidental Square
55,7/7/2023,5545114,Active Location Inspection,0,0,0,Occidental Square
55,7/7/2023,5545114,Resolved - Obstruction,0,0,0,Occidental Square
55,7/8/2023,5545115,Resolved - Obstruction,0,0,0,Occidental Square
55,7/9/2023,5545116,Resolved - Obstruction,0,0,0,Occidental Square
55,7/10/2023,5545117,Resolved - Obstruction,0,0,0,Occidental Square
55,7/12/2023,5545119,Active Location Inspection,0,0,0,Occidental Square
55,7/12/2023,5545119,Resolved - Obstruction,0,0,0,Occidental Square
55,7/14/2023,5545121,Active Location Inspection,0,0,0,Occidental Square
55,7/14/2023,5545121,Active Location Inspection,0,0,0,Occidental Square
55,7/14/2023,5545121,Resolved - Obstruction,0,0,0,Occidental Square
55,7/17/2023,5545124,Active Location Inspection,0,0,0,Occidental Square
55,7/17/2023,5545124,Resolved - Obstruction,0,0,0,Occidental Square
55,7/18/2023,5545125,Resolved - Obstruction,0,0,0,Occidental Square
55,7/19/2023,5545126,Resolved - Obstruction,0,0,0,Occidental Square
55,7/21/2023,5545128,Resolved - Obstruction,0,0,0,Occidental Square
55,7/21/2023,5545128,Resolved - Obstruction,0,0,0,Occidental Square
55,7/24/2023,5545131,Resolved - Obstruction,0,0,0,Occidental Square
55,7/31/2023,5545138,Resolved - Obstruction,0,0,0,Occidental Square
55,8/1/2023,5545139,Active Location Inspection,1,0,0,Occidental Square
55,8/1/2023,5545139,Resolved - Obstruction,0,0,0,Occidental Square
55,8/2/2023,5545140,Resolved - Obstruction,1,0,0,Occidental Square
55,8/7/2023,5545145,Active Location Inspection,1,0,0,Occidental Square
55,8/7/2023,5545145,Resolved - Obstruction,1,0,0,Occidental Square
55,8/8/2023,5545146,Resolved - Obstruction,0,0,0,Occidental Square
55,8/22/2023,5545160,Resolved - Obstruction,0,0,0,Occidental Square
55,9/5/2023,5545174,Resolved - Obstruction,0,0,0,Occidental Square
55,9/6/2023,5545175,Active Location Inspection,0,0,0,Occidental Square
55,9/6/2023,5545175,Resolved - Obstruction,0,0,0,Occidental Square
55,9/12/2023,5545181,Active Location Inspection,0,0,0,Occidental Square
55,9/12/2023,5545181,Resolved - Obstruction,0,0,0,Occidental Square
55,10/19/2023,5545218,Active Location Inspection,2,0,0,Occidental Square
55,10/20/2023,5545219,Resolved - Obstruction,1,0,0,Occidental Square
55,11/6/2023,5545236,Active Location Inspection,1,0,0,Occidental Square
55,11/8/2023,5545238,Resolved - Obstruction,1,0,0,Occidental Square
55,11/30/2023,5545260,Resolved - Obstruction,0,0,0,Occidental Square
58,1/3/2023,5844929,Resolved - Obstruction,0,0,0,Pioneer Park
58,1/4/2023,5844930,Resolved - Obstruction,0,0,0,Pioneer Park
58,1/5/2023,5844931,Resolved - Obstruction,0,0,0,Pioneer Park
58,1/6/2023,5844932,Resolved - Obstruction,0,0,0,Pioneer Park
58,1/9/2023,5844935,Active Location Inspection,2,0,0,Pioneer Park
58,1/12/2023,5844938,Resolved - Obstruction,4,0,0,Pioneer Park
58,1/18/2023,5844944,Resolved - Obstruction,1,0,0,Pioneer Park
58,1/19/2023,5844945,Resolved - Obstruction,3,0,0,Pioneer Park
58,1/20/2023,5844946,Resolved - Obstruction,3,0,0,Pioneer Park
58,1/27/2023,5844953,Resolved - Obstruction,1,0,0,Pioneer Park
58,1/31/2023,5844957,Resolved - Obstruction,0,0,0,Pioneer Park
58,2/2/2023,5844959,Resolved - Obstruction,0,0,0,Pioneer Park
58,2/8/2023,5844965,Resolved - Obstruction,1,0,0,Pioneer Park
58,2/10/2023,5844967,Resolved - Obstruction,3,0,0,Pioneer Park
58,2/13/2023,5844970,Resolved - Obstruction,4,0,0,Pioneer Park
58,2/14/2023,5844971,Resolved - Obstruction,2,0,0,Pioneer Park
58,2/15/2023,5844972,Resolved - Obstruction,3,0,0,Pioneer Park
58,2/17/2023,5844974,Resolved - Obstruction,4,0,0,Pioneer Park
58,2/22/2023,5844979,Resolved - Obstruction,3,0,0,Pioneer Park
58,2/23/2023,5844980,Resolved - Obstruction,2,0,0,Pioneer Park
58,3/1/2023,5844986,Resolved - Obstruction,2,0,0,Pioneer Park
58,3/3/2023,5844988,Resolved - Obstruction,1,0,0,Pioneer Park
58,3/6/2023,5844991,Resolved - Obstruction,1,0,0,Pioneer Park
58,3/8/2023,5844993,Resolved - Obstruction,3,0,0,Pioneer Park
58,3/9/2023,5844994,Resolved - Obstruction,3,0,0,Pioneer Park
58,3/10/2023,5844995,Resolved - Obstruction,2,0,0,Pioneer Park
58,3/13/2023,5844998,Resolved - Obstruction,0,0,0,Pioneer Park
58,3/14/2023,5844999,Resolved - Obstruction,0,0,0,Pioneer Park
58,3/15/2023,5845000,Resolved - Obstruction,0,0,0,Pioneer Park
58,3/16/2023,5845001,Resolved - Obstruction,0,0,0,Pioneer Park
58,3/23/2023,5845008,Resolved - Obstruction,0,0,0,Pioneer Park
58,3/24/2023,5845009,Resolved - Obstruction,0,0,0,Pioneer Park
58,3/28/2023,5845013,Resolved - Obstruction,0,0,0,Pioneer Park
58,3/29/2023,5845014,Resolved - Obstruction,0,0,0,Pioneer Park
58,3/31/2023,5845016,Resolved - Obstruction,0,0,0,Pioneer Park
58,4/4/2023,5845020,Resolved - Obstruction,0,0,0,Pioneer Park
58,4/5/2023,5845021,Resolved - Obstruction,0,0,0,Pioneer Park
58,4/11/2023,5845027,Resolved - Obstruction,0,0,0,Pioneer Park
58,4/13/2023,5845029,Resolved - Obstruction,0,0,0,Pioneer Park
58,4/21/2023,5845037,Resolved - Obstruction,0,0,0,Pioneer Park
58,4/24/2023,5845040,Resolved - Obstruction,0,0,0,Pioneer Park
58,4/27/2023,5845043,Resolved - Obstruction,0,0,0,Pioneer Park
58,4/28/2023,5845044,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/1/2023,5845047,Active Location Inspection,0,0,0,Pioneer Park
58,5/4/2023,5845050,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/5/2023,5845051,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/8/2023,5845054,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/9/2023,5845055,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/10/2023,5845056,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/11/2023,5845057,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/12/2023,5845058,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/15/2023,5845061,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/16/2023,5845062,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/18/2023,5845064,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/19/2023,5845065,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/23/2023,5845069,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/24/2023,5845070,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/25/2023,5845071,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/26/2023,5845072,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/30/2023,5845076,Active Location Inspection,0,0,0,Pioneer Park
58,5/30/2023,5845076,Resolved - Obstruction,0,0,0,Pioneer Park
58,5/31/2023,5845077,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/1/2023,5845078,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/6/2023,5845083,Active Location Inspection,0,0,0,Pioneer Park
58,6/6/2023,5845083,Active Location Inspection,0,0,0,Pioneer Park
58,6/6/2023,5845083,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/7/2023,5845084,Active Location Inspection,0,0,0,Pioneer Park
58,6/7/2023,5845084,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/8/2023,5845085,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/12/2023,5845089,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/13/2023,5845090,Active Location Inspection,1,0,0,Pioneer Park
58,6/13/2023,5845090,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/14/2023,5845091,Active Location Inspection,1,0,0,Pioneer Park
58,6/14/2023,5845091,Active Location Inspection,0,0,0,Pioneer Park
58,6/14/2023,5845091,Active Location Inspection,0,0,0,Pioneer Park
58,6/14/2023,5845091,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/14/2023,5845091,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/14/2023,5845091,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/16/2023,5845093,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/20/2023,5845097,Active Location Inspection,0,0,0,Pioneer Park
58,6/20/2023,5845097,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/21/2023,5845098,Active Location Inspection,0,0,0,Pioneer Park
58,6/21/2023,5845098,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/22/2023,5845099,Active Location Inspection,0,0,0,Pioneer Park
58,6/22/2023,5845099,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/23/2023,5845100,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/26/2023,5845103,Active Location Inspection,0,0,0,Pioneer Park
58,6/26/2023,5845103,Active Location Inspection,0,0,0,Pioneer Park
58,6/26/2023,5845103,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/27/2023,5845104,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/28/2023,5845105,Active Location Inspection,0,0,0,Pioneer Park
58,6/28/2023,5845105,Resolved - Obstruction,0,0,0,Pioneer Park
58,6/30/2023,5845107,Active Location Inspection,0,0,0,Pioneer Park
58,6/30/2023,5845107,Resolved - Obstruction,0,0,0,Pioneer Park
58,7/5/2023,5845112,Resolved - Obstruction,0,0,0,Pioneer Park
58,7/8/2023,5845115,Resolved - Obstruction,0,0,0,Pioneer Park
