Date of Action,Unique ID,Action,Location Name,Tents Cleared,Living Structure Count,RV Count
2/19/2025,77640,Resolved - Scheduled,I-5 Colonnade,3,,
2/19/2025,77638,Resolved - Obstruction,Ravenna/Cowen Park (Under Bridge),2,,
2/19/2025,77614,Resolved - Obstruction,Cowen Park,1,,
2/19/2025,77603,Resolved - Obstruction,NW 57th St from 20th Ave NW to 22nd Ave NW,6,,
2/18/2025,77513,Resolved - Obstruction,8th Ave S and S Holgate St Vicinity,1,,
2/18/2025,77504,Resolved - Advanced Notice Obstruction,7th Ave S from S Dearborn Street to S Charles St,0,,
2/18/2025,77502,Resolved - Advanced Notice Obstruction,S Dearborn st from Maynard Ave S to 6th Ave S,3,,
2/18/2025,77498,Resolved - Advanced Notice Obstruction,Donnie Chin International Children's Park,1,,
2/18/2025,77495,Resolved - Advanced Notice Obstruction,Kobe Terrace Park,3,,
2/18/2025,77456,Resolved - Obstruction,Lake City Mini Park,5,,
2/18/2025,77452,Resolved - Obstruction,Bell Street Park from 4th Ave to 3rd Ave,2,,
2/18/2025,77448,Resolved - Obstruction,Freeway Park 8th Ave Overpass Location,2,,
2/18/2025,77446,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,6,,
2/18/2025,77441,Resolved - Obstruction,Albert Davis ,6,,
2/18/2025,77439,RV Remediation,8th Ave S & E Marginal Way Vicinity,,0,0
2/18/2025,77423,Resolved - Obstruction,Burke Gilman Trail & NW 43rd St Vicinity,2,,
2/18/2025,77408,Resolved - Obstruction,22nd Ave NW from NW 58th to 57th St,1,,
2/18/2025,77407,Resolved - Obstruction,NW 57th St from 20th Ave NW to 22nd Ave NW,10,,
2/13/2025,77143,RV Remediation,Utah Ave S from S Hudson St to S Dawson St,,0,0
2/12/2025,76999,Resolved - Scheduled,24th Ave S & S Lander St Vicinity,1,,
2/11/2025,76874,RV Remediation,Burke Gilman Trail & NW 43rd St Vicinity,,0,0
2/6/2025,76438,RV Remediation,Delridge Way SW & SW Barton St Vicinity,,0,0
2/6/2025,76437,RV Remediation,SW Cambridge St from 15th Ave SW to 16th Ave SW,,0,0
2/6/2025,76436,RV Remediation,SW Barton St from 15th Ave SW to 17th Ave SW,,0,0
2/6/2025,76457,Resolved - Scheduled,Delridge Way SW & SW Barton St Vicinity,0,,
2/4/2025,76208,RV Remediation,Stanley Ave S & S Hardy St Vicinity,,0,0
2/3/2025,76126,Resolved - Scheduled,E Marginal Way S & S Hanford St Vicinity,0,,
1/31/2025,76031,Resolved - Obstruction,S Dearborn st from Maynard Ave S to 6th Ave S,0,,
1/31/2025,76137,Resolved - Advanced Notice Obstruction,Colorado Ave S from S Royal Brougham Way to S Atlantic St,5,,
1/31/2025,76025,Resolved - Obstruction,James St Southbound I-5 Off Ramp Vicinity,2,,
1/31/2025,76024,Resolved - Obstruction,Pioneer Park,0,,
1/31/2025,76022,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,1,,
1/31/2025,76021,Resolved - Advanced Notice Obstruction,Corson Ave S & S Carstens Pl Vicinity,0,,
1/31/2025,75969,Resolved - Obstruction,Bhy Kracke Park,1,,
1/31/2025,75957,Resolved - Obstruction,Counterbalance  Park,2,,
1/31/2025,75946,Resolved - Obstruction,5th Ave between Blanchard and Lenora ,2,,
1/31/2025,75911,Resolved - Obstruction,"5851 W Green Lake Way N, Seattle WA 98103",1,,
1/31/2025,75878,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,6,,
1/30/2025,75817,RV Remediation,SW Henderson St from 10th Ave SW to 14th Ave SW,,0,0
1/30/2025,75816,RV Remediation,SW Henderson & 9th Ave SW Vicinity,,0,0
1/30/2025,75811,Resolved - Obstruction,Tashkent Park,3,,
1/30/2025,75792,Resolved - Obstruction,Bellevue Place Park,2,,
1/30/2025,75781,Resolved - Obstruction,Midvale Ave N and N 107th St Vicinity,3,,
1/30/2025,75773,Resolved - Obstruction,NW 53rd St from 14th Ave NW to 15th Ave NW,1,,
1/30/2025,75750,Resolved - Obstruction,14th Ave NW from NW Market St to NW 53rd St,2,,
1/30/2025,75735,Resolved - Obstruction,Ballard Commons Park,2,,
1/30/2025,75733,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,5,,
1/30/2025,75730,Resolved - Obstruction,NW 57th St from 20th Ave NW to 22nd Ave NW,2,,
1/29/2025,75662,Resolved - Obstruction,Broadway Hill Park,5,,
1/29/2025,75656,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,,
1/29/2025,75650,Resolved - Obstruction,NW 57th St from 20th Ave NW to 22nd Ave NW,4,,
1/29/2025,75647,Resolved - Obstruction,Ballard Commons Park,7,,
1/29/2025,75603,Resolved - Obstruction,Ballard Library ,3,,
1/29/2025,75707,Resolved - Scheduled,Cheasty Blvd S from S Hinds St to S Andover St,4,,
1/28/2025,75536,RV Remediation,Seaview Ave NW and the Burke Gilman Trail from Seaview PL NW to NW 65th St,,0,0
1/28/2025,75509,Resolved - Obstruction,33rd Ave NE from NE 130th St and NE 125th St,4,,
1/28/2025,75499,Resolved - Advanced Notice Obstruction,NW 67th St and Seaview Ave NW at Burke GIlman TRL,1,,
1/28/2025,75497,Resolved - Advanced Notice Obstruction,Seaview Ave NW and the Burke Gilman Trail from Seaview PL NW to NW 65th St,1,,
1/24/2025,75197,Resolved - Obstruction,33rd Ave NE from NE 130th St and NE 125th St,2,,
1/23/2025,75095,RV Remediation,Denver Ave S from S Oregon St to 3rd Ave S,,0,0
1/22/2025,74972,Resolved - Scheduled,S Holgate St & 20th Ave S Vicinity,4,,
1/22/2025,74919,Resolved - Obstruction,Aurora Ave N from N 140th St to N 137th St,1,,
1/22/2025,74896,RV Remediation,S Holgate St & 20th Ave S Vicinity,,0,0
1/21/2025,74751,RV Remediation,NW Leary Way from Ballard Way NW to 17th Ave NW,,0,0
1/21/2025,74750,RV Remediation,NW Ballard Way & 11th Ave NW Vicinity,,0,0
1/21/2025,74691,Resolved - Advanced Notice Obstruction,NW Leary Way from Ballard Way NW to 17th Ave NW,4,,
1/17/2025,74603,Resolved - Advanced Notice Obstruction,Martin Luther King Jr Memorial Park,1,,
1/17/2025,74602,Resolved - Advanced Notice Obstruction,S Spokane St from 6th Ave S to 1st Ave S,0,,
1/17/2025,74561,Resolved - Obstruction,4th Ave from S Washington St to James St,1,,
1/17/2025,74560,Resolved - Obstruction,S Dearborn st from Maynard Ave S to 6th Ave S,3,,
1/17/2025,74558,Resolved - Obstruction,S Main St from 1st Ave S to Alaskan Way S,2,,
1/17/2025,74541,Resolved - Obstruction,Pioneer Park,0,,
1/17/2025,74538,Resolved - Obstruction,Alleyway from James St to Cherry St,0,,
1/17/2025,74536,Resolved - Obstruction,Occidental Square,2,,
1/17/2025,74525,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,0,,
1/17/2025,74522,Resolved - Obstruction,NW 57th St from 20th Ave NW to 22nd Ave NW,3,,
1/16/2025,74473,Resolved - Obstruction,S Royal Brougham Way from Airport Way S to 4th Ave S,3,,
1/16/2025,74471,Resolved - Advanced Notice Obstruction,6th Ave S and S Bradford St Vicinity,0,,
1/16/2025,74470,Resolved - Advanced Notice Obstruction,6th Ave S & S Nevada St Vicinity,2,,
1/16/2025,74469,Resolved - Advanced Notice Obstruction,7th Ave S & S Alaska St Vicinity,1,,
1/16/2025,74442,RV Remediation,Ohio Ave S from S Alaska St to S Hudson St,,0,0
1/16/2025,74433,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,4,,
1/16/2025,74432,Resolved - Obstruction,Freeway Park (Seneca St Side),2,,
1/16/2025,74431,Resolved - Obstruction,Lenora St from 2nd Ave to 1st Ave,0,,
1/16/2025,74414,Resolved - Obstruction,Pioneer Park,0,,
1/16/2025,74409,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,1,,
1/16/2025,74408,Resolved - Obstruction,Cowen Park,1,,
1/16/2025,74405,Resolved - Obstruction,Ravenna Park (20th Ave NE to 15th Ave NE),1,,
1/16/2025,74384,Resolved - Obstruction,4th Ave from S Washington St to James St,2,,
1/16/2025,74382,Resolved - Obstruction,James St Southbound I-5 Off Ramp Vicinity,0,,
1/16/2025,74375,Resolved - Obstruction,Greenlake Park Theatre 22 Vicinity,1,,
1/15/2025,74320,Resolved - Scheduled,7th Ave S & S River St from S Michigan St to E Marginal Way S,2,,
1/15/2025,74269,Resolved - Obstruction,Green Lake Park,1,,
1/15/2025,74262,Resolved - Obstruction,NW 56th St from 24th Ave NW to 26th Ave NW,1,,
1/15/2025,74263,Resolved - Obstruction,James St Southbound I-5 Off Ramp Vicinity,0,,
1/15/2025,74259,Resolved - Obstruction,Occidental Square,1,,
1/15/2025,74256,Resolved - Obstruction,S Dearborn st from Maynard Ave S to 6th Ave S,1,,
1/15/2025,74253,Resolved - Obstruction,Ballard Library ,1,,
1/15/2025,74248,Resolved - Obstruction,Post Ave from Yesler Way to Columbia St,1,,
1/15/2025,74247,Resolved - Advanced Notice Obstruction,Tashkent Park,5,,
1/15/2025,74244,Resolved - Obstruction,Pioneer Park,0,,
1/15/2025,74242,Resolved - Obstruction,NW 57th St from 20th Ave NW to 22nd Ave NW,1,,
1/15/2025,74237,Resolved - Obstruction,NW 49th St from 14th Ave NW to 15th Ave NW,1,,
1/15/2025,74232,Resolved - Obstruction,Alleyway from James St to Cherry St,0,,
1/15/2025,74231,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,0,,
1/15/2025,74225,Resolved - Obstruction,NW 53rd St from 14th Ave NW to 15th Ave NW,3,,
1/15/2025,74360,Resolved - Obstruction,S Dearborn St from i-5 to S Rainier St,1,,
1/15/2025,74359,Resolved - Obstruction,S Weller St from Rainier Ave S to 12th Ave S,1,,
1/15/2025,74352,Resolved - Obstruction,Navigation Center Stairs Vicinity,2,,
1/15/2025,74347,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,0,,
1/14/2025,74155,Resolved - Obstruction,49th Ave S & S Rose St,1,,
1/14/2025,74154,Resolved - Scheduled,3rd Ave S from Edgar Martinez Dr S to S Holgate St,0,,
1/14/2025,74153,Resolved - Scheduled,3rd Ave S & S Walker St Vicinity,4,,
1/14/2025,74116,RV Remediation,3rd Ave S & S Walker St Vicinity,,0,0
1/14/2025,74097,Resolved - Obstruction,Burke Gilman Trail & NW 43rd St Vicinity,6,,
1/14/2025,74091,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,1,,
1/14/2025,74090,Resolved - Obstruction,Lenora St from 2nd Ave to 1st Ave,3,,
1/14/2025,74082,Resolved - Obstruction,3rd Ave from Blanchard to Lenora St,1,,
1/14/2025,74081,Resolved - Obstruction,Pratt Park,2,,
1/14/2025,74067,Resolved - Obstruction,33rd Ave NE from NE 130th St and NE 125th St,3,,
1/14/2025,74201,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,0,,
1/14/2025,74198,Resolved - Obstruction,S Main St from 1st Ave S to Alaskan Way S,3,,
1/14/2025,74197,Resolved - Obstruction,Navigation Center Stairs Vicinity,1,,
1/14/2025,74195,Resolved - Obstruction,2nd Ave S and S Washington St ,1,,
1/14/2025,74192,Resolved - Obstruction,S Dearborn st from Maynard Ave S to 6th Ave S,2,,
1/14/2025,74189,Resolved - Advanced Notice Obstruction,4th Ave at Royal Brougham ,1,,
1/13/2025,74017,Resolved - Advanced Notice Obstruction,Rotary Viewpoint Park,1,,
1/13/2025,74016,Resolved - Advanced Notice Obstruction,West Seattle Stadium,0,,
1/13/2025,73993,Resolved - Obstruction,E Spring St from 165th Ave to 15th Ave,1,,
1/13/2025,73974,Resolved - Obstruction,18th Ave from E John St to E Denny Wy,1,,
1/13/2025,73970,Resolved - Obstruction,NW 64th St from 24th Ave NW to 26th Ave NW,1,,
1/13/2025,73968,Resolved - Advanced Notice Obstruction,18th Ave. and E. Howell St.,4,,
1/13/2025,73959,Resolved - Obstruction,NW 56th St from 24th Ave NW to 26th Ave NW,1,,
1/13/2025,73955,Resolved - Obstruction,Licton Springs Park,2,,
1/13/2025,73942,Resolved - Obstruction,Ballard Library ,3,,
1/13/2025,73937,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,7,,
1/13/2025,74188,Resolved - Obstruction,2nd Ave S and S Washington St ,1,,
1/13/2025,74186,Resolved - Obstruction,S Weller St from Rainier Ave S to 12th Ave S,1,,
1/13/2025,74182,Resolved - Obstruction,S Lane St to S Dearborn St from 12th Ave S to 10th Ave S,3,,
1/13/2025,74181,Resolved - Obstruction,Navigation Center Stairs Vicinity,2,,
1/13/2025,74178,Resolved - Obstruction,James St Southbound I-5 Off Ramp Vicinity,0,,
1/13/2025,74176,Resolved - Obstruction,S Dearborn st from Maynard Ave S to 6th Ave S,1,,
1/13/2025,74175,Resolved - Obstruction,4th Ave from S Washington St to James St,1,,
1/13/2025,74170,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,3,,
1/13/2025,74168,Resolved - Obstruction,7th Ave S from S Dearborn Street to S Charles St,1,,
1/10/2025,73894,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,0,,
1/10/2025,73892,Resolved - Obstruction,Pioneer Park,0,,
1/10/2025,73888,Resolved - Obstruction,S Dearborn st from Maynard Ave S to 6th Ave S,3,,
1/10/2025,73880,Resolved - Obstruction,James St Southbound I-5 Off Ramp Vicinity,1,,
1/10/2025,73877,Resolved - Obstruction,S Royal Brougham Way from Airport Way S to 4th Ave S,1,,
1/10/2025,73819,Resolved - Obstruction,E Spruce St to E Fir St and from 14th Ave to 12th Ave,6,,
1/10/2025,73788,Resolved - Obstruction,Freeway Park (Seneca St Side),4,,
1/10/2025,73785,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,,
1/10/2025,73770,Resolved - Obstruction,Ravenna/Cowen Park (Under Bridge),1,,
1/10/2025,73747,Resolved - Obstruction,Ballard Library ,3,,
1/9/2025,73686,Resolved - Obstruction,Navigation Center Stairs Vicinity,1,,
1/9/2025,73685,Resolved - Obstruction,S Dearborn st from Maynard Ave S to 6th Ave S,2,,
1/9/2025,73684,Resolved - Obstruction,James St Southbound I-5 Off Ramp Vicinity,0,,
1/9/2025,73683,Resolved - Obstruction,4th Ave from S Washington St to James St,2,,
1/9/2025,73680,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,2,,
1/9/2025,73675,Resolved - Scheduled,8th Ave S and S Holgate St Vicinity,7,,
1/9/2025,73650,RV Remediation,8th Ave S and S Holgate St Vicinity,,0,0
1/9/2025,73647,Resolved - Obstruction,Cowen Park,2,,
1/9/2025,73611,Resolved - Obstruction,Northacres Park,2,,
1/9/2025,73597,Resolved - Obstruction,Gasworks Park / Waterway 19,1,,
1/9/2025,73596,Resolved - Obstruction,Freeway Park (Seneca St Side),1,,
1/9/2025,73586,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,,
1/8/2025,73542,Resolved - Advanced Notice Obstruction,S Industrial Way from 4th Ave S to Airport Way S,0,,
1/8/2025,73541,Resolved - Advanced Notice Obstruction,6th Ave S and S Bradford St Vicinity,1,,
1/8/2025,73511,Resolved - Advanced Notice Obstruction,5th Ave NE and NE Pacific St Vicinity,2,,
1/8/2025,73505,Resolved - Advanced Notice Obstruction,6th Ave NW and NW Bowdoin Place to NW 40th St,2,,
1/8/2025,73500,Resolved - Obstruction,NW 40th St from 3rd Ave NW to Leary Way NW,1,,
1/8/2025,73478,Resolved - Obstruction,Burke Gilman Trail - corner of NW 43rd St & 8th Ave NW,6,,
1/8/2025,73452,Resolved - Obstruction,Ballard Library ,3,,
1/8/2025,73461,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,,
1/8/2025,73567,Resolved - Obstruction,S Dearborn St from i-5 to S Rainier St,1,,
1/8/2025,73566,Resolved - Obstruction,Navigation Center Stairs Vicinity,1,,
1/8/2025,73565,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,,
1/8/2025,73564,Resolved - Obstruction,James St Southbound I-5 Off Ramp Vicinity,0,,
1/8/2025,73563,Resolved - Obstruction,4th Ave from S Washington St to James St,1,,
1/8/2025,73562,Resolved - Obstruction,Pioneer Park,0,,
1/8/2025,73560,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,1,,
1/8/2025,73557,Resolved - Advanced Notice Obstruction,6th Ave S & S Nevada St Vicinity,0,,
1/7/2025,73366,Resolved - Obstruction,Freeway Park (Seneca St Side),5,,
1/7/2025,73364,Resolved - Obstruction,Bitter Lake Community Center ,2,,
1/7/2025,73363,RV Remediation,Weedin PL NE from NE 68th St to 8th Ave NE,,0,0
1/7/2025,73628,Resolved - Obstruction,Dr. Jose Rizal Park,1,,
1/7/2025,73328,Resolved - Obstruction,Tashkent Park,5,,
1/7/2025,73329,Resolved - Obstruction,Midvale Ave N and N 107th St Vicinity,3,,
1/7/2025,73317,Resolved - Obstruction,8th Ave from Pine St to Pike St,1,,
1/7/2025,73299,Resolved - Obstruction,"5851 W Green Lake Way N, Seattle WA 98103",1,,
1/7/2025,73290,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,,
1/7/2025,73422,Resolved - Obstruction,S Lane St to S Dearborn St from 12th Ave S to 10th Ave S,1,,
1/7/2025,73421,Resolved - Obstruction,Navigation Center Stairs Vicinity,3,,
1/7/2025,73420,Resolved - Obstruction,S Jackson St & S King St under I-5 Vicinity,1,,
1/7/2025,73416,Resolved - Obstruction,4th Ave from S Washington St to James St,3,,
1/7/2025,73415,Resolved - Obstruction,Pioneer Park,0,,
1/7/2025,73410,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,1,,
1/6/2025,73228,Resolved - Obstruction,NW 49th St from 15th Ave NW to 17th Ave NW,1,,
1/6/2025,73220,Resolved - Obstruction,NW 50th St from 15th Ave NW to 17th Ave NW,1,,
1/6/2025,73205,Resolved - Obstruction,NW 49th St from 14th Ave NW to 15th Ave NW,1,,
1/6/2025,73200,Resolved - Obstruction,Pratt Park,2,,
1/6/2025,73181,Resolved - Obstruction,Ballard Library ,9,,
1/6/2025,73168,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,3,,
1/6/2025,73284,Resolved - Obstruction,James St Southbound I-5 Off Ramp Vicinity,0,,
1/6/2025,73277,Resolved - Obstruction,S Dearborn St from i-5 to S Rainier St,2,,
1/6/2025,73275,Resolved - Obstruction,S Dearborn st from Maynard Ave S to 6th Ave S,3,,
1/6/2025,73274,Resolved - Obstruction,4th Ave from S Washington St to James St,2,,
1/6/2025,73270,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,1,,
1/6/2025,73268,Resolved - Scheduled,S Trenton St and Sea Mar Community Health Center Vicinity,2,,
1/3/2025,73094,Resolved - Advanced Notice Obstruction,9th Ave N & Denny Way,2,,
1/3/2025,73091,Resolved - Obstruction,James St Southbound I-5 Off Ramp Vicinity,1,,
1/3/2025,73089,Resolved - Obstruction, Third Avenue from Cherry Street to James Street,1,,
1/3/2025,73088,Resolved - Obstruction,Cherry St between 6th Ave & 7th Ave,2,,
1/3/2025,73086,Resolved - Obstruction,4th Ave from S Washington St to James St,3,,
1/3/2025,73083,Resolved - Obstruction,33rd Ave NE from NE 130th St and NE 125th St,2,,
1/3/2025,73064,Resolved - Obstruction,Cal Anderson Park ,5,,
1/3/2025,73028,Resolved - Obstruction,Ballard Library ,9,,
1/2/2025,72961,Resolved - Obstruction,2nd Ave from Battery St to Bell St,1,,
1/2/2025,72944,Resolved - Obstruction,4th Ave from S Washington St to James St,2,,
1/2/2025,72936,Resolved - Obstruction,627 1st ave,1,,
1/2/2025,72929,Resolved - Obstruction,James St Southbound I-5 Off Ramp Vicinity,2,,
1/2/2025,72924,Resolved - Obstruction,Freeway Park (Seneca St Side),4,,
1/2/2025,72921,Resolved - Obstruction,2nd Ave from Blanchard St to Lenora St,1,,
1/2/2025,72919,Resolved - Obstruction,3rd Ave from Blanchard to Lenora St,1,,
1/2/2025,72894,Resolved - Obstruction,Eastlake Ave E and Denny Way Vicinity,2,,
