FID,Shape *,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Cleanup,Site_Name,Property_O,Precinct,Type,Complaint,Inspect,Post,Outreach,Cleanup_1,Latitude,Longitude,OBJECTID_2,AREA,PERIMETER,HOODS_,HOODS_ID,S_HOOD,L_HOOD,L_HOODID,SYMBOL,SYMBOL2
2216,Point,2217,1,2216,2217,48-12,S Holgate St and Airport Way S,SDOT,South,Camping,9/25/2013,10/11/2013,<Null>,10/10/2013,10/11/2013,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2217,Point,2218,1,2217,2218,48-13,S Holgate St and Airport Way S,SDOT,South,Camping,10/30/2013,11/5/2013,<Null>,11/4/2013,11/5/2013,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2425,Point,2426,1,2425,2426,563-04,Columbia Street & Post Avenue,SDOT,West,Camping,3/31/2015,3/31/2015,3/31/2015,4/2/2015,4/3/2015,47.603197,-122.335328,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2651,Point,2652,1,2651,2652,649-01,7th Ave S & S Main St,WSDOT,West,Encampment,12/17/2013,<Null>,<Null>,4/17/2014,4/18/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2688,Point,2689,1,2688,2689,668-03,Eastlake Ave N at Denny Way,SDOT,West,Camping,5/7/2014,5/13/2014,5/14/2014,5/19/2014,5/20/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2689,Point,2690,1,2689,2690,668-04,Eastlake Ave N at Denny Way,SDOT,West,Camping,7/24/2014,7/24/2014,7/24/2014,7/28/2014,7/29/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2692,Point,2693,1,2692,2693,668-07,Eastlake Ave N at Denny Way,SDOT,West,Camping,5/5/2015,5/7/2015,5/7/2015,5/11/2015,5/12/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2728,Point,2729,1,2728,2729,685-01,Alaskan Way & Pike St - north side of Pike Hill Climb,SDOT,West,Camping,3/19/2014,3/20/2014,<Null>,3/19/2014,3/20/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2750,Point,2751,1,2750,2751,689-02,4th Ave and Dilling Way,SDOT,West,Camping,11/3/2014,11/17/2014,11/17/2014,11/19/2014,11/20/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2957,Point,2958,1,2957,2958,782-02,1st Ave S Overpass at Denver Ave South,SDOT,South,Camping,12/3/2014,12/11/2014,12/11/2014,12/15/2014,12/16/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3012,Point,3013,1,3012,3013,81-05,Alaskan Way & Marion St overpass,SDOT,West,Camping,9/20/2013,9/26/2013,<Null>,9/25/2013,9/26/2013,47.60321,-122.337468,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3019,Point,3020,1,3019,3020,81-11,Alaskan Way & Marion St overpass,SDOT,West,Camping,1/6/2015,1/8/2015,<Null>,1/7/2015,1/8/2015,47.60321,-122.337468,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3125,Point,3126,1,3125,3126,851-01,Under SB on-ramp to W Sea Bridge,SDOT,West,Camping,10/22/2014,12/11/2014,12/11/2014,12/15/2014,12/16/2014,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3191,Point,3192,1,3191,3192,885-01,Ravenna Park Ravine-Nursery Area,Parks,North,Encampment,2/26/2015,1/12/2015,2/10/2015,3/4/2015,3/5/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3204,Point,3205,1,3204,3205,89-02,Alaskan Way Viaduct & Yesler,SDOT,West,Camping,1/20/2011,2/3/2011,<Null>,2/2/2011,2/3/2011,47.603704,-122.337849,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2481,Point,2482,1,2481,2482,589-02,Maclean Park (greenbelt east side),Parks,West,Camping,10/21/2013,10/23/2013,1/21/2014,1/27/2014,1/28/2014,47.635813,-122.344008,43,19354700,21488.398,45,145,East Queen Anne,QUEEN ANNE,10,7,23
338,Point,339,1,338,339,119-23,I-5 Colonnade Park,Parks,West,Encampment,2/18/2016,3/14/2016,3/14/2016,3/17/2016,3/18/2016,47.63569,-122.3238,48,7426908,16672.512,50,142,Eastlake,CASCADE,12,10,94
2695,Point,2696,1,2695,2696,670-01,Broadway and Union,SDOT,East,Camping,2/19/2014,2/19/2014,<Null>,2/19/2014,2/20/2014,47.612604,-122.320623,63,9517568,13225.233,65,160,First Hill,DOWNTOWN,13,11,33
308,Point,309,1,308,309,116-02,S Albro Place,SDOT,South,Camping,11/13/2013,12/3/2013,<Null>,12/2/2013,12/3/2013,47.547253,-122.314339,68,51305072,45963.664,70,177,Georgetown,NO BROADER TERM,18,12,81
2557,Point,2558,1,2557,2558,615-01,Evanston Ave N & N 105th St,City Light,North,Camping,9/13/2013,<Null>,<Null>,9/30/2013,10/1/2013,47.705067,-122.351416,118,42044564,26501.527,120,115,Greenwood,NO BROADER TERM,1,2,19
1138,Point,1139,1,1138,1139,238-03,1317 N 121st St Greenbelt,SDOT,North,Encampment,10/6/2014,10/29/2014,10/29/2014,11/3/2014,11/4/2014,47.716423,-122.341375,112,47203080,29413.553,114,102,Haller Lake,NORTHGATE,2,10,95
275,Point,276,1,275,276,111-04,E Marginal Way S & S Spokane St (parking lot under S Spokane St),SDOT,South,Encampment,1/26/2012,1/26/2012,1/27/2012,1/31/2012,2/1/2012,47.571604,-122.340354,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
278,Point,279,1,278,279,111-07,E Marginal Way S & S Spokane St (parking lot under S Spokane St),SDOT,South,Encampment,1/29/2015,1/28/2015,1/28/2015,2/12/2015,2/13/2015,47.571604,-122.340354,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
446,Point,447,1,446,447,133-03,Alaskan Way S / S Brougham Way,WSDOT,West,Camping,4/27/2015,5/6/2015,1/21/2016,1/26/2016,1/27/2016,47.592374,-122.335982,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
637,Point,638,1,637,638,190-11,1st Ave S Overpass at Denver Ave South,SDOT - Parking Enforcement,South,Camping,6/7/2013,7/10/2013,7/10/2013,7/15/2013,7/16/2013,47.562088,-122.335213,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1078,Point,1079,1,1078,1079,234-09,4th Ave S and Edgar Martinez Drive So.,SDOT,West,Camping,4/8/2015,4/14/2015,4/14/2015,4/20/2015,4/21/2015,47.590499,-122.328154,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1890,Point,1891,1,1890,1891,390-01,4th Avenue South Offramp from Spokane St,SDOT,South,Encampment,10/18/2011,10/19/2011,10/19/2011,10/30/2011,10/31/2011,47.56962,-122.32815,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1893,Point,1894,1,1893,1894,390-04,4th Avenue South Offramp from Spokane St,SDOT,South,Encampment,7/2/2013,7/10/2013,7/11/2013,7/15/2013,7/16/2013,47.56962,-122.32815,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1985,Point,1986,1,1985,1986,419-05,Spokane St and East Waterway,SDOT,South,Encampment,1/21/2015,2/24/2015,2/24/2015,3/4/2015,3/5/2015,47.570837,-122.344308,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2129,Point,2130,1,2129,2130,463-02,1700 block 6th Ave S,SDOT,West,Encampment,9/4/2012,9/5/2012,9/6/2012,9/10/2012,9/11/2012,47.586925,-122.325701,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2134,Point,2135,1,2134,2135,463-07,1700 block 6th Ave S,SDOT,West,Encampment,9/17/2013,9/26/2013,9/26/2013,9/30/2013,10/1/2013,47.586925,-122.325701,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2160,Point,2161,1,2160,2161,472-02,1700 UTAH AVE S,SDOT,West,Camping,5/2/2013,5/10/2013,5/10/2013,5/15/2013,5/16/2013,47.588192,-122.335099,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2162,Point,2163,1,2162,2163,472-04,1700 UTAH AVE S,SDOT,West,Camping,8/27/2013,9/11/2013,9/11/2013,9/18/2013,9/19/2013,47.588192,-122.335099,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2332,Point,2333,1,2332,2333,521-02,600 S Massachusetts Street,SDOT,West,Camping,9/17/2013,9/26/2013,9/26/2013,9/30/2013,10/1/2013,47.588243,-122.325974,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2499,Point,2500,1,2499,2500,592-03,Utah Ave S & S Dawson St,SDOT,South,Camping,6/24/2014,7/16/2014,7/16/2014,7/30/2014,7/31/2014,47.555696,-122.335319,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2615,Point,2616,1,2615,2616,64-04,3rd Ave S ( S Stacy & S Walker St),SDOT - Parking Enforcement,West,Camping,5/23/2012,9/5/2012,9/6/2012,9/10/2012,9/11/2012,47.581877,-122.330002,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2620,Point,2621,1,2620,2621,64-09,3rd Ave S ( S Stacy & S Walker St),SDOT - Parking Enforcement,West,Camping,8/27/2013,9/11/2013,<Null>,9/18/2013,9/19/2013,47.581877,-122.330002,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2706,Point,2707,1,2706,2707,676-01,60 S Spokane St,SDOT,West,Camping,2/28/2014,3/11/2014,<Null>,3/17/2014,3/18/2014,47.572682,-122.33599,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2796,Point,2797,1,2796,2797,713-01,2445 3rd Ave S,SDOT - Parking Enforcement,West,Camping,4/30/2014,5/1/2014,<Null>,5/29/2014,5/30/2014,47.580997,-122.331001,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2949,Point,2950,1,2949,2950,779-01,Spokane St Viaduct west of 4th Ave S,SDOT,South,Camping,7/30/2014,8/1/2014,<Null>,7/31/2014,8/1/2014,47.571447,-122.3285,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2782,Point,2783,1,2782,2783,704-02,Myrtle Edwards Park,Parks,West,Camping,6/25/2014,7/11/2014,<Null>,7/10/2014,7/11/2014,47.619557,-122.361852,66,33503942,64207.586,68,199,Interbay,INTERBAY,9,12,95
2570,Point,2571,1,2570,2571,621-02,Under 520 @ Roanoke Park & Boyer,SDOT,East,Camping,10/24/2013,<Null>,<Null>,10/28/2013,10/29/2013,47.642637,-122.316885,98,19763186,34138.93,100,146,Montlake,CAPITOL HILL,11,3,9
2513,Point,2514,1,2513,2514,599-01,SW Admiral Way and 34th Ave SW west side of the street,SDOT,Southwest,Camping,8/22/2013,8/22/2013,9/3/2013,9/5/2013,9/6/2013,47.575997,-122.375518,75,48581416,30687.785,77,169,North Admiral,WEST SEATTLE,19,9,24
2667,Point,2668,1,2667,2668,657-01,Sturgus & S Massachusetts Greenbelt,SDOT,South,Camping,1/17/2014,1/24/2014,<Null>,1/23/2014,1/24/2014,47.590502,-122.312562,79,48475916,33865.488,81,166,North Beacon Hill,BEACON HILL,17,5,9
2574,Point,2575,1,2574,2575,623-01,ROW greenbelt east of 1111 W Nickerson St,SDOT,West,Camping,9/25/2013,9/26/2013,9/26/2013,10/3/2013,10/4/2013,47.654519,-122.371559,46,29604288,26753.555,48,140,North Queen Anne,QUEEN ANNE,10,7,19
1808,Point,1809,1,1808,1809,374-08,Woodland Park,Parks,North,Camping,12/30/2015,1/4/2016,<Null>,1/4/2016,1/5/2016,47.667988,-122.347012,31,32123118,27120.785,33,126,Phinney Ridge,NO BROADER TERM,6,9,95
2042,Point,2043,1,2042,2043,438-03,Pine Street Stairway under AWV,SDOT,West,Camping,4/30/2013,5/10/2013,5/10/2013,5/15/2013,5/16/2013,47.609082,-122.34316,59,2343359.25,7326.582,61,201,Pike-Market,DOWNTOWN,13,11,0
2043,Point,2044,1,2043,2044,438-04,Pine Street Stairway under AWV,SDOT,West,Camping,8/18/2014,9/10/2014,<Null>,9/9/2014,9/10/2014,47.609082,-122.34316,59,2343359.25,7326.582,61,201,Pike-Market,DOWNTOWN,13,11,0
488,Point,489,1,488,489,146-06,Dilling Way (south of City Hall Park),Parks,West,Encampment,12/3/2014,12/8/2014,12/8/2014,12/11/2014,12/12/2014,47.601768,-122.330307,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
551,Point,552,1,551,552,16-03,Carpool Lot - 6th & Cherry,SDOT,West,Encampment,11/5/2008,5/1/2008,5/19/2008,5/22/2008,5/23/2008,47.604874,-122.328736,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
654,Point,655,1,654,655,194-06,2nd Ave Extension & So Washington,SDOT,West,Camping,3/28/2014,4/3/2014,4/3/2014,4/9/2014,4/10/2014,47.599298,-122.329784,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
1672,Point,1673,1,1672,1673,341-01,Washington Street Pier,SDOT,West,Camping,6/30/2011,6/30/2011,6/30/2011,7/6/2011,7/7/2011,47.600911,-122.336208,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
2564,Point,2565,1,2564,2565,620-01,4th Ave and Dilling Way,Parks,West,Camping,9/23/2013,<Null>,<Null>,9/26/2013,9/27/2013,47.602051,-122.329341,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
2566,Point,2567,1,2566,2567,620-03,4th Ave and Dilling Way,Parks,West,Camping,11/17/2014,11/17/2014,11/17/2014,11/19/2014,11/20/2014,47.602051,-122.329341,65,11474029,19289.813,67,163,Pioneer Square,DOWNTOWN,13,11,33
1732,Point,1733,1,1732,1733,354-05,Harvard Ave E & E Allison St,SDOT,East,Camping,11/25/2013,12/2/2013,12/10/2013,12/12/2013,12/13/2013,47.648718,-122.322102,97,4421635.5,10013.274,99,143,Portage Bay,CAPITOL HILL,11,3,23
1733,Point,1734,1,1733,1734,354-06,Harvard Ave E & E Allison St,SDOT,East,Encampment,1/23/2014,1/31/2014,2/3/2014,2/6/2014,2/7/2014,47.648718,-122.322102,97,4421635.5,10013.274,99,143,Portage Bay,CAPITOL HILL,11,3,23
503,Point,504,1,503,504,15-03,Cascade P-Patch,Parks,West,Camping,12/28/2012,1/17/2013,<Null>,1/17/2013,1/18/2013,47.621199,-122.331734,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
505,Point,506,1,505,506,15-05,Cascade P-Patch,Parks,West,Camping,2/19/2014,3/4/2014,<Null>,3/3/2014,3/4/2014,47.621199,-122.331734,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
1854,Point,1855,1,1854,1855,382-07,Broad Street Under Aurora Ave,SDOT, ,Camping,5/13/2014,5/13/2014,5/14/2014,5/19/2014,5/20/2014,47.623571,-122.34389,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
2062,Point,2063,1,2062,2063,44-08,Roy Street,SDOT,West,Encampment,6/14/2012,6/15/2012,6/15/2012,6/18/2012,6/19/2012,47.62543,-122.341009,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
2127,Point,2128,1,2127,2128,462-01,9th Avenue & Broad St,SDOT,West,Camping,6/15/2012,6/15/2012,6/15/2012,6/18/2012,6/19/2012,47.625148,-122.340022,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
2315,Point,2316,1,2315,2316,513-01,Mercer St and Fairview Ave- south of onramp,SDOT,West,Camping,11/29/2012,11/30/2012,11/30/2012,12/4/2012,12/5/2012,47.624533,-122.333086,49,16107105,29323.547,51,200,South Lake Union,CASCADE,12,10,95
576,Point,577,1,576,577,168-03,NE 40th St Greenbelt,SDOT,North,Encampment,8/16/2013,8/16/2013,8/16/2013,8/21/2013,8/22/2013,47.655977,-122.324131,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
2092,Point,2093,1,2092,2093,451-03,I-5 NB Offramp at NE 50th Street,WSDOT,North,Encampment,6/18/2015,1/3/2016,1/3/2016,1/6/2016,1/7/2016,47.664968,-122.322853,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
2093,Point,2094,1,2093,2094,451-04,I-5 NB Offramp at NE 50th Street,WSDOT,North,Encampment,2/3/2016,8/1/2016,8/1/2016,8/10/2016,8/11/2016,47.664968,-122.322853,32,42068344,33040.246,34,133,Wallingford,NO BROADER TERM,6,9,19
409,Point,410,1,409,410,13-10,Kinnear Park,Parks,West,Camping,5/2/2013,<Null>,<Null>,5/9/2013,5/10/2013,47.626963,-122.367139,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
1741,Point,1742,1,1741,1742,356-04,Trolley Hill Park,Parks,West,Camping,3/18/2014,3/25/2014,<Null>,3/24/2014,3/25/2014,47.63474,-122.363677,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
2178,Point,2179,1,2178,2179,475-10,15th Ave W & W Garfield St,SDOT,West,Camping,5/13/2014,5/13/2014,5/14/2014,5/19/2014,5/20/2014,47.633531,-122.376176,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
2378,Point,2379,1,2378,2379,542-02,Queen Anne Greenbelt,Parks,West,Encampment,10/14/2013,10/23/2013,1/21/2014,1/27/2014,1/28/2014,47.629517,-122.372157,44,17974986,20631.705,46,148,West Queen Anne,QUEEN ANNE,10,7,94
2281,Point,2282,1,2281,2282,510-01,Ballard Bridge north end,SDOT,North,Camping,11/19/2012,11/27/2012,11/27/2012,11/28/2012,11/30/2012,47.661399,-122.376237,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
3153,Point,3154,1,3153,3154,867-06,15th Ave NW at NW 46th St (under Ballard Bridge),SDOT,North,Camping,7/25/2016,8/11/2016,8/11/2016,8/12/2016,8/14/2016,47.662209,-122.3763,28,22431280,27347.494,30,129,Adams,BALLARD,7,11,33
177,Point,178,1,177,178,106-09,66 Bell St,SDOT,West,Encampment,11/4/2016,1/20/2017,1/28/2017,1/30/2017,2/1/2017,47.612984,-122.347076,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
198,Point,199,1,198,199,1077-02,Under SR 99 & Blanchard St,SDOT,West,Encampment,9/27/2016,1/28/2017,1/28/2017,1/30/2017,2/1/2017,47.612146,-122.348052,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
1710,Point,1711,1,1710,1711,351-02,1811 Eastlake Ave,SDOT,West,Camping,4/3/2012,4/5/2012,4/16/2012,4/16/2012,4/18/2012,47.618372,-122.329545,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
3254,Point,3255,1,3254,3255,908-01,Western Ave at NB 99 onramp,SDOT,East,Camping,2/5/2015,2/5/2015,2/5/2015,2/11/2015,2/13/2015,47.612922,-122.347435,60,14974037,21967.6,62,156,Belltown,DOWNTOWN,13,11,81
2020,Point,2021,1,2020,2021,432-01,1500 Lakeview Blvd E,Parks,East,Camping,3/5/2012,3/6/2012,3/6/2012,3/7/2012,3/9/2012,47.632346,-122.32264,100,30239240,26851.947,102,151,Broadway,CAPITOL HILL,11,3,0
173,Point,174,1,173,174,106-05,66 Bell St,SDOT,West,Camping,1/19/2015,2/5/2015,2/5/2015,2/11/2015,2/13/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
544,Point,545,1,544,545,159-03,Jackson Park Golf Course NE,Parks,North,Encampment,2/6/2015,2/13/2015,2/15/2016,3/18/2016,3/20/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
567,Point,568,1,567,568,162-04,Beacon Place Parklet,Parks,East,Camping,1/14/2015,<Null>,1/28/2015,1/28/2015,1/30/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
683,Point,684,1,683,684,202-10,1426 Alaskan Way,SDOT,West,Camping,2/4/2015,2/5/2015,2/5/2015,2/11/2015,2/13/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1153,Point,1154,1,1153,1154,2392-01,Westcrest Reservoir Park,Parks,Southwest,Encampment,7/1/2016,7/3/2016,7/4/2016,7/6/2016,7/8/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1164,Point,1165,1,1164,1165,240-01,4511 Ravenna Ave NE,SDOT,North,Camping,5/3/2010,5/5/2010,5/5/2010,5/5/2010,5/7/2010,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1227,Point,1228,1,1227,1228,244-12,Ballard Bridge south end,SDOT,West,Camping,8/4/2015,8/21/2015,8/21/2015,8/26/2015,8/28/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1231,Point,1232,1,1231,1232,244-16,Ballard Bridge south end,SDOT,West,Camping,7/22/2016,8/11/2016,8/11/2016,8/12/2016,8/14/2016,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1483,Point,1484,1,1483,1484,277-06,4th Ave South Under Yesler Way,SDOT,West,Camping,1/26/2015,2/5/2015,2/5/2015,2/11/2015,2/13/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1523,Point,1524,1,1523,1524,294-01,7100 Block of Detroit Ave SW - W. Duwamish GB,Parks,Southwest,Encampment,11/18/2010,12/3/2010,1/13/2011,1/1/2011,1/3/2011,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1569,Point,1570,1,1569,1570,305-01,6th Ave & Cherry St - carpool lot under I-5,SDOT,West,Camping,12/29/2010,2/7/2012,2/9/2012,2/13/2012,2/15/2012,47.60489,-122.328735,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1669,Point,1670,1,1669,1670,34-08,NW Leary Way Triangle,SDOT,North,Camping,5/21/2015,5/21/2015,<Null>,5/27/2015,5/29/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
1944,Point,1945,1,1944,1945,408-02,Discovery Park - west of loop/south of North Lot,Parks,North,Camping,12/27/2012,1/3/2013,1/3/2013,1/23/2013,1/25/2013,47.606209,-122.332071,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2107,Point,2108,1,2107,2108,455-02,Alaskan Way Viaduct & Marion St,SDOT,West,Camping,7/17/2012,7/18/2012,7/18/2012,7/24/2012,7/26/2012,47.603095,-122.337784,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3253,Point,3254,1,3253,3254,907-01,1349 NW Market St,SDOT,North,Camping,2/5/2015,2/6/2015,<Null>,2/11/2015,2/13/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
3374,Point,3375,1,3374,3375,987-01,15th Ave E and E Howell  planting strip 7 hills park,SDOT,East,Camping,5/27/2015,5/27/2015,<Null>,6/2/2015,6/4/2015,47.605078,-122.329974,62,9477399,18209.463,64,159,Central Business District,DOWNTOWN,13,11,95
2462,Point,2463,1,2462,2463,58-01,27th Ave S & S Walden St,FAS,South,Camping,12/4/2008,12/4/2008,<Null>,1/12/2009,1/14/2009,47.571401,-122.297959,88,37406576,35177.063,90,179,Columbia City,RAINIER VALLEY,15,4,94
349,Point,350,1,349,350,8-Dec,NE Queen Anne Greenbelt,Parks,West,Camping,2/1/2013,2/7/2013,3/4/2013,3/6/2013,3/8/2013,47.6358,-122.34594,43,19354700,21488.398,45,145,East Queen Anne,QUEEN ANNE,10,7,23
2337,Point,2338,1,2337,2338,522-01,2000 Taylor Ave N,Parks,West,Encampment,1/30/2013,2/28/2013,3/4/2013,3/6/2013,3/8/2013,47.636787,-122.34544,43,19354700,21488.398,45,145,East Queen Anne,QUEEN ANNE,10,7,23
202,Point,203,1,202,203,1079-02,Aurora 99 & Winslow Pl N,SDOT,North,Encampment,10/22/2015,10/26/2015,10/26/2015,10/28/2015,10/30/2015,47.651356,-122.346897,33,26503756,25999.285,35,137,Fremont,NO BROADER TERM,6,9,94
2244,Point,2245,1,2244,2245,497-01,Burke Gilman Trail & NW Bowdoin Pl,SDOT,North,Camping,10/4/2012,10/10/2012,<Null>,10/8/2012,10/10/2012,47.655472,-122.361369,33,26503756,25999.285,35,137,Fremont,NO BROADER TERM,6,9,94
2844,Point,2845,1,2844,2845,73-07,Troll Ave N,SDOT,North,Camping,2/15/2013,2/21/2013,2/21/2013,2/27/2013,3/1/2013,47.650964,-122.347374,33,26503756,25999.285,35,137,Fremont,NO BROADER TERM,6,9,94
2590,Point,2591,1,2590,2591,634-01,N 121st St & Stone Way N,SDOT,North,Camping,10/16/2013,10/18/2013,<Null>,10/28/2013,10/30/2013,47.716345,-122.342162,112,47203080,29413.553,114,102,Haller Lake,NORTHGATE,2,10,95
1625,Point,1626,1,1625,1626,325-02,SW Spokane St & Klickitat Ave SW,SDOT,Southwest,Camping,6/29/2011,6/29/2011,6/29/2011,7/5/2011,7/7/2011,47.571475,-122.351642,70,17832300,24381.297,72,197,Harbor Island,NO BROADER TERM,18,12,81
1076,Point,1077,1,1076,1077,234-07,4th Ave S and Edgar Martinez Drive So.,SDOT,West,Encampment,3/26/2015,3/31/2015,3/30/2015,4/1/2015,4/3/2015,47.590499,-122.328154,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1083,Point,1084,1,1083,1084,234-13,4th Ave S and Edgar Martinez Drive So.,SDOT,West,Camping,12/9/2015,12/13/2015,1/21/2016,1/25/2016,1/27/2016,47.590499,-122.328154,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1470,Point,1471,1,1470,1471,275-04,E Marginal Wy S & Duwamish Ave S,SDOT,South,Encampment,10/18/2012,10/26/2012,11/7/2012,11/14/2012,11/16/2012,47.568752,-122.33948,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1476,Point,1477,1,1476,1477,276-04,Airport Way S & S Royal Brougham Way,WSDOT,West,Camping,1/14/2016,1/18/2016,<Null>,1/26/2016,1/28/2016,47.592429,-122.323887,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
1704,Point,1705,1,1704,1705,348-06,6th Ave So Between Holgate and Massachusetts,SDOT - Parking Enforcement,South,Camping,4/4/2016,5/4/2016,5/4/2016,5/18/2016,5/20/2016,47.586157,-122.325968,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2497,Point,2498,1,2497,2498,592-01,Utah Ave S & S Dawson St,SDOT,South,Camping,8/5/2013,8/14/2013,<Null>,8/12/2013,8/14/2013,47.555696,-122.335319,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
2548,Point,2549,1,2548,2549,611-01,2902 Occidental Ave S,SDOT,South,Camping,9/6/2013,9/11/2013,<Null>,9/17/2013,9/19/2013,47.577828,-122.333322,67,82845392,49792.156,69,167,Industrial District,NO BROADER TERM,18,12,23
